date,series,value,unit,source,status,n_active,dispnums
1903-03-02,war_risk_pprob,0.000,pseudo-prob,cow_mid,ok,0,
1903-03-09,war_risk,0,hostlev(0-5),cow_mid,ok,0,
1903-03-09,war_risk_pprob,0.000,pseudo-prob,cow_mid,ok,0,
1903-03-16,war_risk,0,hostlev(0-5),cow_mid,ok,0,
1903-03-16,war_risk_pprob,0.000,pseudo-prob,cow_mid,ok,0,
1903-03-23,war_risk,0,hostlev(0-5),cow_mid,ok,0,
1903-03-23,war_risk_pprob,0.000,pseudo-prob,cow_mid,ok,0,
1903-03-30,war_risk,0,hostlev(0-5),cow_mid,ok,0,
1903-03-30,war_risk_pprob,0.000,pseudo-prob,cow_mid,ok,0,
1903-04-06,war_risk,0,hostlev(0-5),cow_mid,ok,0,
1903-04-06,war_risk_pprob,0.000,pseudo-prob,cow_mid,ok,0,
1903-04-13,war_risk,0,hostlev(0-5),cow_mid,ok,0,
1903-04-13,war_risk_pprob,0.000,pseudo-prob,cow_mid,ok,0,
1903-04-20,war_risk,0,hostlev(0-5),cow_mid,ok,0,
1903-04-20,war_risk_pprob,0.000,pseudo-prob,cow_mid,ok,0,
1903-04-27,war_risk,0,hostlev(0-5),cow_mid,ok,0,
1903-04-27,war_risk_pprob,0.000,pseudo-prob,cow_mid,ok,0,
1903-05-04,war_risk,0,hostlev(0-5),cow_mid,ok,0,
1903-05-04,war_risk_pprob,0.000,pseudo-prob,cow_mid,ok,0,
1903-05-11,war_risk,0,hostlev(0-5),cow_mid,ok,0,
1903-05-11,war_risk_pprob,0.000,pseudo-prob,cow_mid,ok,0,
1903-05-18,war_risk,0,hostlev(0-5),cow_mid,ok,0,
1903-05-18,war_risk_pprob,0.000,pseudo-prob,cow_mid,ok,0,
1903-05-25,war_risk,0,hostlev(0-5),cow_mid,ok,0,
1903-05-25,war_risk_pprob,0.000,pseudo-prob,cow_mid,ok,0,
1903-06-01,war_risk,0,hostlev(0-5),cow_mid,ok,0,
1903-06-01,war_risk_pprob,0.000,pseudo-prob,cow_mid,ok,0,
1903-06-08,war_risk,0,hostlev(0-5),cow_mid,ok,0,
1903-06-08,war_risk_pprob,0.000,pseudo-prob,cow_mid,ok,0,
1903-06-15,war_risk,0,hostlev(0-5),cow_mid,ok,0,
1903-06-15,war_risk_pprob,0.000,pseudo-prob,cow_mid,ok,0,
1903-06-22,war_risk,0,hostlev(0-5),cow_mid,ok,0,
1903-06-22,war_risk_pprob,0.000,pseudo-prob,cow_mid,ok,0,
1903-06-29,war_risk,0,hostlev(0-5),cow_mid,ok,0,
1903-06-29,war_risk_pprob,0.000,pseudo-prob,cow_mid,ok,0,
1903-07-06,war_risk,0,hostlev(0-5),cow_mid,ok,0,
1903-07-06,war_risk_pprob,0.000,pseudo-prob,cow_mid,ok,0,
1903-07-13,war_risk,0,hostlev(0-5),cow_mid,ok,0,
1903-07-13,war_risk_pprob,0.000,pseudo-prob,cow_mid,ok,0,
