retailer,brand,sku,product,variant,form,material,price,list_price,discount_pct,available,peer_n,price_pctile,role,tees_up_n,tees_up_brands,cheaper_competitors
steinhafels,La-Z-Boy,207PKG523,Ava 5-Pc. Power Headrest Reclining Modular With Wireless Remote,Left-Facing,Sectional,Unspecified,3302.99,5533.33,40.3,Y,843,43.9,Mid-ladder,86,Drew & Jonathan Home(16); [CHRS](12); [MOTO](9); [MNDC](7); Flexsteel(6); Jackson/Catnapper(6); [SILI](6); Jonathan Louis(5); Ashley(5); [KUKA](4); [LINV](3); [SYNG](3); [MWHM](2); [FUSN](1); [VIOL](1),370
steinhafels,La-Z-Boy,302PKG221,Ava 5-Pc. Power Headrest Reclining Modular With Wireless Remote,Right-Facing,Sectional,Unspecified,3302.99,5533.33,40.3,Y,843,43.9,Mid-ladder,86,Drew & Jonathan Home(16); [CHRS](12); [MOTO](9); [MNDC](7); Flexsteel(6); Jackson/Catnapper(6); [SILI](6); Jonathan Louis(5); Ashley(5); [KUKA](4); [LINV](3); [SYNG](3); [MWHM](2); [FUSN](1); [VIOL](1),370
steinhafels,La-Z-Boy,853PKG577,Ava 6-Pc. Power Headrest Reclining Modular With Wireless Remote,Default Title,Sectional,Unspecified,3488.39,5839.94,40.3,Y,843,49.8,Mid-ladder,75,Drew & Jonathan Home(15); [MOTO](9); Flexsteel(9); [CHRS](8); Jonathan Louis(5); Ashley(5); [MNDC](4); [SILI](4); [LINV](4); Jackson/Catnapper(3); [KUKA](2); [SYNG](2); [TURQ](1); [MWHM](1); [ELRN](1); [VIOL](1); [FUSN](1),420
steinhafels,La-Z-Boy,375PKG657,Ava 6-Pc. Power Headrest Reclining Chaise Modular With Wireless Remote,Right-Facing / 2 Reclining Seats,Sectional,Unspecified,3697.19,6193.32,40.3,Y,843,53.5,Mid-ladder,73,Drew & Jonathan Home(17); [MOTO](12); Flexsteel(7); Jackson/Catnapper(5); [CHRS](5); Jonathan Louis(4); Ashley(4); [LINV](4); [SILI](3); [KUKA](2); [TURQ](2); [MNDC](2); [ELRN](2); [SYNG](2); [VIOL](1); [HOMC](1),451
steinhafels,La-Z-Boy,639PKG980,Ava 6-Pc. Power Headrest Reclining Chaise Modular With Wireless Remote,Left-Facing / 2 Reclining Seats,Sectional,Unspecified,3704.39,6193.32,40.2,Y,843,54.1,Mid-ladder,72,Drew & Jonathan Home(17); [MOTO](12); Flexsteel(7); Jackson/Catnapper(5); [CHRS](5); Jonathan Louis(4); Ashley(4); [LINV](4); [KUKA](2); [TURQ](2); [MNDC](2); [ELRN](2); [SILI](2); [SYNG](2); [VIOL](1); [HOMC](1),456
steinhafels,La-Z-Boy,491ZPKG41,Ava 6-Pc. Power Headrest Reclining Chaise Modular With Wireless Remote,Right-Facing / 3 Reclining Seats,Sectional,Unspecified,3759.99,6333.32,40.6,Y,843,55.2,Mid-ladder,71,Drew & Jonathan Home(17); [MOTO](12); Flexsteel(7); Jackson/Catnapper(5); [CHRS](5); Jonathan Louis(4); Ashley(4); [LINV](4); [KUKA](2); [TURQ](2); [MNDC](2); [ELRN](2); [SYNG](2); [SILI](1); [VIOL](1); [HOMC](1),465
steinhafels,La-Z-Boy,481QPKG32,Ava 6-Pc. Power Headrest Reclining Chaise Modular With Wireless Remote,Left-Facing / 3 Reclining Seats,Sectional,Unspecified,3759.99,6333.32,40.6,Y,843,55.2,Mid-ladder,71,Drew & Jonathan Home(17); [MOTO](12); Flexsteel(7); Jackson/Catnapper(5); [CHRS](5); Jonathan Louis(4); Ashley(4); [LINV](4); [KUKA](2); [TURQ](2); [MNDC](2); [ELRN](2); [SYNG](2); [SILI](1); [VIOL](1); [HOMC](1),465
steinhafels,La-Z-Boy,869PKG031,Ava 3-Pc. Power Headrest Reclining Chaise Sofa,Right-Facing,Sectional,Unspecified,2229.29,3733.35,40.3,Y,843,21.9,Opening price point,68,[CHRS](14); [MOTO](12); Jackson/Catnapper(7); Drew & Jonathan Home(5); [TURQ](5); [KUKA](4); Ashley(4); [WASH](4); [MNDC](3); Jonathan Louis(3); [SILI](2); [FRKL](2); [LINV](1); [SYNG](1); Natuzzi(1),185
steinhafels,La-Z-Boy,867PKG192,Ava 3-Pc. Power Headrest Reclining Chaise Sofa,Left-Facing,Sectional,Unspecified,2229.29,3733.35,40.3,Y,843,21.9,Opening price point,68,[CHRS](14); [MOTO](12); Jackson/Catnapper(7); Drew & Jonathan Home(5); [TURQ](5); [KUKA](4); Ashley(4); [WASH](4); [MNDC](3); Jonathan Louis(3); [SILI](2); [FRKL](2); [LINV](1); [SYNG](1); Natuzzi(1),185
steinhafels,La-Z-Boy,831PKG201,Ava 3-Pc. Power Headrest Reclining Console Loveseat,Default Title,Sectional,Unspecified,2104.19,3519.97,40.2,Y,843,19.5,Opening price point,65,[CHRS](15); [MOTO](14); Drew & Jonathan Home(5); Jackson/Catnapper(5); [KUKA](4); [TURQ](4); [SYNG](3); Ashley(3); Jonathan Louis(3); [LINV](2); [MNDC](2); [WASH](2); [SILI](1); Natuzzi(1); [FRKL](1),164
steinhafels,La-Z-Boy,954PKG000,Ava 7-Pc. Power Headrest Reclining Modular With Wireless Remote,Left-Facing,Sectional,Unspecified,4262.39,7133.31,40.2,Y,843,65.6,Mid-ladder,62,Drew & Jonathan Home(13); [MOTO](11); [CHRS](7); [TURQ](5); Jackson/Catnapper(4); Flexsteel(4); [LINV](4); [ELRN](3); Jonathan Louis(3); [KUKA](2); [SILI](2); [MNDC](1); Ashley(1); [SYNG](1); [HOMC](1),553
steinhafels,La-Z-Boy,330PKG438,Ava 7-Pc. Power Headrest Reclining Modular With Wireless Remote,Right-Facing,Sectional,Unspecified,4259.69,7133.31,40.3,Y,843,65.6,Mid-ladder,62,Drew & Jonathan Home(13); [MOTO](11); [CHRS](7); [TURQ](5); Jackson/Catnapper(4); Flexsteel(4); [LINV](4); [ELRN](3); Jonathan Louis(3); [KUKA](2); [SILI](2); [MNDC](1); Ashley(1); [SYNG](1); [HOMC](1),553
steinhafels,La-Z-Boy,390PKG962,Ava 3-Pc. Power Headrest Reclining Sofa,Default Title,Sectional,Unspecified,2021.39,3379.97,40.2,Y,843,17.0,Opening price point,57,[CHRS](15); [MOTO](11); Jackson/Catnapper(5); Drew & Jonathan Home(4); [KUKA](4); Ashley(4); [TURQ](3); [SYNG](3); [LINV](2); Jonathan Louis(2); [MNDC](1); [WASH](1); Natuzzi(1); [FRKL](1),143
steinhafels,La-Z-Boy,734PKG678,Ava 2-Pc. Power Headrest Reclining Loveseat,Default Title,Sectional,Unspecified,1624.49,2719.98,40.3,Y,843,8.2,Opening price point,57,[CHRS](23); Ashley(6); [KUKA](5); [LINV](4); [WASH](3); [MOTO](3); [FRKL](2); [MWHM](2); Drew & Jonathan Home(2); Jackson/Catnapper(2); [SYNG](1); Jonathan Louis(1); [TURQ](1); [HOMC](1); [PEAK](1),69
steinhafels,La-Z-Boy,408Z89797,Jean Lift Chair,Default Title,Recliner,Fabric,929.99,1033.32,10.0,Y,319,20.4,Opening price point,45,HomeStretch(6); [FRKL](5); [CHRS](4); [VIOL](3); [MOTO](3); [CATN](3); Best Home Furnishings(3); [SYNG](3); [MEGA](2); Ashley(2); [KUKA](2); [TURQ](2); Southern Motion(2); [BARC](2); [SILI](1); Flexsteel(1); [LINV](1),65
steinhafels,La-Z-Boy,536Z43530,Lennon Leather Fully Loaded Recliner With Wireless Remote,Default Title,Recliner,Leather,1199.99,2055.54,41.6,Y,319,42.0,Mid-ladder,44,HomeStretch(5); [MOTO](5); [BARC](4); Southern Motion(4); [VIOL](4); [KUKA](4); Flexsteel(3); [SILI](3); Best Home Furnishings(2); [CATN](2); [SYNG](2); [CHRS](1); [MEGA](1); [FRKL](1); [USAP](1); [TURQ](1); Ashley(1),134
steinhafels,La-Z-Boy,851Z73615,James Leather Swivel Rocker Recliner,Default Title,Recliner,Leather,1249.99,1388.88,10.0,Y,319,46.4,Mid-ladder,43,HomeStretch(6); [SILI](5); [BARC](4); Flexsteel(3); Southern Motion(3); [VIOL](3); [KUKA](3); [MOTO](3); Best Home Furnishings(2); [CATN](2); [OMNA](2); [SYNG](2); [FRKL](1); [HOKR](1); [USAP](1); [TURQ](1); Ashley(1),148
steinhafels,La-Z-Boy,605616782,Pinnacle Leather Rocker Recliner,Opulence Stone,Recliner,Leather,1249.99,1388.88,10.0,Y,319,46.4,Mid-ladder,43,HomeStretch(6); [SILI](5); [BARC](4); Flexsteel(3); Southern Motion(3); [VIOL](3); [KUKA](3); [MOTO](3); Best Home Furnishings(2); [CATN](2); [OMNA](2); [SYNG](2); [FRKL](1); [HOKR](1); [USAP](1); [TURQ](1); Ashley(1),148
steinhafels,La-Z-Boy,236Z95485,Pinnacle Leather Rocker Recliner,Opulence Umber,Recliner,Leather,1249.99,1388.88,10.0,Y,319,46.4,Mid-ladder,43,HomeStretch(6); [SILI](5); [BARC](4); Flexsteel(3); Southern Motion(3); [VIOL](3); [KUKA](3); [MOTO](3); Best Home Furnishings(2); [CATN](2); [OMNA](2); [SYNG](2); [FRKL](1); [HOKR](1); [USAP](1); [TURQ](1); Ashley(1),148
steinhafels,La-Z-Boy,591787465,Astor Rocker Recliner,Mushroom,Recliner,Unspecified,1099.99,1222.21,10.0,Y,319,32.3,Mid-ladder,42,HomeStretch(6); [MOTO](5); Southern Motion(4); [BARC](3); [VIOL](3); [KUKA](3); [FRKL](3); [MEGA](2); Best Home Furnishings(2); [CATN](2); [SYNG](2); [SILI](2); [CHRS](1); Flexsteel(1); [USAP](1); [TURQ](1); [LINV](1),103
steinhafels,La-Z-Boy,773Z57754,Pinnacle Rocker Recliner,D209586 Midnight,Recliner,Fabric,999.99,999.99,,Y,319,25.4,Mid-ladder,41,[MOTO](5); HomeStretch(4); [VIOL](4); [FRKL](4); [CATN](3); [SYNG](3); [MEGA](2); Best Home Furnishings(2); [KUKA](2); [CHRS](2); Southern Motion(2); [TURQ](2); [BARC](2); Ashley(1); Flexsteel(1); [USAP](1); [LINV](1),81
steinhafels,La-Z-Boy,124Z19080,Olympic Power Headrest Zero Gravity Recliner,E191765 i-Adario Taupe,Recliner,Unspecified,1299.99,1444.43,10.0,Y,319,48.3,Mid-ladder,41,HomeStretch(5); [SILI](5); [BARC](4); Flexsteel(4); Southern Motion(3); [VIOL](3); [CATN](2); [MOTO](2); [OMNA](2); [KUKA](2); [FRKL](2); [SYNG](2); Ashley(2); [HOKR](1); [ELRN](1); Best Home Furnishings(1),154
steinhafels,La-Z-Boy,173309451,Wynne Rocker Recliner With Contour Seat Cushion,D209631 Bone,Recliner,Fabric,999.99,1111.1,10.0,Y,319,25.4,Mid-ladder,41,[MOTO](5); HomeStretch(4); [VIOL](4); [FRKL](4); [CATN](3); [SYNG](3); [MEGA](2); Best Home Furnishings(2); [KUKA](2); [CHRS](2); Southern Motion(2); [TURQ](2); [BARC](2); Ashley(1); Flexsteel(1); [USAP](1); [LINV](1),81
steinhafels,La-Z-Boy,905Z36334,Wynne Rocker Recliner With Contour Seat Cushion,D209669 Latte,Recliner,Fabric,1111.1,1111.1,,Y,319,34.2,Mid-ladder,41,HomeStretch(6); [MOTO](5); Southern Motion(4); [FRKL](4); [BARC](3); [VIOL](3); [KUKA](3); [MEGA](2); Best Home Furnishings(2); [SILI](2); [CHRS](1); [CATN](1); [SYNG](1); Flexsteel(1); [USAP](1); [TURQ](1); [LINV](1),109
steinhafels,La-Z-Boy,949Z72003,Astor Rocker Recliner,Granite,Recliner,Unspecified,1222.21,1222.21,,Y,319,45.5,Mid-ladder,40,HomeStretch(5); [MOTO](5); [BARC](4); [KUKA](4); Flexsteel(3); Southern Motion(3); [VIOL](3); [SILI](3); Best Home Furnishings(2); [CATN](2); [SYNG](2); [FRKL](1); [USAP](1); [TURQ](1); Ashley(1),145
steinhafels,La-Z-Boy,520010718,Pinnacle Power Headrest Rocker Recliner with Wireless Remote,Default Title,Recliner,Leather,1349.99,1499.99,10.0,Y,319,52.0,Mid-ladder,40,Flexsteel(5); HomeStretch(5); [SILI](5); [BARC](3); Southern Motion(3); [VIOL](3); Best Home Furnishings(2); [CATN](2); [OMNA](2); [FRKL](2); [SYNG](2); Ashley(2); [KUKA](1); [HOKR](1); [ELRN](1); Natuzzi(1),166
steinhafels,La-Z-Boy,273Z06786,Cade Fully Loaded Recliner With Wireless Remote,Default Title,Recliner,Unspecified,1349.99,1499.99,10.0,Y,319,52.0,Mid-ladder,40,Flexsteel(5); HomeStretch(5); [SILI](5); [BARC](3); Southern Motion(3); [VIOL](3); Best Home Furnishings(2); [CATN](2); [OMNA](2); [FRKL](2); [SYNG](2); Ashley(2); [KUKA](1); [HOKR](1); [ELRN](1); Natuzzi(1),166
steinhafels,La-Z-Boy,177426562,Pinnacle Rocker Recliner,D209562 Marble,Recliner,Fabric,899.99,999.99,10.0,Y,319,16.9,Opening price point,39,HomeStretch(5); [CHRS](4); [FRKL](4); [CATN](3); Best Home Furnishings(3); [SYNG](3); [MEGA](2); Ashley(2); [MOTO](2); [VIOL](2); Southern Motion(2); [SILI](1); [TURQ](1); [BARC](1); Flexsteel(1); [MWHM](1); [KUKA](1); [LINV](1),54
steinhafels,La-Z-Boy,147550223,Pinnacle Rocker Recliner,D209574 Hazel,Recliner,Fabric,899.99,999.99,10.0,Y,319,16.9,Opening price point,39,HomeStretch(5); [CHRS](4); [FRKL](4); [CATN](3); Best Home Furnishings(3); [SYNG](3); [MEGA](2); Ashley(2); [MOTO](2); [VIOL](2); Southern Motion(2); [SILI](1); [TURQ](1); [BARC](1); Flexsteel(1); [MWHM](1); [KUKA](1); [LINV](1),54
steinhafels,La-Z-Boy,908494189,Randall Rocker Recliner,Default Title,Recliner,Unspecified,1388.88,1388.88,,Y,319,53.3,Mid-ladder,38,HomeStretch(6); Flexsteel(5); [SILI](5); Southern Motion(3); [VIOL](3); [BARC](2); [OMNA](2); [FRKL](2); [SYNG](2); Ashley(2); Best Home Furnishings(1); [CATN](1); [KUKA](1); [HOKR](1); [ELRN](1); Natuzzi(1),170
steinhafels,La-Z-Boy,470Z51134,Rheeves High Leg Recliner,Default Title,Recliner,Leather,1149.99,1277.77,10.0,Y,319,36.1,Mid-ladder,36,HomeStretch(5); [MOTO](5); Southern Motion(4); [BARC](3); [VIOL](3); [KUKA](3); Best Home Furnishings(2); [FRKL](2); [SILI](2); [CHRS](1); [CATN](1); [MEGA](1); [SYNG](1); Flexsteel(1); [USAP](1); [TURQ](1),115
steinhafels,La-Z-Boy,918426741,Olympic Power Headrest Zero Gravity Reclining Sofa,E191765 i-Adario Taupe,Sofa,Unspecified,2332.99,2332.99,,Y,441,74.4,Mid-ladder,35,[SILI](4); Drew & Jonathan Home(4); King Hickory(3); Ashley(2); [USAP](2); Jonathan Louis(2); HomeStretch(2); [SYNG](2); [FUSN](1); Flexsteel(1); Southern Motion(1); [POLY](1); [KUKA](1); [MOTO](1); [LINV](1); [CATN](1); Bassett(1); [VIOL](1); Natuzzi(1); [HHER](1); [OMNA](1); [MNDC](1),328
steinhafels,La-Z-Boy,942Z09156,Olympic Power Headrest Zero Gravity Reclining Sofa,Default Title,Sofa,Unspecified,2332.99,2332.99,,Y,441,74.4,Mid-ladder,35,[SILI](4); Drew & Jonathan Home(4); King Hickory(3); Ashley(2); [USAP](2); Jonathan Louis(2); HomeStretch(2); [SYNG](2); [FUSN](1); Flexsteel(1); Southern Motion(1); [POLY](1); [KUKA](1); [MOTO](1); [LINV](1); [CATN](1); Bassett(1); [VIOL](1); Natuzzi(1); [HHER](1); [OMNA](1); [MNDC](1),328
steinhafels,La-Z-Boy,911Z61799,Cade Leather Rocker Recliner,LB206132 Oyster,Recliner,Leather,799.99,1033.32,22.6,Y,319,13.2,Opening price point,34,[CHRS](9); [CATN](4); HomeStretch(4); [FRKL](4); Southern Motion(3); Ashley(2); [KUKA](2); Best Home Furnishings(2); [SILI](1); [BARC](1); [MWHM](1); [SYNG](1),42
steinhafels,La-Z-Boy,433011872,Cade Leather Rocker Recliner,LB206175 Stone,Recliner,Leather,799.99,1033.32,22.6,Y,319,13.2,Opening price point,34,[CHRS](9); [CATN](4); HomeStretch(4); [FRKL](4); Southern Motion(3); Ashley(2); [KUKA](2); Best Home Furnishings(2); [SILI](1); [BARC](1); [MWHM](1); [SYNG](1),42
steinhafels,La-Z-Boy,183Z59781,Jay Fully Loaded Rocker Recliner With Wireless Remote,C180969 Granite,Recliner,Unspecified,1399.99,1555.54,10.0,Y,319,54.9,Mid-ladder,34,HomeStretch(6); Flexsteel(4); [SILI](4); [BARC](2); Southern Motion(2); [VIOL](2); [OMNA](2); [FRKL](2); [SYNG](2); Ashley(2); Best Home Furnishings(1); [CATN](1); [KUKA](1); [HOKR](1); [ELRN](1); Natuzzi(1),175
steinhafels,La-Z-Boy,203Z75908,Cade Fully Loaded Reclining Sofa With Wireless Remote,Default Title,Sofa,Unspecified,2399.99,2666.66,10.0,Y,441,75.1,Premium anchor,34,[SILI](4); Drew & Jonathan Home(4); King Hickory(3); Ashley(2); Flexsteel(2); [USAP](2); HomeStretch(2); [SYNG](2); [FUSN](1); Southern Motion(1); [POLY](1); [KUKA](1); [LINV](1); [CATN](1); Bassett(1); [VIOL](1); Natuzzi(1); [HHER](1); [OMNA](1); Jonathan Louis(1); [MNDC](1),331
steinhafels,La-Z-Boy,988Z14417,Morrison Fully Loaded Rocker Recliner With Wireless Remote,Default Title,Recliner,Fabric,1499.99,1499.99,,Y,319,58.0,Mid-ladder,33,HomeStretch(6); Flexsteel(4); [SILI](3); [BARC](2); [HOKR](2); [VIOL](2); [OMNA](2); Ashley(2); Best Home Furnishings(1); [CATN](1); [MOTO](1); [KUKA](1); [FRKL](1); Southern Motion(1); [ELRN](1); [SYNG](1); Bassett(1); Natuzzi(1),185
steinhafels,La-Z-Boy,850Z26255,Kodie Fully Loaded Rocker Recliner With Wireless Remote,Default Title,Recliner,Fabric,1499.99,1666.66,10.0,Y,319,58.0,Mid-ladder,33,HomeStretch(6); Flexsteel(4); [SILI](3); [BARC](2); [HOKR](2); [VIOL](2); [OMNA](2); Ashley(2); Best Home Furnishings(1); [CATN](1); [MOTO](1); [KUKA](1); [FRKL](1); Southern Motion(1); [ELRN](1); [SYNG](1); Bassett(1); Natuzzi(1),185
steinhafels,La-Z-Boy,875Z20763,Audrey High Leg Power Headrest Recliner with Wireless Remote,Default Title,Recliner,Unspecified,1499.99,1666.66,10.0,Y,319,58.0,Mid-ladder,33,HomeStretch(6); Flexsteel(4); [SILI](3); [BARC](2); [HOKR](2); [VIOL](2); [OMNA](2); Ashley(2); Best Home Furnishings(1); [CATN](1); [MOTO](1); [KUKA](1); [FRKL](1); Southern Motion(1); [ELRN](1); [SYNG](1); Bassett(1); Natuzzi(1),185
steinhafels,La-Z-Boy,992Z90454,Olympic Power Headrest Zero Gravity Recliner,Default Title,Recliner,Unspecified,1444.43,1444.43,,Y,319,58.0,Mid-ladder,32,HomeStretch(6); Flexsteel(5); [SILI](3); [BARC](2); [HOKR](2); [VIOL](2); [OMNA](2); Ashley(2); Best Home Furnishings(1); [CATN](1); [KUKA](1); [FRKL](1); Southern Motion(1); [ELRN](1); [SYNG](1); Natuzzi(1),185
steinhafels,La-Z-Boy,874Z81252,Jay Power Headrest Reclining Sofa With Dual Wireless Remotes,C180969 Granite,Sofa,Unspecified,2444.43,2444.43,,Y,441,76.0,Premium anchor,31,[SILI](4); Drew & Jonathan Home(4); King Hickory(3); Ashley(2); Flexsteel(2); [USAP](2); HomeStretch(2); [SYNG](2); Southern Motion(1); [POLY](1); [KUKA](1); [LINV](1); [VIOL](1); Natuzzi(1); [HHER](1); [OMNA](1); Jonathan Louis(1); [MNDC](1),335
steinhafels,La-Z-Boy,602968224,Jay Power Headrest Reclining Sofa With Dual Wireless Remotes,C180974 Mushroom,Sofa,Unspecified,2199.99,2444.43,10.0,Y,441,72.1,Mid-ladder,28,Ashley(5); Flexsteel(2); Drew & Jonathan Home(2); Jonathan Louis(2); HomeStretch(2); [FUSN](1); [SILI](1); [USAP](1); Southern Motion(1); [POLY](1); [KUKA](1); [MOTO](1); [CATN](1); Bassett(1); [TURQ](1); [VIOL](1); Natuzzi(1); [HHER](1); [OMNA](1); [MNDC](1),318
steinhafels,La-Z-Boy,976Z19202,Cade Fully Loaded Recl Cons Love With Wireless Remote,Default Title,Sofa,Unspecified,2777.77,2777.77,,Y,441,81.6,Premium anchor,28,King Hickory(9); Flexsteel(4); Drew & Jonathan Home(3); [SILI](3); Bassett(2); [SYNG](2); [LINV](1); Jonathan Louis(1); [USAP](1); [OMNA](1); HomeStretch(1),360
steinhafels,La-Z-Boy,647Z83715,Acadia Leather Power Headrest Zero Gravity Recliner,LB206379 Dean Shitake,Recliner,Leather,2277.77,2277.77,,Y,319,77.4,Premium anchor,27,Flexsteel(11); [IMGN](6); Bassett(2); [ELRN](2); [CORE](2); [MEGA](1); King Hickory(1); [USAP](1); [HOKR](1),247
steinhafels,La-Z-Boy,567751209,Jasper Rocker Recliner,D210062 Taupe,Recliner,Fabric,729.99,811.1,10.0,Y,319,10.7,Opening price point,26,[CHRS](7); HomeStretch(3); Ashley(2); [VIOL](2); [CATN](2); [FRKL](2); Southern Motion(2); Best Home Furnishings(1); [MOTO](1); [KUKA](1); Jackson/Catnapper(1); [MWHM](1); [SYNG](1),34
steinhafels,La-Z-Boy,395Z97977,Jasper Rocker Recliner,D210031 Sugarshow,Recliner,Fabric,729.99,811.1,10.0,Y,319,10.7,Opening price point,26,[CHRS](7); HomeStretch(3); Ashley(2); [VIOL](2); [CATN](2); [FRKL](2); Southern Motion(2); Best Home Furnishings(1); [MOTO](1); [KUKA](1); Jackson/Catnapper(1); [MWHM](1); [SYNG](1),34
steinhafels,La-Z-Boy,913Z61838,Jay Fully Loaded Rocker Recliner With Wireless Remote,C180974 Mushroom,Recliner,Unspecified,1555.54,1555.54,,Y,319,62.4,Mid-ladder,26,Flexsteel(5); HomeStretch(5); [HOKR](2); [SILI](2); [OMNA](2); Best Home Furnishings(1); [CATN](1); [MOTO](1); [VIOL](1); [FRKL](1); [ELRN](1); [SYNG](1); Bassett(1); Natuzzi(1); Ashley(1),199
steinhafels,La-Z-Boy,806Z27167,Patrick Pwr Headrest Rkr Recl w Wireless Remote,Default Title,Recliner,Leather,1555.54,1555.54,,Y,319,62.4,Mid-ladder,26,Flexsteel(5); HomeStretch(5); [HOKR](2); [SILI](2); [OMNA](2); Best Home Furnishings(1); [CATN](1); [MOTO](1); [VIOL](1); [FRKL](1); [ELRN](1); [SYNG](1); Bassett(1); Natuzzi(1); Ashley(1),199
steinhafels,La-Z-Boy,156556607,Olympic Power Headrest Zero Gravity Reclining Loveseat,E191765 i-Adario Taupe,Loveseat,Unspecified,2060.99,2289.99,10.0,Y,258,67.8,Mid-ladder,25,HomeStretch(4); Flexsteel(3); Southern Motion(2); [HOMC](2); [KUKA](2); [OMNA](2); [MOTO](1); Drew & Jonathan Home(1); [CATN](1); [SYNG](1); [USAP](1); [TURQ](1); [LINV](1); King Hickory(1); Natuzzi(1); [SILI](1),175
steinhafels,La-Z-Boy,148438918,Acadia Leather Power Headrest Zero Gravity Recliner,LB206376 Dean Chestnut,Recliner,Leather,2049.99,2277.77,10.0,Y,319,73.0,Mid-ladder,25,Flexsteel(9); [IMGN](3); [USAP](2); [HOKR](2); Bassett(2); [ELRN](2); [CORE](2); [MEGA](1); King Hickory(1); [SILI](1),233
steinhafels,La-Z-Boy,338567277,Jay Power Headrest Reclining Loveseat,C180974 Mushroom,Loveseat,Unspecified,2099.99,2333.32,10.0,Y,258,68.6,Mid-ladder,25,HomeStretch(4); Flexsteel(3); Southern Motion(2); [HOMC](2); [USAP](2); [OMNA](2); [SILI](1); [MOTO](1); Drew & Jonathan Home(1); [CATN](1); [SYNG](1); [TURQ](1); [LINV](1); King Hickory(1); Natuzzi(1); [KUKA](1),177
steinhafels,La-Z-Boy,948360912,Clybourn Leather Power Headrest Zero Gravity High Leg Recliner,LB206087 Navy,Recliner,Leather,2111.1,2111.1,,Y,319,74.3,Mid-ladder,24,Flexsteel(9); [IMGN](3); [USAP](2); [HOKR](2); Bassett(2); [CORE](2); [MEGA](1); King Hickory(1); [SILI](1); [ELRN](1),237
steinhafels,La-Z-Boy,832753564,Jay Power Headrest Reclining Loveseat,C180969 Granite,Loveseat,Unspecified,2333.32,2333.32,,Y,258,73.6,Mid-ladder,24,[SILI](4); King Hickory(3); [HOMC](3); Flexsteel(2); Southern Motion(2); [SYNG](2); [USAP](2); HomeStretch(2); [MOTO](1); [CATN](1); [KUKA](1); [OMNA](1),190
slumberland,La-Z-Boy,,Brooks Reclining Sofa and Recliner,Default Title,Sofa,Unspecified,1649.98,3599.98,54.2,Y,187,65.2,Mid-ladder,23,Stone & Leigh Upholstery(7); Dimensions by England(5); Southern Motion(4); Ashley(3); Franklin(3); Man-Wah Cheers(1),122
slumberland,La-Z-Boy,QK1081521,James Reclining Sofa,Silt,Sofa,Unspecified,1599.99,2399.99,33.3,Y,187,63.1,Mid-ladder,23,Stone & Leigh Upholstery(7); Dimensions by England(5); Southern Motion(4); Ashley(3); Franklin(3); Man-Wah Cheers(1),118
steinhafels,La-Z-Boy,377Z32456,Acadia Leather Power Headrest Zero Gravity Reclining Sofa,LB206376 Dean Chestnut,Sofa,Leather,3299.99,3666.66,10.0,Y,441,86.8,Premium anchor,23,King Hickory(7); [OMNA](7); Flexsteel(4); [HOMC](2); [MOTO](1); [HHER](1); Bassett(1),383
steinhafels,La-Z-Boy,149039691,Acadia Leather Power Headrest Zero Gravity Reclining Sofa,LB206379 Dean Shitake,Sofa,Leather,3299.99,3666.66,10.0,Y,441,86.8,Premium anchor,23,King Hickory(7); [OMNA](7); Flexsteel(4); [HOMC](2); [MOTO](1); [HHER](1); Bassett(1),383
steinhafels,La-Z-Boy,530663722,Olympic Power Headrest Zero Gravity Reclining Loveseat,Default Title,Loveseat,Unspecified,2289.99,2289.99,,Y,258,73.3,Mid-ladder,23,[SILI](4); King Hickory(3); Flexsteel(2); Southern Motion(2); [HOMC](2); [USAP](2); HomeStretch(2); [OMNA](2); [MOTO](1); [CATN](1); [SYNG](1); [KUKA](1),189
slumberland,La-Z-Boy,QK1090836,Joshua Rocker Recliner,Midnight,Recliner,Unspecified,699.99,1298.99,46.1,Y,172,29.7,Mid-ladder,22,Franklin(14); Ashley(4); Hughes Furniture(1); Benchmaster(1); Man-Wah Cheers(1); Best Home Furnishings(1),51
slumberland,La-Z-Boy,QK1090835,Joshua Rocker Recliner,Pebble,Recliner,Unspecified,699.99,1298.99,46.1,Y,172,29.7,Mid-ladder,22,Franklin(14); Ashley(4); Hughes Furniture(1); Benchmaster(1); Man-Wah Cheers(1); Best Home Furnishings(1),51
slumberland,La-Z-Boy,QK1040720,Jay Rocker Recliner,Granite,Recliner,Fabric,699.99,1449.99,51.7,Y,172,29.7,Mid-ladder,22,Franklin(14); Ashley(4); Hughes Furniture(1); Benchmaster(1); Man-Wah Cheers(1); Best Home Furnishings(1),51
slumberland,La-Z-Boy,QK1040712,Jay Rocker Recliner,Mushroom,Recliner,Fabric,699.99,1449.99,51.7,Y,172,29.7,Mid-ladder,22,Franklin(14); Ashley(4); Hughes Furniture(1); Benchmaster(1); Man-Wah Cheers(1); Best Home Furnishings(1),51
slumberland,La-Z-Boy,QK1082415,Reed Rocker Recliner,Walnut,Recliner,Unspecified,699.99,1399.99,50.0,Y,172,29.7,Mid-ladder,22,Franklin(14); Ashley(4); Hughes Furniture(1); Benchmaster(1); Man-Wah Cheers(1); Best Home Furnishings(1),51
