retailer,brand,sku,product,variant,form,material,price,list_price,discount_pct,available,peer_n,price_pctile,role,tees_up_n,tees_up_brands,cheaper_competitors
slumberland,La-Z-Boy,QK1081508,James Leather Power Plus Reclining Console Loveseat,Walnut,Loveseat,Leather,3299.99,4749.99,30.5,Y,174,92.5,Premium anchor,5,Flexsteel(3); Slumberland(2),161
slumberland,La-Z-Boy,QK1081506,James Leather Power Plus Reclining Sofa,Walnut,Sofa,Leather,3199.99,4599.99,30.4,Y,187,93.6,Premium anchor,5,Flexsteel(4); Stone & Leigh Upholstery(1),175
slumberland,La-Z-Boy,QK1059651,Clayton Gold Lux-Lift Heat and Massage Recliner,Charcoal,Recliner,Unspecified,2199.99,5162.06,57.4,Y,172,89.5,Premium anchor,5,Flexsteel(3); Ultra Comfort(2),154
slumberland,La-Z-Boy,QK1082411,Roman Leather Tri-Power Reclining Sofa,Chocolate,Sofa,Leather,2999.99,4599.99,34.8,Y,187,93.6,Premium anchor,5,Flexsteel(3); Stone & Leigh Upholstery(1); Southern Motion(1),175
slumberland,La-Z-Boy,QK1108338,Greyson Leather Tri-Power Rocker Recliner,Ice,Recliner,Leather,1999.99,3699.0,45.9,Y,172,88.4,Premium anchor,4,Ultra Comfort(3); Flexsteel(1),152
slumberland,La-Z-Boy,QK1108339,Greyson Leather Tri-Power Rocker Recliner,Chocolate,Recliner,Leather,1999.99,3699.0,45.9,Y,172,88.4,Premium anchor,4,Ultra Comfort(3); Flexsteel(1),152
slumberland,La-Z-Boy,QK1040725,Astor Rocker Recliner,Mushroom,Recliner,Unspecified,999.99,1399.99,28.6,Y,172,58.1,Mid-ladder,4,Franklin(2); Kuka Home(1); Slumberland(1),100
slumberland,La-Z-Boy,QK1040726,Astor Rocker Recliner,Ash,Recliner,Unspecified,999.99,1399.99,28.6,Y,172,58.1,Mid-ladder,4,Franklin(2); Kuka Home(1); Slumberland(1),100
slumberland,La-Z-Boy,QK1031467,Trouper Leather Rocker Recliner,Gray,Recliner,Leather,999.99,1879.99,46.8,Y,172,58.1,Mid-ladder,4,Franklin(2); Kuka Home(1); Slumberland(1),100
slumberland,La-Z-Boy,QK1031494,Trouper Leather Rocker Recliner,Walnut,Recliner,Leather,999.99,1879.99,46.8,Y,172,58.1,Mid-ladder,4,Franklin(2); Kuka Home(1); Slumberland(1),100
slumberland,La-Z-Boy,QK1060421,Dorian Rocker Recliner,Sand,Recliner,Fabric,999.99,1579.99,36.7,Y,172,58.1,Mid-ladder,4,Franklin(2); Kuka Home(1); Slumberland(1),100
slumberland,La-Z-Boy,QK1081509,James Leather Tri-Power Reclining Sofa,Walnut,Sofa,Leather,3399.99,5399.99,37.0,Y,187,95.2,Premium anchor,3,Flexsteel(3),178
slumberland,La-Z-Boy,QK1064435,Trouper Leather Tri-Power Reclining Sofa,Gray,Sofa,Leather,3299.99,6399.99,48.4,Y,187,94.1,Premium anchor,3,Flexsteel(3),176
slumberland,La-Z-Boy,QK1064425,Trouper Leather Tri-Power Reclining Sofa,Walnut,Sofa,Leather,3299.99,6399.99,48.4,Y,187,94.1,Premium anchor,3,Flexsteel(3),176
slumberland,La-Z-Boy,QK1098747,Ava 5 Piece Sectional with 2 Tri-Power Ends and 1 Tri-Power Armless,Oyster,Sectional,Unspecified,5699.99,8399.99,32.1,Y,182,98.4,Premium anchor,1,Man-Wah Cheers(1),179
slumberland,La-Z-Boy,QK1100817,Armitage 6 Piece Dual Power Reclining Sectional,Marble,Sectional,Unspecified,6399.99,10999.99,41.8,Y,182,98.9,Premium anchor,1,Stone & Leigh Upholstery(1),180
slumberland,La-Z-Boy,,Trouper Leather Tri Power Reclining Sofa and Loveseat,Default Title,Loveseat,Leather,6579.98,12779.98,48.5,Y,174,99.4,Premium anchor,1,Flexsteel(1),173
slumberland,La-Z-Boy,QK1084748,James 5 Piece Tri-Power Right Chaise Reclining Sectional,Fawn,Sectional,Fabric,6299.99,8999.99,30.0,Y,182,98.9,Premium anchor,1,Stone & Leigh Upholstery(1),180
