category,product,product_url,cover_id,cover_name,cover_pattern,price
recliners,Leo Storage Ottoman,/p/living-room/ottomans/leo-storage-ottoman/R-02430A,C165962,Smoke,McKittrick,879.0
recliners,Leo Storage Ottoman,/p/living-room/ottomans/leo-storage-ottoman/R-02430A,E181517,Poppy,i-Emarosa,979.0
recliners,Leo Storage Ottoman,/p/living-room/ottomans/leo-storage-ottoman/R-02430A,C165967,Charcoal,McKittrick,879.0
recliners,James Reclining Sofa,/p/sofas-sectionals/reclining-sofas-sectionals/reclining-sofas/james-reclining-sofa/R-444521,B153808,Burgundy,Seamount,1799.0
recliners,James Reclining Sofa,/p/sofas-sectionals/reclining-sofas-sectionals/reclining-sofas/james-reclining-sofa/R-444521,RE994767,Silt,Palance,4189.0
recliners,James Reclining Sofa,/p/sofas-sectionals/reclining-sofas-sectionals/reclining-sofas/james-reclining-sofa/R-444521,C181254,Stone,Damon,3359.0
recliners,James Reclining Sofa,/p/sofas-sectionals/reclining-sofas-sectionals/reclining-sofas/james-reclining-sofa/R-444521,C181233,Oyster,Damon,3359.0
recliners,James Reclining Sofa,/p/sofas-sectionals/reclining-sofas-sectionals/reclining-sofas/james-reclining-sofa/R-444521,C181262,Muslin,Damon,3359.0
recliners,James Reclining Sofa,/p/sofas-sectionals/reclining-sofas-sectionals/reclining-sofas/james-reclining-sofa/R-444521,C181286,Midnight,Damon,3359.0
recliners,James Reclining Sofa,/p/sofas-sectionals/reclining-sofas-sectionals/reclining-sofas/james-reclining-sofa/R-444521,C181257,Charcoal,Damon,3359.0
recliners,Brooks Rocking Recliner,/p/living-room/recliners/rocking-recliners/brooks-rocking-recliner/R-010727,D160454,Charcoal,i-Outlier,1059.0
recliners,Brooks Rocking Recliner,/p/living-room/recliners/rocking-recliners/brooks-rocking-recliner/R-010727,D160458,Slate,i-Outlier,1059.0
recliners,Brooks Rocking Recliner,/p/living-room/recliners/rocking-recliners/brooks-rocking-recliner/R-010727,D160462,Mushroom,i-Outlier,1059.0
recliners,Brooks Rocking Recliner,/p/living-room/recliners/rocking-recliners/brooks-rocking-recliner/R-010727,D160479,Godiva,i-Outlier,1059.0
recliners,Brooks Rocking Recliner,/p/living-room/recliners/rocking-recliners/brooks-rocking-recliner/R-010727,D160476,Ash,i-Outlier,1059.0
recliners,Brooks Rocking Recliner,/p/living-room/recliners/rocking-recliners/brooks-rocking-recliner/R-010727,C165972,Taupe,McKittrick,1479.0
recliners,Jasper Rocking Recliner,/p/living-room/recliners/rocking-recliners/jasper-rocking-recliner/R-010709,B153808,Burgundy,Seamount,1059.0
recliners,Jasper Rocking Recliner,/p/living-room/recliners/rocking-recliners/jasper-rocking-recliner/R-010709,C162532,Sand,Vance,1059.0
recliners,Jasper Rocking Recliner,/p/living-room/recliners/rocking-recliners/jasper-rocking-recliner/R-010709,C162527,Sage,Vance,1059.0
recliners,Jasper Rocking Recliner,/p/living-room/recliners/rocking-recliners/jasper-rocking-recliner/R-010709,C162576,Mocha,Vance,1059.0
recliners,Jasper Rocking Recliner,/p/living-room/recliners/rocking-recliners/jasper-rocking-recliner/R-010709,C162552,Ice,Vance,1059.0
recliners,Jasper Rocking Recliner,/p/living-room/recliners/rocking-recliners/jasper-rocking-recliner/R-010709,C162508,Garnet,Vance,1059.0
recliners,Jasper Rocking Recliner,/p/living-room/recliners/rocking-recliners/jasper-rocking-recliner/R-010709,C162586,Eclipse,Vance,1059.0
recliners,Piper Sofa,/p/sofas-sectionals/stationary-sofas-sectionals/stationary-sofas/piper-sofa/R-610620,B180852,Stone,Social Club,1939.0
recliners,Piper Sofa,/p/sofas-sectionals/stationary-sofas-sectionals/stationary-sofas/piper-sofa/R-610620,C165972,Taupe,McKittrick,2689.0
recliners,Piper Sofa,/p/sofas-sectionals/stationary-sofas-sectionals/stationary-sofas/piper-sofa/R-610620,E181517,Poppy,i-Emarosa,2999.0
recliners,Piper Sofa,/p/sofas-sectionals/stationary-sofas-sectionals/stationary-sofas/piper-sofa/R-610620,D156361,Driftwood,i-Barnabas,2999.0
recliners,Kennedy Sofa,/p/sofas-sectionals/stationary-sofas-sectionals/stationary-sofas/kennedy-sofa/R-610593,B180852,Stone,Social Club,1099.0
recliners,Kennedy Sofa,/p/sofas-sectionals/stationary-sofas-sectionals/stationary-sofas/kennedy-sofa/R-610593,D156464,Wicker,i-Hallandale,2179.0
recliners,Kennedy Sofa,/p/sofas-sectionals/stationary-sofas-sectionals/stationary-sofas/kennedy-sofa/R-610593,D156453,Platinum,i-Hallandale,2179.0
recliners,Kennedy Sofa,/p/sofas-sectionals/stationary-sofas-sectionals/stationary-sofas/kennedy-sofa/R-610593,D156431,Ivory,i-Hallandale,2179.0
recliners,Kennedy Sofa,/p/sofas-sectionals/stationary-sofas-sectionals/stationary-sofas/kennedy-sofa/R-610593,D156458,Charcoal,i-Hallandale,2179.0
recliners,Kennedy Sofa,/p/sofas-sectionals/stationary-sofas-sectionals/stationary-sofas/kennedy-sofa/R-610593,D156487,Admiral,i-Hallandale,2179.0
recliners,James Power Reclining Sofa w/ Headrest & Lumbar,/p/sofas-sectionals/reclining-sofas-sectionals/reclining-sofas/james-power-reclining-sofa-w-headrest-lumbar/R-X44521,B153808,Burgundy,Seamount,3479.0
recliners,James Power Reclining Sofa w/ Headrest & Lumbar,/p/sofas-sectionals/reclining-sofas-sectionals/reclining-sofas/james-power-reclining-sofa-w-headrest-lumbar/R-X44521,RE994767,Silt,Palance,6559.0
recliners,James Power Reclining Sofa w/ Headrest & Lumbar,/p/sofas-sectionals/reclining-sofas-sectionals/reclining-sofas/james-power-reclining-sofa-w-headrest-lumbar/R-X44521,C181254,Stone,Damon,5229.0
recliners,James Power Reclining Sofa w/ Headrest & Lumbar,/p/sofas-sectionals/reclining-sofas-sectionals/reclining-sofas/james-power-reclining-sofa-w-headrest-lumbar/R-X44521,C181233,Oyster,Damon,5229.0
recliners,James Power Reclining Sofa w/ Headrest & Lumbar,/p/sofas-sectionals/reclining-sofas-sectionals/reclining-sofas/james-power-reclining-sofa-w-headrest-lumbar/R-X44521,C181262,Muslin,Damon,5229.0
recliners,James Power Reclining Sofa w/ Headrest & Lumbar,/p/sofas-sectionals/reclining-sofas-sectionals/reclining-sofas/james-power-reclining-sofa-w-headrest-lumbar/R-X44521,C181286,Midnight,Damon,5229.0
recliners,James Power Reclining Sofa w/ Headrest & Lumbar,/p/sofas-sectionals/reclining-sofas-sectionals/reclining-sofas/james-power-reclining-sofa-w-headrest-lumbar/R-X44521,C181257,Charcoal,Damon,5229.0
