product,product_url,cover_id,cover_name,cover_pattern,now_price,was_price,on_promo,discount_pct
Haven High Leg Reclining Chair,/p/living-room/recliners/high-leg-recliners/haven-high-leg-reclining-chair/R-028450,E182032,Cream,Wheelie,1409.0,,N,
Haven High Leg Reclining Chair,/p/living-room/recliners/high-leg-recliners/haven-high-leg-reclining-chair/R-028450,C165962,Smoke,McKittrick,1279.0,,N,
Haven High Leg Reclining Chair,/p/living-room/recliners/high-leg-recliners/haven-high-leg-reclining-chair/R-028450,E181517,Poppy,i-Emarosa,1409.0,,N,
Haven High Leg Reclining Chair,/p/living-room/recliners/high-leg-recliners/haven-high-leg-reclining-chair/R-028450,C165967,Charcoal,McKittrick,1279.0,,N,
Bennett duo® Reclining Chair,/p/living-room/recliners/high-leg-recliners/bennett-duo-reclining-chair/R-P94899,B180852,Stone,Social Club,2379.0,,N,
Bennett duo® Reclining Chair,/p/living-room/recliners/high-leg-recliners/bennett-duo-reclining-chair/R-P94899,DL159665,Clay,Titan,4979.0,,N,
Bennett duo® Reclining Chair,/p/living-room/recliners/high-leg-recliners/bennett-duo-reclining-chair/R-P94899,DL159658,Charcoal,Titan,4979.0,,N,
Bennett duo® Reclining Chair,/p/living-room/recliners/high-leg-recliners/bennett-duo-reclining-chair/R-P94899,J182118,Spice,Houston,2379.0,,N,
Bennett duo® Reclining Chair,/p/living-room/recliners/high-leg-recliners/bennett-duo-reclining-chair/R-P94899,DL159651,Platinum,Titan,4979.0,,N,
Bennett duo® Reclining Chair,/p/living-room/recliners/high-leg-recliners/bennett-duo-reclining-chair/R-P94899,DL159557,Charcoal,Montana,4979.0,,N,
Carleton High Leg Power Recliner w/ Headrest,/p/living-room/recliners/high-leg-recliners/carleton-high-leg-power-recliner-w-headrest/R-29U471,B153808,Burgundy,Seamount,3029.0,,N,
Audrey High Leg Reclining Chair w/ Headrest,/p/living-room/recliners/high-leg-recliners/audrey-high-leg-reclining-chair-w-headrest/R-29U457,B153808,Burgundy,Seamount,2149.0,,N,
Brentwood High Leg Power Recliner w/ Headrest,/p/living-room/recliners/high-leg-recliners/brentwood-high-leg-power-recliner-w-headrest/R-29U430,B153808,Burgundy,Seamount,3029.0,,N,
Brentwood High Leg Power Recliner w/ Headrest,/p/living-room/recliners/high-leg-recliners/brentwood-high-leg-power-recliner-w-headrest/R-29U430,E182032,Cream,Wheelie,3249.0,,N,
Brentwood High Leg Power Recliner w/ Headrest,/p/living-room/recliners/high-leg-recliners/brentwood-high-leg-power-recliner-w-headrest/R-29U430,C165962,Smoke,McKittrick,3029.0,,N,
Brentwood High Leg Power Recliner w/ Headrest,/p/living-room/recliners/high-leg-recliners/brentwood-high-leg-power-recliner-w-headrest/R-29U430,E181517,Poppy,i-Emarosa,3249.0,,N,
Brentwood High Leg Power Recliner w/ Headrest,/p/living-room/recliners/high-leg-recliners/brentwood-high-leg-power-recliner-w-headrest/R-29U430,C165967,Charcoal,McKittrick,3029.0,,N,
Dante High Leg Reclining Chair,/p/living-room/recliners/high-leg-recliners/dante-high-leg-reclining-chair/R-295405,Q191232,Flint,i-Blackhawk,1929.0,,N,
Dante High Leg Reclining Chair,/p/living-room/recliners/high-leg-recliners/dante-high-leg-reclining-chair/R-295405,E182032,Cream,Wheelie,2299.0,,N,
Dante High Leg Reclining Chair,/p/living-room/recliners/high-leg-recliners/dante-high-leg-reclining-chair/R-295405,C165962,Smoke,McKittrick,2069.0,,N,
Dante High Leg Reclining Chair,/p/living-room/recliners/high-leg-recliners/dante-high-leg-reclining-chair/R-295405,E181517,Poppy,i-Emarosa,2299.0,,N,
Dante High Leg Reclining Chair,/p/living-room/recliners/high-leg-recliners/dante-high-leg-reclining-chair/R-295405,C165967,Charcoal,McKittrick,2069.0,,N,
Ferndale Reclining Chair,/p/living-room/recliners/high-leg-recliners/ferndale-reclining-chair/R-265408,G166464,Sandstone,i-Barber,1599.0,,N,
Ferndale Reclining Chair,/p/living-room/recliners/high-leg-recliners/ferndale-reclining-chair/R-265408,E182032,Cream,Wheelie,1959.0,,N,
Ferndale Reclining Chair,/p/living-room/recliners/high-leg-recliners/ferndale-reclining-chair/R-265408,C165962,Smoke,McKittrick,1729.0,,N,
Ferndale Reclining Chair,/p/living-room/recliners/high-leg-recliners/ferndale-reclining-chair/R-265408,E181517,Poppy,i-Emarosa,1959.0,,N,
Ferndale Reclining Chair,/p/living-room/recliners/high-leg-recliners/ferndale-reclining-chair/R-265408,C165967,Charcoal,McKittrick,1729.0,,N,
Rae High Leg Reclining Chair,/p/living-room/recliners/high-leg-recliners/rae-high-leg-reclining-chair/R-028416,B153808,Burgundy,Seamount,1169.0,,N,
Quinault Power Reclining Chair w/ Headrest,/p/living-room/recliners/high-leg-recliners/quinault-power-reclining-chair-w-headrest/R-81U810,D207119,Salsa,,1959.0,,N,
Quinault Power Reclining Chair w/ Headrest,/p/living-room/recliners/high-leg-recliners/quinault-power-reclining-chair-w-headrest/R-81U810,E191734,Basmati,i-Adario,1959.0,,N,
Quinault Power Reclining Chair w/ Headrest,/p/living-room/recliners/high-leg-recliners/quinault-power-reclining-chair-w-headrest/R-81U810,E191765,Taupe,i-Adario,1959.0,,N,
Quinault Power Reclining Chair w/ Headrest,/p/living-room/recliners/high-leg-recliners/quinault-power-reclining-chair-w-headrest/R-81U810,E191752,Fog,i-Adario,1959.0,,N,
Quinault Power Reclining Chair w/ Headrest,/p/living-room/recliners/high-leg-recliners/quinault-power-reclining-chair-w-headrest/R-81U810,E191753,Stone,i-Adario,1959.0,,N,
Acadia Power Reclining Chair w/ Headrest,/p/living-room/recliners/high-leg-recliners/acadia-power-reclining-chair-w-headrest/R-81U811,D209631,Bone,,2069.0,,N,
Acadia Power Reclining Chair w/ Headrest,/p/living-room/recliners/high-leg-recliners/acadia-power-reclining-chair-w-headrest/R-81U811,D207432,Ecru,,2309.0,,N,
Acadia Power Reclining Chair w/ Headrest,/p/living-room/recliners/high-leg-recliners/acadia-power-reclining-chair-w-headrest/R-81U811,D207451,Oyster,,2309.0,,N,
Acadia Power Reclining Chair w/ Headrest,/p/living-room/recliners/high-leg-recliners/acadia-power-reclining-chair-w-headrest/R-81U811,D207460,Porcelain,,2309.0,,N,
Acadia Power Reclining Chair w/ Headrest,/p/living-room/recliners/high-leg-recliners/acadia-power-reclining-chair-w-headrest/R-81U811,D207478,Fossil,,2309.0,,N,
Acadia Power Reclining Chair w/ Headrest,/p/living-room/recliners/high-leg-recliners/acadia-power-reclining-chair-w-headrest/R-81U811,D207480,Lotus,,2309.0,,N,
Acadia Power Reclining Chair w/ Headrest,/p/living-room/recliners/high-leg-recliners/acadia-power-reclining-chair-w-headrest/R-81U811,D207486,Navy,,2309.0,,N,
Clybourn Power Reclining Chair w/ Headrest,/p/living-room/recliners/high-leg-recliners/clybourn-power-reclining-chair-w-headrest/R-81U813,D201014,Nutmeg,i-Rene,2029.0,,N,
Clybourn Power Reclining Chair w/ Headrest,/p/living-room/recliners/high-leg-recliners/clybourn-power-reclining-chair-w-headrest/R-81U813,D201019,Spice,i-Rene,2029.0,,N,
Clybourn Power Reclining Chair w/ Headrest,/p/living-room/recliners/high-leg-recliners/clybourn-power-reclining-chair-w-headrest/R-81U813,D201025,Moss,i-Rene,2029.0,,N,
Clybourn Power Reclining Chair w/ Headrest,/p/living-room/recliners/high-leg-recliners/clybourn-power-reclining-chair-w-headrest/R-81U813,D201032,Oat,i-Rene,2029.0,,N,
Clybourn Power Reclining Chair w/ Headrest,/p/living-room/recliners/high-leg-recliners/clybourn-power-reclining-chair-w-headrest/R-81U813,D201052,Ash,i-Rene,2029.0,,N,
Clybourn Power Reclining Chair w/ Headrest,/p/living-room/recliners/high-leg-recliners/clybourn-power-reclining-chair-w-headrest/R-81U813,D201065,Mushroom,i-Rene,2029.0,,N,
Liam Bronze Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/liam-bronze-power-lift-recliner/R-3BL786,D160454,Charcoal,i-Outlier,1469.0,,N,
Liam Bronze Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/liam-bronze-power-lift-recliner/R-3BL786,D182535,Pebble,i-Raven Crest,1959.0,,N,
Liam Bronze Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/liam-bronze-power-lift-recliner/R-3BL786,D182558,Ash,i-Raven Crest,1959.0,,N,
Liam Bronze Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/liam-bronze-power-lift-recliner/R-3BL786,D182573,Mushroom,i-Raven Crest,1959.0,,N,
Liam Bronze Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/liam-bronze-power-lift-recliner/R-3BL786,D182574,Chestnut,i-Raven Crest,1959.0,,N,
Pinnacle Platinum Power Lift Recliner w/ Headrest & Lumbar,/p/living-room/recliners/power-lift-chairs/pinnacle-platinum-power-lift-recliner-w-headrest-lumbar/R-1PH512,D160454,Charcoal,i-Outlier,2719.0,,N,
Pinnacle Platinum Power Lift Recliner w/ Headrest & Lumbar,/p/living-room/recliners/power-lift-chairs/pinnacle-platinum-power-lift-recliner-w-headrest-lumbar/R-1PH512,D160654,Dove,i-Halifax,2719.0,,N,
Pinnacle Platinum Power Lift Recliner w/ Headrest & Lumbar,/p/living-room/recliners/power-lift-chairs/pinnacle-platinum-power-lift-recliner-w-headrest-lumbar/R-1PH512,D160632,Shell,i-Halifax,2719.0,,N,
Pinnacle Platinum Power Lift Recliner w/ Headrest & Lumbar,/p/living-room/recliners/power-lift-chairs/pinnacle-platinum-power-lift-recliner-w-headrest-lumbar/R-1PH512,D160678,Java,i-Halifax,2719.0,,N,
Pinnacle Platinum Power Lift Recliner w/ Headrest & Lumbar,/p/living-room/recliners/power-lift-chairs/pinnacle-platinum-power-lift-recliner-w-headrest-lumbar/R-1PH512,D160686,Denim,i-Halifax,2719.0,,N,
Pinnacle Platinum Power Lift Recliner w/ Headrest & Lumbar,/p/living-room/recliners/power-lift-chairs/pinnacle-platinum-power-lift-recliner-w-headrest-lumbar/R-1PH512,D160662,Antique,i-Halifax,2719.0,,N,
Pinnacle Platinum Power Lift Recliner w/ Headrest & Lumbar,/p/living-room/recliners/power-lift-chairs/pinnacle-platinum-power-lift-recliner-w-headrest-lumbar/R-1PH512,D175986,Navy,i-Saxton,4249.0,,N,
Jean Bronze Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/jean-bronze-power-lift-recliner/R-3BL793,D160454,Charcoal,i-Outlier,1589.0,,N,
Jean Bronze Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/jean-bronze-power-lift-recliner/R-3BL793,D160662,Antique,i-Halifax,799.0,1529.0,Y,47.7
Jean Bronze Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/jean-bronze-power-lift-recliner/R-3BL793,D160632,Shell,i-Halifax,799.0,1529.0,Y,47.7
Jean Bronze Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/jean-bronze-power-lift-recliner/R-3BL793,D160654,Dove,i-Halifax,799.0,1529.0,Y,47.7
Jean Bronze Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/jean-bronze-power-lift-recliner/R-3BL793,D160678,Java,i-Halifax,799.0,1529.0,Y,47.7
Jean Bronze Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/jean-bronze-power-lift-recliner/R-3BL793,D160686,Denim,i-Halifax,799.0,1529.0,Y,47.7
Clayton Gold Power Lift Recliner w/ Massage & Heat,/p/living-room/recliners/power-lift-chairs/clayton-gold-power-lift-recliner-w-massage-heat/R-1HM562,D160454,Charcoal,i-Outlier,2839.0,,N,
Clayton Gold Power Lift Recliner w/ Massage & Heat,/p/living-room/recliners/power-lift-chairs/clayton-gold-power-lift-recliner-w-massage-heat/R-1HM562,D160458,Slate,i-Outlier,2839.0,,N,
Clayton Gold Power Lift Recliner w/ Massage & Heat,/p/living-room/recliners/power-lift-chairs/clayton-gold-power-lift-recliner-w-massage-heat/R-1HM562,D160462,Mushroom,i-Outlier,2839.0,,N,
Clayton Gold Power Lift Recliner w/ Massage & Heat,/p/living-room/recliners/power-lift-chairs/clayton-gold-power-lift-recliner-w-massage-heat/R-1HM562,D160479,Godiva,i-Outlier,2839.0,,N,
Clayton Gold Power Lift Recliner w/ Massage & Heat,/p/living-room/recliners/power-lift-chairs/clayton-gold-power-lift-recliner-w-massage-heat/R-1HM562,D160476,Ash,i-Outlier,2839.0,,N,
Clayton Gold Power Lift Recliner w/ Massage & Heat,/p/living-room/recliners/power-lift-chairs/clayton-gold-power-lift-recliner-w-massage-heat/R-1HM562,C165972,Taupe,McKittrick,4279.0,,N,
Billie Bronze Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/billie-bronze-power-lift-recliner/R-3BL794,D160454,Charcoal,i-Outlier,1749.0,,N,
Astor Platinum Power Lift Recliner w/ Headrest & Lumbar,/p/living-room/recliners/power-lift-chairs/astor-platinum-power-lift-recliner-w-headrest-lumbar/R-1PH519,D160454,Charcoal,i-Outlier,2919.0,,N,
Astor Platinum Power Lift Recliner w/ Headrest & Lumbar,/p/living-room/recliners/power-lift-chairs/astor-platinum-power-lift-recliner-w-headrest-lumbar/R-1PH519,C137162,Khaki,Seasons,2919.0,,N,
Astor Platinum Power Lift Recliner w/ Headrest & Lumbar,/p/living-room/recliners/power-lift-chairs/astor-platinum-power-lift-recliner-w-headrest-lumbar/R-1PH519,C137166,Mocha,Seasons,2919.0,,N,
Astor Platinum Power Lift Recliner w/ Headrest & Lumbar,/p/living-room/recliners/power-lift-chairs/astor-platinum-power-lift-recliner-w-headrest-lumbar/R-1PH519,C137128,Loden,Seasons,2919.0,,N,
Astor Platinum Power Lift Recliner w/ Headrest & Lumbar,/p/living-room/recliners/power-lift-chairs/astor-platinum-power-lift-recliner-w-headrest-lumbar/R-1PH519,C137108,Redwood,Seasons,2919.0,,N,
Astor Platinum Power Lift Recliner w/ Headrest & Lumbar,/p/living-room/recliners/power-lift-chairs/astor-platinum-power-lift-recliner-w-headrest-lumbar/R-1PH519,C137178,Chocolate,Seasons,2919.0,,N,
Astor Platinum Power Lift Recliner w/ Headrest & Lumbar,/p/living-room/recliners/power-lift-chairs/astor-platinum-power-lift-recliner-w-headrest-lumbar/R-1PH519,C137187,Charcoal,Seasons,2919.0,,N,
Pinnacle Platinum Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/pinnacle-platinum-power-lift-recliner/R-1PL512,D160454,Charcoal,i-Outlier,2179.0,,N,
Pinnacle Platinum Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/pinnacle-platinum-power-lift-recliner/R-1PL512,D160654,Dove,i-Halifax,2179.0,,N,
Pinnacle Platinum Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/pinnacle-platinum-power-lift-recliner/R-1PL512,D160632,Shell,i-Halifax,2179.0,,N,
Pinnacle Platinum Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/pinnacle-platinum-power-lift-recliner/R-1PL512,D160678,Java,i-Halifax,2179.0,,N,
Pinnacle Platinum Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/pinnacle-platinum-power-lift-recliner/R-1PL512,D160686,Denim,i-Halifax,2179.0,,N,
Pinnacle Platinum Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/pinnacle-platinum-power-lift-recliner/R-1PL512,D160662,Antique,i-Halifax,2179.0,,N,
Pinnacle Platinum Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/pinnacle-platinum-power-lift-recliner/R-1PL512,D175986,Navy,i-Saxton,3629.0,,N,
Astor Platinum Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/astor-platinum-power-lift-recliner/R-1PL519,D160454,Charcoal,i-Outlier,2369.0,,N,
Astor Platinum Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/astor-platinum-power-lift-recliner/R-1PL519,C137162,Khaki,Seasons,2369.0,,N,
Astor Platinum Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/astor-platinum-power-lift-recliner/R-1PL519,C137166,Mocha,Seasons,2369.0,,N,
Astor Platinum Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/astor-platinum-power-lift-recliner/R-1PL519,C137128,Loden,Seasons,2369.0,,N,
Astor Platinum Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/astor-platinum-power-lift-recliner/R-1PL519,C137108,Redwood,Seasons,2369.0,,N,
Astor Platinum Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/astor-platinum-power-lift-recliner/R-1PL519,C137178,Chocolate,Seasons,2369.0,,N,
Astor Platinum Power Lift Recliner,/p/living-room/recliners/power-lift-chairs/astor-platinum-power-lift-recliner/R-1PL519,C137187,Charcoal,Seasons,2369.0,,N,
