product_id,name,mechanism,subcategory,material,width_in,depth_in,height_in,brand,color,url
93605S18-Master,Acklen Place 3-Piece Next-Gen Nuvella™ Performance Fabric Dual Power Reclining Modular Sofa,standard,Motion sofas,performance,115,42,42,Signature Design by Ashley®,Pewter,https://www.ashleyfurniture.com/p/acklen_place_3-piece_power_reclining_sectional_sofa/93605S18.html
U1200015-Master,Beryton Dual Power Leather Reclining Sofa,standard,Motion sofas,leather,85,41,43,Signature Design by Ashley®,Espresso,https://www.ashleyfurniture.com/p/beryton_power_reclining_sofa/U1200115.html
U6600015-Master,Mosswell Dual Power Leather Reclining Sofa,standard,Motion sofas,leather,85.25,39.75,42,Ashley®,Toffee,https://www.ashleyfurniture.com/p/mosswell_power_reclining_sofa/U6600015.html
3860588-Master,Kanlow Manual Reclining Sofa,standard,Motion sofas,fabric,86,40,40,Signature Design by Ashley®,Honey,https://www.ashleyfurniture.com/p/kanlow_reclining_sofa/3860588.html
6420215-Master,TwinBrooke Dual Power Reclining Sofa,standard,Motion sofas,fabric,89,44,42,Signature Design by Ashley®,Black,https://www.ashleyfurniture.com/p/twinbrooke_power_reclining_sofa/6420215.html
65906S22-Master,ModMax II 3-Piece Next-Gen Nuvella™ Performance Fabric Dual Power Reclining Modular Sofa Chaise,standard,Motion sofas,performance,118,66,42,Signature Design by Ashley®,Salt and Pepper,https://www.ashleyfurniture.com/p/modmax_ii_3-piece_reclining_sofa_chaise/65906S22.html
U62606S4-Master,Silverbrooke 3-Piece Leather Dual Power Reclining Modular Sectional with Chaise and Console,standard,Motion sofas,leather,107,64,43,Signature Design by Ashley®,Caramel,https://www.ashleyfurniture.com/p/silverbrooke_3-piece_power_reclining_sectional_with_chaise/U62606S4.html
8160394,Orlen Next-Gen Nuvella™ Performance Fabric Manual Reclining Loveseat with Console,standard,Motion sofas,performance,80,43,41,Ashley®,Carbon,https://www.ashleyfurniture.com/p/orlen_reclining_loveseat_with_console/8160394.html
5390218,Jasperson Next-Gen Nuvella™ Performance Fabric Dual Power Reclining Loveseat with Console,standard,Motion sofas,performance,78,43,42,Ashley®,Stone,https://www.ashleyfurniture.com/p/jasperson_power_reclining_loveseat_with_console/5390218.html
5430494,Evereast Pass Manual Reclining Loveseat with Console,standard,Motion sofas,fabric,76,40,41,Ashley®,Stone,https://www.ashleyfurniture.com/p/evereast_pass_reclining_loveseat_with_console/5430494.html
6880486,First Base Manual Reclining Loveseat,standard,Motion sofas,leather,61,40,41,Signature Design by Ashley®,Gunmetal,https://www.ashleyfurniture.com/p/first_base_reclining_loveseat/6880486.html
3810494,Foreside Next-Gen Nuvella™ Performance Fabric Manual Loveseat with Console,standard,Motion sofas,performance,76,43,44,Signature Design by Ashley®,Charcoal,https://www.ashleyfurniture.com/p/foreside_reclining_loveseat_with_console/3810494.html
3720394,Laresview Manual Reclining Loveseat with Console,standard,Motion sofas,leather,81,42,43,Signature Design by Ashley®,Fossil,https://www.ashleyfurniture.com/p/laresview_reclining_loveseat_with_console/3720394.html
98802S21,Grafton Pike 2-Piece Dual Power Reclining Modular Loveseat,standard,Motion sofas,fabric,84,40,43,Signature Design by Ashley®,Pearl/Ash,https://www.ashleyfurniture.com/p/grafton_pike_2-piece_reclining_loveseat/98802S21.html
U1310096,Boxmere Power Leather Reclining Loveseat with Console,standard,Motion sofas,leather,75,38,39,Signature Design by Ashley®,Storm,https://www.ashleyfurniture.com/p/boxmere_power_reclining_loveseat_with_console/U1310096.html
6450694,Knoxlee Manual Reclining Loveseat with Console,standard,Motion sofas,leather,82,41,44,Signature Design by Ashley®,Driftwood,https://www.ashleyfurniture.com/p/knoxlee_reclining_loveseat_with_console/6450694.html
9050318,Biscoe Next-Gen Nuvella™ Performance Fabric Dual Power Reclining Loveseat with Console,standard,Motion sofas,performance,78,43,42,Signature Design by Ashley®,Pewter,https://www.ashleyfurniture.com/p/biscoe_power_reclining_loveseat_with_console/9050318.html
U1120418,Healy Pier Dual Power Leather Reclining Loveseat with Console,standard,Motion sofas,leather,78,40,42.25,Signature Design by Ashley®,Chocolate,https://www.ashleyfurniture.com/p/healy_pier_power_reclining_loveseat_with_console/U1120418.html
6070318,Wolfridge Dual Power Reclining Loveseat,standard,Motion sofas,leather,75,42,42,Signature Design by Ashley®,Brindle,https://www.ashleyfurniture.com/p/wolfridge_power_reclining_loveseat/6070318.html
U12300S21,Arrington 2-Piece Dual Power Leather Reclining Modular Loveseat,standard,Motion sofas,leather,78,40,42,Ashley®,Butternut,https://www.ashleyfurniture.com/p/arrington_2-piece_power_reclining_loveseat/U12300S21.html
82305S1,Max-Media 2-Piece Dual Power Reclining Modular Sectional Loveseat,standard,Motion sofas,leather,72,41,42,Signature Design by Ashley®,Biscotti,https://www.ashleyfurniture.com/p/max-media_2-piece_power_reclining_sectional_loveseat/82305S1.html
99201S21,Brannigan 2-Piece Dual Power Reclining Modular Loveseat,standard,Motion sofas,fabric,80,43,42,Signature Design by Ashley®,Pebble,https://www.ashleyfurniture.com/p/brannigan_2-piece_reclining_loveseat/99201S21.html
U13001S3,Double Deal 2-Piece Dual Power Leather Reclining Modular Loveseat,standard,Motion sofas,leather,82.75,41,42.5,Signature Design by Ashley®,Almond,https://www.ashleyfurniture.com/p/double_deal_2-piece_power_reclining_loveseat_sectional/U13001S3.html
84503S1,Lantham 2-Piece Power Reclining Modular Loveseat,standard,Motion sofas,fabric,90,43,39,Ashley®,Ivory,https://www.ashleyfurniture.com/p/lantham_2-piece_power_reclining_sectional_loveseat/84503S1.html
U13001S4,Double Deal 3-Piece Dual Power Leather Reclining Modular Loveseat with Console,standard,Motion sofas,leather,96,41,42.5,Signature Design by Ashley®,Almond,https://www.ashleyfurniture.com/p/double_deal_3-piece_power_reclining_loveseat_sectional_with_console/U13001S4.html
5670418,Warrior Peak Dual Power Reclining Loveseat with Console,standard,Motion sofas,leather,75,40,42,Ashley®,Umber,https://www.ashleyfurniture.com/p/warrior_peak_power_reclining_loveseat_with_console/5670418.html
4220494,Moreau Place Manual Reclining Loveseat with Console,standard,Motion sofas,fabric,67,39,40,Signature Design by Ashley®,Sterling,https://www.ashleyfurniture.com/p/moreau_place_reclining_loveseat_with_console/4220494.html
84402S1,Renlee 2-Piece Power Reclining Modular Loveseat,standard,Motion sofas,fabric,90,41,39,Ashley®,Twilight,https://www.ashleyfurniture.com/p/renlee_2-piece_power_reclining_sectional_loveseat/84402S1.html
6320418,Stately Check Dual Power Reclining Loveseat with Console,standard,Motion sofas,leather,76,39,43,Signature Design by Ashley®,Sisal,https://www.ashleyfurniture.com/p/stately_check_power_reclining_loveseat_with_console/6320418.html
9180218,Time-Piece Dual Power Reclining Loveseat with Console,standard,Motion sofas,leather,79,42,42,Signature Design by Ashley®,Earth,https://www.ashleyfurniture.com/p/time-piece_power_reclining_loveseat_with_console/9180218.html
99201S3,Brannigan 3-Piece Dual Power Reclining Modular Loveseat with Console,standard,Motion sofas,fabric,93,43,42,Signature Design by Ashley®,Pebble,https://www.ashleyfurniture.com/p/brannigan_3-piece_power_reclining_sectional/99201S3.html
U10330S7,VonKurt Power Leather Reclining Modular Loveseat with Console,standard,Motion sofas,leather,86,39,42,Ashley®,Dark Brown,https://www.ashleyfurniture.com/p/vonkurt_2-piece_power_reclining_loveseat_sectional_with_console/U10330S7.html
U1170094,Danemere Manual Leather Reclining Loveseat with Console,standard,Motion sofas,leather,74,40,40,Signature Design by Ashley®,Black,https://www.ashleyfurniture.com/p/danemere_reclining_loveseat_with_console/U1170094.html
U12500S3,Ashley Luxe Modero 2-Piece Reclining Leather Modular Loveseat,standard,Motion sofas,leather,92,41,38,Luxe,Toffee,https://www.ashleyfurniture.com/p/modero_2-piece_power_reclining_sectional_loveseat/U12500S3.html
5420394,Next-Gen Gaucho Manual Reclining Loveseat with Console,standard,Motion sofas,leather,80,41,43,Signature Design by Ashley®,Putty,https://www.ashleyfurniture.com/p/next-gen_gaucho_reclining_loveseat_with_console/5420394.html
U1240018,Malcesine Dual Power Leather Reclining Loveseat with Console,standard,Motion sofas,leather,79.63,41.5,42.38,Signature Design by Ashley®,Sahara,https://www.ashleyfurniture.com/p/malcesine_power_reclining_loveseat_with_console/U1240018.html
82305S2,Max-Media 3-Piece Dual Power Reclining Modular Loveseat with Audio Console,standard,Motion sofas,leather,85,41,42,Signature Design by Ashley®,Biscotti,https://www.ashleyfurniture.com/p/max-media_3-piece_power_reclining_sectional_loveseat_with_audio_console/82305S2.html
5420396,Next-Gen Gaucho Power Reclining Loveseat with Console,standard,Motion sofas,leather,80,41,43,Signature Design by Ashley®,Putty,https://www.ashleyfurniture.com/p/next-gen_gaucho_power_reclining_loveseat_with_console/5420396.html
APK-U716043P,Dunleith 3-Piece Dual Power Leather Reclining Loveseat with Console,standard,Motion sofas,leather,99,40,43,Signature Design by Ashley®,Chocolate,https://www.ashleyfurniture.com/p/dunleith_3-piece_power_reclining_loveseat_with_console/APK-U716043P.html
8330543,Next Move Manual Glider Reclining Loveseat with Console,glider,Motion sofas,leather,75,44,44,Signature Design by Ashley®,Coin,https://www.ashleyfurniture.com/p/next_move_glider_reclining_loveseat_with_console/8330543.html
U1370018A,Trendsetter Dual Power Leather Reclining Loveseat with Audio Seating,standard,Motion sofas,leather,83,43,41,Signature Design by Ashley®,Ash,https://www.ashleyfurniture.com/p/trendsetter_power_reclining_loveseat_with_audio_seating/U1370018A.html
U92708S1,Temmpton Leather Power Reclining Modular Loveseat,standard,Motion sofas,leather,86,44,34,Signature Design by Ashley®,Chocolate,https://www.ashleyfurniture.com/p/temmpton_2-piece_power_reclining_sectional_loveseat/U92708S1.html
U12300S3,Arrington 3-Piece Dual Power Leather Reclining Modular Loveseat with Console,standard,Motion sofas,leather,97,40,42,Ashley®,Butternut,https://www.ashleyfurniture.com/p/arrington_3-piece_power_reclining_sectional_with_console/U12300S3.html
4980218,Forest Lake Next-Gen Nuvella™ Performance Fabric Dual Power Reclining Loveseat with Console,standard,Motion sofas,performance,75,40,42,Signature Design by Ashley®,Steel,https://www.ashleyfurniture.com/p/forest_lake_power_reclining_loveseat_with_console/4980218.html
U1040018,VonRyan Dual Power Leather Reclining Loveseat with Console,standard,Motion sofas,leather,81,42,42,Signature Design by Ashley®,Tobacco,https://www.ashleyfurniture.com/p/vonryan_power_reclining_loveseat/U1040018.html
U12300S2,Arrington 3-Piece Dual Power Leather Reclining Modular Loveseat with Audio Console,standard,Motion sofas,leather,97,40,42,Ashley®,Butternut,https://www.ashleyfurniture.com/p/arrington_3-piece_power_reclining_sectional_with_audio_console/U12300S2.html
APK-U94202R3,Correze 3-Piece Dual Power Leather Reclining Modular Sectional with Console and Chaise,standard,Motion sofas,leather,88,65,33,Signature Design by Ashley®,Gray,https://www.ashleyfurniture.com/p/correze_3-piece_power_reclining_sectional_with_chaise/APK-U94202R3.html
5400218,Overflow Next-Gen Nuvella™ Performance Fabric Dual Power Reclining Loveseat with Console,standard,Motion sofas,performance,76,42,42,Ashley®,Steel,https://www.ashleyfurniture.com/p/overflow_power_reclining_loveseat_with_console/5400218.html
U12600S1,5Z-Harrenhurst 2-Piece Leather Dual Power Reclining Modular Loveseat,standard,Motion sofas,leather,80,43,43,Signature Design by Ashley®,Anchor,https://www.ashleyfurniture.com/p/5z-harrenhurst_2-piece_power_reclining_sectional_loveseat/U12600S1.html
APK-U94202S2,Correze 2-Piece Dual Power Leather Reclining Modular Loveseat,standard,Motion sofas,leather,76,41,33,Signature Design by Ashley®,Gray,https://www.ashleyfurniture.com/p/correze_2-piece_power_reclining_sectional/APK-U94202S2.html
U6450618,Beadel Dual Power Reclining Leather Loveseat with Console,standard,Motion sofas,leather,79,44,43,Signature Design by Ashley®,Smoke,https://www.ashleyfurniture.com/p/beadel_power_reclining_loveseat_with_console/U6450618.html
98802S3,Grafton Pike 3-Piece Dual Power Reclining Modular Loveseat with Console,standard,Motion sofas,fabric,97,40,43,Signature Design by Ashley®,Pearl/Ash,https://www.ashleyfurniture.com/p/grafton_pike_3-piece_power_reclining_sectional/98802S3.html
U6580118,Mountainous Dual Power Leather Reclining Loveseat with Console,standard,Motion sofas,leather,82,42,42,Signature Design by Ashley®,Eclipse,https://www.ashleyfurniture.com/p/mountainous_power_reclining_loveseat/U6580118.html
APK-U942023R,Correze 3-Piece Dual Power Leather Reclining Modular Loveseat with Console,standard,Motion sofas,leather,88.5,41,33.25,Signature Design by Ashley®,Gray,https://www.ashleyfurniture.com/p/correze_3-piece_power_reclining_sectional_loveseat/APK-U942023R.html
U92708S2,Temmpton Leather Power Reclining Modular Loveseat with Console,standard,Motion sofas,leather,100,44,34,Signature Design by Ashley®,Chocolate,https://www.ashleyfurniture.com/p/temmpton_3-piece_power_reclining_sectional_loveseat_with_console/U92708S2.html
U12600S2,5Z-Harrenhurst 3-Piece Leather Dual Power Reclining Modular Loveseat with Console,standard,Motion sofas,leather,93,43,43,Signature Design by Ashley®,Anchor,https://www.ashleyfurniture.com/p/5z-harrenhurst_3-piece_power_reclining_sectional_loveseat_with_console/U12600S2.html
55203S5,Samperstone 2-Piece Power Reclining Modular Loveseat,standard,Motion sofas,leather,82,38,41,Signature Design by Ashley®,Gray,https://www.ashleyfurniture.com/p/samperstone_2-piece_power_reclining_sectional_loveseat/55203S5.html
APK-55203-S3,Samperstone 3-Piece Power Reclining Modular Loveseat,standard,Motion sofas,leather,96,38,41,Signature Design by Ashley®,Gray,https://www.ashleyfurniture.com/p/samperstone_3-piece_power_reclining_sectional_loveseat/APK-55203-S3.html
7620494,Mitchiner Manual Reclining Loveseat with Console,standard,Motion sofas,fabric,77,40,42,Signature Design by Ashley®,Fog,https://www.ashleyfurniture.com/p/mitchiner_reclining_loveseat_with_console/7620494.html
3740694-Master,Frohn Manual Reclining Loveseat with Console,standard,Motion sofas,fabric,80,40,42,Signature Design by Ashley®,Graphite,https://www.ashleyfurniture.com/p/frohn_reclining_loveseat_with_console/3740694.html
U4380874-Master,Leesworth Power Leather Reclining Loveseat,standard,Motion sofas,leather,65,41,41,Signature Design by Ashley®,Dark Brown,https://www.ashleyfurniture.com/p/leesworth_power_reclining_loveseat/U4380874.html
93605S4-Master,Acklen Place Next-Gen Nuvella™ Performance Fabric Dual Power Reclining Modular Sofa with Chaise,standard,Motion sofas,performance,97,70,42,Signature Design by Ashley®,Pewter,https://www.ashleyfurniture.com/p/acklen_place_3-piece_power_reclining_sectional_sofa_with_chaise/93605S4.html
7650494-Master,Draycoll Manual Reclining Loveseat with Console,standard,Motion sofas,fabric,78,40,40,Signature Design by Ashley®,Slate,https://www.ashleyfurniture.com/p/draycoll_reclining_loveseat_with_console/7650494.html
U2710418-Master,Boyington Dual Power Leather Reclining Loveseat with Console,standard,Motion sofas,leather,75,40,44.5,Signature Design by Ashley®,Gray,https://www.ashleyfurniture.com/p/boyington_power_reclining_loveseat_with_console/U2710518.html
3880586-Master,Danum Manual Reclining Loveseat,standard,Motion sofas,fabric,64,40,41,Signature Design by Ashley®,Ink,https://www.ashleyfurniture.com/p/danum_reclining_loveseat/3880686.html
3320196-Master,Barnsana Power Reclining Loveseat with Console,standard,Motion sofas,fabric,75,41,40,Signature Design by Ashley®,Ash,https://www.ashleyfurniture.com/p/barnsana_power_reclining_loveseat_with_console/3320196.html
9860686-Master,Tulen Manual Reclining Loveseat,standard,Motion sofas,fabric,63,40,40,Signature Design by Ashley®,Gray,https://www.ashleyfurniture.com/p/tulen_reclining_loveseat/9860686.html
3660218-Master,Fyne-Dyme Dual Power Reclining Loveseat with Audio Console,standard,Motion sofas,leather,74,43,43,Signature Design by Ashley®,Shadow,https://www.ashleyfurniture.com/p/fyne-dyme_power_reclining_loveseat_with_console/3660218.html
