state,zip,store_id,store_address,county,geo,whole_milk,milk_2pct,milk_1pct,milk_fatfree,pct_black,pct_white,pct_hisp,median_income,population,class_I_diff_cwt
MT,59404,2455,701 Smelter Ave Ne,Cascade,rural,3.96,3.96,3.96,3.96,0.6,87.7,4.0,77829.0,28417,1.8
MT,59405,7199,5320 10th Ave S,Cascade,rural,3.96,3.96,3.96,3.96,2.7,79.9,5.2,53901.0,34010,1.8
MT,59501,4247,"3510 Us Highway 2 W, Havre, MT 59501",Blaine,rural,3.96,3.96,3.96,,0.2,79.7,4.2,62188.0,12358,2.0
MT,59601,1872,"2750 Prospect Ave, Helena, MT 59601",Lewis and Clark,rural,3.96,3.96,3.96,3.96,0.8,90.1,3.5,65696.0,31447,1.7
MT,59701,1901,"3901 Harrison Ave, Butte, MT 59701",Deer Lodge,rural,3.96,3.96,3.96,3.96,0.2,89.6,4.6,55818.0,33990,1.8
MT,59715,2084,"1500 N 7th Ave, Bozeman, MT 59715",Gallatin,rural,3.76,3.76,3.76,3.76,0.8,87.2,4.0,76708.0,39061,2.0
MT,59804,2147,4000 Hwy 93 South,Missoula,rural,3.96,,,,0.0,89.5,1.5,78551.0,7847,1.8
MT,59808,3259,3555 Mullan Rd,Missoula,rural,3.96,3.96,3.96,3.96,0.2,87.0,2.3,72702.0,22921,1.8
MT,59860,2607,"36318 Memory Ln, Polson, MT 59860",Lake,rural,3.96,3.96,3.96,3.96,0.3,71.9,3.8,57204.0,11528,2.0
MT,59901,2259,"170 Hutton Ranch Rd, Kalispell, MT 59901",Flathead,rural,3.96,3.96,3.96,3.96,0.2,90.4,3.4,67936.0,60177,2.0
MT,82801,1508,"1695 Coffeen Ave, Sheridan, WY 82801",Big Horn,rural,4.03,4.03,4.03,,0.3,89.3,5.4,67276.0,25665,2.4
NC,27012,6243,"3633 Clemmons Rd, Clemmons, NC 27012",Davidson,rural,2.46,2.46,2.46,2.46,4.8,81.0,7.2,91003.0,28173,5.6
NC,27021,6789,"204 Ingram Dr, King, NC 27021",Forsyth,rural,3.98,3.98,3.98,3.98,1.4,92.9,4.2,59316.0,16678,5.4
NC,27027,3305,"6711 Nc Highway 135, Mayodan, NC 27027",Rockingham,rural,3.98,3.98,3.98,3.98,4.4,87.5,2.0,43768.0,4209,5.4
NC,27028,1096,"261 Cooper Creek Dr, Mocksville, NC 27028",Davie,rural,3.98,3.98,3.98,,4.7,79.8,10.2,58298.0,26025,5.6
NC,27030,1039,"2241 Rockford St, Mount Airy, NC 27030",Stokes,rural,3.58,3.58,3.58,3.58,5.0,82.5,9.6,44653.0,37035,5.4
NC,27103,6264|2472,180 Harvey Street,Forsyth,urban,2.46,2.46,2.46,2.46,16.5,63.7,12.0,59073.0,34970,5.4
NC,27104,6814,"5175 Brookberry Park Ave, Winston Salem, NC 27104",Forsyth,urban,2.46,,,,10.2,75.6,6.9,75592.0,30256,5.4
NC,27105,1849,320 E Hanes Mill Rd,Forsyth,urban,2.42,,,,58.5,18.8,18.4,34873.0,41043,5.4
NC,27106,6263,5039 University Pkwy,Forsyth,urban,2.42,2.42,2.42,2.42,28.9,52.2,13.0,63308.0,48823,5.4
NC,27127,3626,3475 Parkway Village Ct,Davidson,urban,2.46,2.46,2.46,2.46,23.6,49.4,22.0,60235.0,41958,5.6
NC,27203,1132,"1226 E Dixie Dr, Asheboro, NC 27203",Randolph,urban,2.66,2.66,2.66,2.66,13.7,51.1,28.4,43879.0,21982,5.6
NC,27209,2908,"201 Montgomery Xing, Biscoe, NC 27209",Montgomery,rural,4.02,4.02,4.02,4.02,12.1,38.9,46.2,49271.0,4521,5.6
NC,27215,1287,3141 Garden Rd,Alamance,rural,2.92,,,,19.8,65.6,9.4,63844.0,45982,5.4
NC,27217,3612,530 S Graham Hopedale Rd,Alamance,rural,2.92,2.92,2.92,2.92,30.9,40.5,24.3,50450.0,40036,5.4
NC,27263,7206|1613,"10250 S Main St, Archdale, NC 27263",Guilford,rural,2.68,2.68,2.68,2.68,13.6,64.3,8.9,51423.0,21597,5.4
NC,27265,5013|4477,4102 Precision Way,Davidson,urban,2.62,2.62,2.62,2.62,22.5,58.8,7.3,68621.0,50977,5.6
NC,27278,1191,"501 Hampton Pointe B, Hillsborough, NC 27278",Durham,rural,4.02,4.02,4.02,4.02,11.3,72.9,10.5,94525.0,28048,5.4
NC,27284,6828|2793,1035 Beesons Field Drive,Davidson,rural,2.82,2.82,2.82,2.82,12.2,72.2,10.4,75707.0,56773,5.6
NC,27288,1558,"304 E Arbor Ln, Eden, NC 27288",Rockingham,rural,4.14,4.14,4.14,4.14,21.4,68.9,5.2,49219.0,23604,5.4
NC,27292,1322,160 Lowes Blvd,Davidson,rural,2.88,2.88,2.88,2.92,16.1,72.4,6.9,49809.0,40338,5.6
NC,27295,7205,90 W Us Highway 64,Davidson,rural,2.88,2.88,2.88,2.88,5.2,82.9,7.0,59526.0,38895,5.6
NC,27302,5346,"1318 Mebane Oaks Rd, Mebane, NC 27302",Alamance,rural,3.98,3.98,3.98,3.98,18.0,64.1,8.3,77308.0,34394,5.4
NC,27317,2704,"1021 High Point St, Randleman, NC 27317",Guilford,rural,2.66,2.66,2.66,2.66,4.1,82.4,9.6,58285.0,18092,5.4
NC,27320,3304,"1624 Nc 14 Hwy, Reidsville, NC 27320",Caswell,rural,3.98,3.98,3.98,3.98,24.2,63.9,6.0,50070.0,37213,5.4
NC,27332,1774,"3310 Nc Highway 87 S, Sanford, NC 27332",Harnett,rural,2.92,2.92,2.92,2.92,16.2,60.0,18.5,71554.0,33892,5.8
NC,27344,2845,"14215 Us Highway 64 W, Siler City, NC 27344",Chatham,rural,3.98,3.98,3.98,3.98,17.6,46.2,29.5,60133.0,18894,5.6
NC,27360,3503,"1585 Liberty Dr Ste 1, Thomasville, NC 27360",Davidson,rural,3.38,3.38,3.38,3.38,11.4,71.8,11.4,56383.0,47432,5.6
NC,27405,3658,2107 Pyramid Village Blvd,Guilford,urban,2.62,2.62,2.62,2.62,55.0,21.5,13.4,42497.0,51962,5.4
NC,27406,5393|5320,1050 Alamance Church Rd,Guilford,rural,2.62,2.62,2.62,2.62,55.8,26.5,10.1,53222.0,64386,5.4
NC,27407,5014|1842,3605 High Point Rd,Guilford,urban,2.62,2.62,2.62,2.62,40.9,31.8,12.4,56198.0,54257,5.4
NC,27410,6176|1498,5611 W. Friendly Avenue,Guilford,urban,2.62,2.62,2.62,2.62,15.7,69.8,4.8,80271.0,54951,5.4
NC,27502,3889,"3151 Apex Peakway, Apex, NC 27502",Chatham,urban,2.48,2.48,2.48,2.48,6.8,69.7,6.8,130683.0,47943,5.6
NC,27513,2414,973 N Harrison Ave,Wake,urban,2.82,2.82,2.82,2.82,8.5,65.2,9.1,116669.0,47195,5.6
NC,27517,3182,"12500 Us 15 501 N, Chapel Hill, NC 27517",Chatham,rural,4.14,4.14,4.14,4.14,8.4,70.1,9.8,117757.0,27761,5.6
NC,27518,2247,2010 Kildaire Farm Rd,Wake,urban,2.48,2.48,2.48,2.48,6.5,75.2,3.4,117647.0,19102,5.6
NC,27519,4157,2750 Nc 55 Hwy,Chatham,urban,2.82,2.82,2.82,2.82,7.7,45.8,5.7,154632.0,66046,5.6
NC,27520,5046,"805 Town Centre Blvd, Clayton, NC 27520",Johnston,rural,2.48,2.48,2.48,2.48,22.4,60.3,14.2,82694.0,46059,5.8
NC,27526,2836,"1051 E Broad St, Fuquay Varina, NC 27526",Harnett,rural,2.48,2.48,2.48,2.48,12.9,70.7,10.6,90325.0,56866,5.8
NC,27529,5743,"5141 Nc Highway 42 W, Garner, NC 27529",Johnston,rural,2.48,2.48,2.48,2.48,23.5,59.6,11.3,80021.0,53223,5.8
NC,27530,4564,2908 Us Highway 70 W,Wayne,rural,2.82,2.82,2.82,2.82,40.7,47.5,7.2,52466.0,37447,5.8
NC,27534,7334|7340|1236,4350 Us 70 Hwy East,Greene,rural,2.82,2.82,2.82,2.82,34.3,51.9,7.2,56745.0,30742,5.8
NC,27536,2256,"200 N Cooper Dr, Henderson, NC 27536",Vance,urban,2.88,2.88,2.88,2.88,63.0,24.8,9.9,39028.0,15383,5.4
NC,27540,4458,"7016 Gb Alford Hwy, Holly Springs, NC 27540",Chatham,rural,2.48,2.48,2.48,2.48,9.8,74.2,6.2,121108.0,44843,5.6
NC,27545,1816,"7106 Knightdale Blvd, Knightdale, NC 27545",Wake,urban,2.48,2.48,2.48,2.48,39.3,35.6,16.8,81507.0,32684,5.6
NC,27549,1953,"705 Retail Way, Louisburg, NC 27549",Franklin,rural,3.98,3.98,3.98,3.98,25.7,61.8,9.7,61581.0,25193,5.6
NC,27560,4147|4250,3560 Davis Dr,Durham,urban,2.82,2.82,2.82,2.82,14.0,36.8,4.1,110458.0,38567,5.4
NC,27565,1579,"1015 Lewis St, Oxford, NC 27565",Granville,rural,4.02,4.02,4.02,4.02,36.8,49.1,9.3,57169.0,25938,5.4
NC,27573,1288,"1049 Durham Rd Ste A, Roxboro, NC 27573",Person,rural,3.98,3.98,3.98,3.98,35.5,47.2,9.1,45057.0,11664,5.4
NC,27577,1321,"1299 N Brightleaf Blvd, Smithfield, NC 27577",Johnston,rural,3.49,3.19,3.19,3.19,20.1,56.6,18.7,57281.0,26778,5.8
NC,27587,5254,"2114 S Main St, Wake Forest, NC 27587",Franklin,rural,2.48,2.48,2.48,2.48,14.8,70.9,7.2,116593.0,78666,5.6
NC,27597,4499,"841 E Gannon Ave, Zebulon, NC 27597",Franklin,rural,3.98,3.98,3.98,3.98,22.5,58.1,14.7,77283.0,27962,5.6
NC,27603,1372,4500 Fayetteville Rd,Johnston,urban,2.48,2.48,2.48,2.48,16.7,62.5,13.9,84569.0,53535,5.8
NC,27609,2058,1725 New Hope Church Rd,Wake,urban,2.48,2.48,2.48,2.48,15.4,66.7,13.2,78118.0,35038,5.6
NC,27610,5292,4431 New Bern Ave,Johnston,urban,2.48,2.48,2.48,2.48,60.3,15.5,18.5,62900.0,81219,5.8
NC,27612,1751,6600 Glenwood Ave,Wake,urban,2.56,2.56,2.56,,12.8,72.9,5.5,94710.0,39546,5.6
NC,27616,4484,8000 Town Dr.,Wake,urban,2.48,2.48,2.48,2.48,38.3,32.2,19.2,77566.0,57599,5.6
NC,27617,5118,10050 Glenwood Ave,Durham,urban,3.02,3.02,3.02,3.02,20.0,62.2,4.6,102207.0,19202,5.4
NC,27704,1614,1525 Glenn School Rd,Durham,urban,4.02,4.02,4.02,4.02,51.1,22.8,20.0,59237.0,41966,5.4
NC,27707,2137,5450 New Hope Commons Dr,Durham,urban,2.72,2.72,,2.72,34.7,40.9,14.8,69579.0,50696,5.4
NC,27804,1197,"1511 Benvenue Rd, Rocky Mount, NC 27804",Nash,rural,3.08,3.08,3.08,3.08,50.3,39.1,5.1,54604.0,29646,5.6
NC,27834,7222|1379,2830 Gateway Drive,Beaufort,rural,2.52,2.52,2.52,,53.8,33.9,7.9,44515.0,54547,5.8
NC,27856,4459,"1205 Eastern Ave, Nashville, NC 27856",Nash,rural,3.08,3.08,3.08,3.08,36.4,55.3,3.3,63180.0,16826,5.6
NC,27858,7337|5851,1826 E. Arlington Blvd,Pitt,rural,2.52,2.52,2.52,2.52,21.4,67.5,5.0,56533.0,57075,5.8
NC,27870,1502,"251 Premier Blvd, Roanoke Rapids, NC 27870",Halifax,rural,3.78,3.78,3.78,3.78,41.6,47.1,4.6,44416.0,25279,5.6
NC,27886,2730,"110 River Oaks Dr, Tarboro, NC 27886",Edgecombe,rural,3.78,3.78,,3.78,47.0,39.6,11.0,47766.0,18341,5.6
NC,27889,1354,"570 Pamlico Plz, Washington, NC 27889",Beaufort,rural,3.77,3.77,3.77,3.77,27.4,59.4,9.1,49382.0,24515,5.8
NC,27892,1641,"1529 Washington St, Williamston, NC 27892",Beaufort,rural,3.77,3.77,3.77,3.77,38.1,53.5,5.1,46425.0,13960,5.8
NC,27893,4545|1664,2700 Ward Blvd,Wilson,rural,2.82,2.82,2.82,2.82,52.5,28.0,15.6,37737.0,38929,5.8
NC,27909,1527,"101 Tanglewood Pkwy N, Elizabeth City, NC 27909",Camden,rural,3.26,3.26,3.26,3.26,35.1,53.7,6.2,61499.0,40490,5.6
NC,27910,1950,"2150 Us 13 South, Ahoskie, NC 27910",Bertie,rural,3.77,3.77,3.77,3.77,60.4,29.7,3.0,42849.0,10971,5.6
NC,27949,2000,"5400 N Croatan Hwy Ste 100, Kitty Hawk, NC 27949",Dare,rural,3.77,3.77,3.77,3.77,0.8,91.3,2.0,103429.0,7874,5.8
NC,28001,1133,"781 Leonard Ave, Albemarle, NC 28001",Stanly,rural,2.98,2.98,2.98,2.98,15.9,75.4,4.3,54284.0,25949,5.6
NC,28012,5085,"701 Hawley Ave, Belmont, NC 28012",Gaston,rural,2.88,2.88,2.88,2.88,5.3,85.1,3.0,81045.0,26027,5.6
NC,28021,4594,"2505 Lincolnton Hwy, Cherryville, NC 28021",Cleveland,rural,3.88,3.88,3.88,3.88,4.7,89.6,3.2,53377.0,13702,5.6
NC,28027,6586|1027|4574,3905 Concord Parkway S,Cabarrus,urban,2.88,2.88,2.88,2.88,18.4,54.7,13.8,87934.0,79079,5.6
NC,28034,7004,"1300 Dallas Cherryville Rd, Dallas, NC 28034",Gaston,rural,2.86,2.86,2.86,2.86,16.7,68.5,10.2,57496.0,19063,5.6
NC,28037,4274,"7131 Highway 73, Denver, NC 28037",Catawba,rural,2.88,2.88,2.88,2.88,1.8,90.9,4.0,110932.0,24834,5.6
NC,28043,1036,"197 Plaza Dr, Forest City, NC 28043",Rutherford,rural,3.86,3.86,3.86,3.86,13.9,70.0,8.9,43770.0,21264,5.6
NC,28052,5298,223 N Myrtle School Rd,Gaston,rural,2.86,2.86,2.86,2.86,33.6,48.7,13.6,44448.0,35894,5.6
NC,28054,7062,2324 S New Hope Rd,Gaston,urban,2.86,2.86,2.86,2.86,27.3,56.4,8.9,55892.0,40345,5.6
NC,28056,1385,3000 E Franklin Blvd,Gaston,rural,2.86,,,,13.5,71.6,8.7,86118.0,35493,5.6
NC,28078,5879,"11145 Bryton Town Center Dr, Huntersville, NC 28078",Cabarrus,urban,2.88,2.88,2.88,2.88,11.9,72.8,7.1,112278.0,68639,5.6
NC,28079,3700,"2101 Younts Rd, Indian Trail, NC 28079",Union,rural,2.5,2.5,2.5,2.5,8.2,76.8,7.0,94991.0,40539,5.8
NC,28083,2005,"2420 Supercenter Dr Ne, Kannapolis, NC 28083",Cabarrus,urban,2.88,2.88,2.88,2.88,25.2,57.9,11.4,57054.0,25746,5.6
NC,28086,7146,"1011 Shelby Road, Kings Mountain, NC 28086",Cleveland,rural,3.28,3.28,3.28,3.28,17.1,75.1,4.0,59020.0,28652,5.6
NC,28092,1209,"306 N Generals Blvd, Lincolnton, NC 28092",Catawba,rural,3.88,3.88,3.88,3.88,8.8,76.2,10.9,59979.0,41002,5.6
NC,28097,5747,"1876 Main St W, Locust, NC 28097",Cabarrus,rural,3.98,3.98,3.98,,1.2,94.5,3.4,56000.0,7162,5.6
NC,28110,877,"2406 W Roosevelt Blvd, Monroe, NC 28110",Union,rural,2.5,2.5,2.5,2.5,11.5,65.5,19.2,81495.0,54577,5.8
NC,28115,4431,966 East Iredell,Iredell,rural,3.08,3.08,3.08,3.08,8.0,80.6,5.2,80837.0,41386,5.6
NC,28117,1156,169 Norman Station Blvd,Iredell,urban,3.08,3.08,3.08,3.08,6.5,78.7,6.1,104449.0,47574,5.6
NC,28144,1552,"323 S Arlington St, Salisbury, NC 28144",Rowan,rural,2.66,2.66,3.76,2.66,36.1,50.1,9.7,50938.0,27049,5.6
NC,28152,1034,"705 E Dixon Blvd, Shelby, NC 28152",Cleveland,rural,3.58,3.58,3.58,3.58,24.9,64.2,4.4,51549.0,25873,5.6
NC,28173,7180,"2520 Cuthbertson Rd, Waxhaw, NC 28173",Union,rural,2.32,2.32,2.32,2.32,8.7,72.7,7.0,144544.0,62501,5.8
NC,28205,1666,3850 E Independence Blvd,Mecklenburg,urban,2.88,2.88,2.88,2.88,26.7,45.2,19.6,68418.0,51160,5.6
NC,28208,3371,3240 Wilkinson Blvd,Mecklenburg,urban,2.88,2.88,2.88,2.88,61.4,15.2,13.7,48819.0,40502,5.6
NC,28216,5481,9820 Callabridge Ct,Mecklenburg,urban,2.88,2.88,2.88,2.88,61.8,21.2,10.3,58579.0,53422,5.6
NC,28226,4848|1452,8322 Pineville Matthews Rd,Mecklenburg,urban,2.72,2.72,2.72,2.72,8.2,74.2,11.4,116220.0,38475,5.6
NC,28227,4148|1821,8800 East W T Harris Blvd,Mecklenburg,urban,2.88,2.88,2.88,2.88,29.7,46.5,16.5,72119.0,59904,5.6
NC,28262,6233|2134,11530 N Tryon St,Cabarrus,urban,2.88,2.88,2.88,2.88,47.4,27.6,7.9,63631.0,45186,5.6
NC,28270,5063,1830 Galleria Blvd,Mecklenburg,urban,2.72,,,,13.0,64.9,8.8,120894.0,34169,5.6
NC,28273,1464,8180 S Tryon St,Mecklenburg,urban,2.88,2.88,2.88,2.88,41.2,23.9,22.6,83822.0,46663,5.6
NC,28303,1238,1550 Skibo Rd,Cumberland,urban,3.16,3.16,3.16,3.16,35.8,38.6,10.9,50620.0,30468,5.8
NC,28304,3600|3595,970 Strickland Bridge Road,Cumberland,urban,3.16,3.16,3.16,3.16,38.8,37.2,14.3,54444.0,36289,5.8
NC,28306,6879,2820 Gillespie St.,Bladen,rural,3.16,3.16,3.16,3.16,31.9,44.4,14.0,61053.0,43736,5.8
NC,28311,1261,4601 Ramsey St,Cumberland,rural,3.16,3.16,3.76,3.16,40.6,40.2,9.0,55849.0,34683,5.8
NC,28314,3411,8660 Cliffdale Road,Cumberland,urban,3.16,3.16,3.16,3.16,49.9,24.8,15.9,57151.0,57908,5.8
NC,28315,1097,"250 Turner St, Aberdeen, NC 28315",Hoke,rural,3.26,3.26,3.26,3.26,16.9,68.4,4.4,68776.0,13997,5.8
NC,28326,6958,"2800 Nc 24-87, Cameron, NC 28326",Harnett,rural,3.16,3.16,3.16,3.16,25.6,53.7,13.4,78270.0,25713,5.8
NC,28328,2580,"1415 Sunset Ave, Clinton, NC 28328",Sampson,rural,3.98,3.98,3.98,3.98,27.5,43.4,24.4,47087.0,26101,5.8
NC,28337,1166,"1347 W Broad St, Elizabethtown, NC 28337",Bladen,rural,3.98,3.98,3.98,3.98,35.9,54.1,7.5,36762.0,8920,5.8
NC,28339,1237,"590 E Jackson Blvd, Erwin, NC 28339",Harnett,rural,3.98,3.98,3.98,3.98,25.8,60.6,9.8,48958.0,6508,5.8
NC,28348,3456|2929,4220 Legion Road,Cumberland,rural,3.16,3.16,3.16,3.16,27.6,49.4,12.9,65407.0,38665,5.8
NC,28352,1255,"901 Us Highway 401 S, Laurinburg, NC 28352",Scotland,rural,3.98,3.98,3.98,3.98,42.0,38.2,4.1,40794.0,24403,5.8
NC,28358,7209|1155,2985 E Elizabethtown Rd,Robeson,rural,3.08,3.08,3.08,3.08,31.8,37.9,8.6,45595.0,34093,5.8
NC,28365,3701,"308 Nc Highway 55 W, Mount Olive, NC 28365",Duplin,rural,3.98,3.98,,3.98,20.7,55.2,19.7,48406.0,14898,5.8
NC,28372,5489,"930 Highway 711 East, Pembroke, NC 28372",Robeson,rural,4.14,4.14,4.14,4.14,11.2,10.6,1.4,33788.0,12346,5.8
NC,28376,5787,"4545 Fayetteville Rd, Raeford, NC 28376",Hoke,rural,3.16,3.16,3.16,3.16,35.6,38.5,14.8,59427.0,43457,5.8
NC,28379,1010,"720 E Us Highway 74, Rockingham, NC 28379",Richmond,rural,3.56,3.56,3.56,3.56,28.9,58.9,8.3,45298.0,24537,5.8
NC,28384,7329,"120 S Odom Rd, Saint Pauls, NC 28384",Bladen,rural,3.98,3.98,3.98,3.98,23.6,32.7,31.4,42016.0,10146,5.8
NC,28390,1312,"670 Lillington Hwy, Spring Lake, NC 28390",Cumberland,rural,3.16,,,,31.9,40.7,15.9,53547.0,24902,5.8
NC,28403,1392,5226 Sigmon Rd,New Hanover,urban,2.28,2.28,2.28,2.28,12.0,76.6,6.2,50757.0,39628,6.0
NC,28411,4065,8035 Market Street,New Hanover,rural,2.28,2.28,2.28,2.28,6.5,81.2,5.0,91121.0,36536,6.0
NC,28412,1348,5135 Carolina Beach Rd,New Hanover,urban,2.28,2.28,2.28,2.28,8.0,78.7,7.3,62850.0,42122,6.0
NC,28425,7243,"908 Nc Highway 53 E, Burgaw, NC 28425",Pender,rural,4.16,4.16,4.16,4.16,24.0,65.7,5.9,63750.0,10903,6.0
NC,28443,7162,"420 Fun Center Dr, Surf City, NC 28443",Pender,rural,3.98,3.98,3.98,3.98,4.7,83.9,3.9,86162.0,25655,6.0
NC,28451,4273,"1112 New Pointe Blvd, Leland, NC 28451",Brunswick,rural,2.28,2.28,2.28,2.32,13.1,72.4,8.4,71534.0,42073,6.0
NC,28461,2772,"1675 N Howe St, Southport, NC 28461",Brunswick,rural,4.14,4.14,4.14,4.14,4.4,89.2,3.3,77470.0,22255,6.0
NC,28466,1352,"5625 S Nc 41 Hwy, Wallace, NC 28466",Duplin,rural,3.98,3.98,3.98,3.98,16.4,68.9,10.9,59163.0,8470,5.8
NC,28470,1767,"4540 Main St. B 3079, Shallotte, NC 28470",Brunswick,rural,3.98,3.98,3.98,3.98,15.1,73.0,7.7,58843.0,10645,6.0
NC,28472,1268,"200 Columbus Corners Dr, Whiteville, NC 28472",Columbus,rural,3.98,3.98,3.98,3.98,29.1,58.8,5.7,41755.0,17854,6.0
NC,28504,1661,"4101 W Vernon Ave, Kinston, NC 28504",Jones,rural,3.68,3.68,3.68,3.68,31.9,59.6,5.7,46043.0,20321,6.0
NC,28529,7238,"11233 B Nc 55 Hwy, Grantsboro, NC 28529",Pamlico,rural,4.14,4.14,4.14,4.14,5.6,91.2,1.6,61875.0,1776,6.0
NC,28532,3825,"566 Us Highway 70 W, Havelock, NC 28532",Craven,rural,3.98,3.98,3.98,3.98,19.1,58.5,12.3,61389.0,20301,6.0
NC,28540,3864,561 Yopp Rd,Onslow,rural,3.48,3.48,3.48,3.48,15.0,63.4,11.4,58242.0,50207,6.0
NC,28546,7137|1298,4250 Western Boulevard,Onslow,rural,3.48,3.48,3.48,3.48,21.2,53.5,17.3,56434.0,47841,6.0
NC,28557,1355,"300 Nc Highway 24, Morehead City, NC 28557",Carteret,urban,3.98,3.98,3.98,3.98,4.8,84.2,4.9,62947.0,15379,6.0
NC,28562,1300,3105 Dr M L King Jr Blvd,Craven,rural,3.02,,,,19.9,69.3,6.3,73010.0,38048,6.0
NC,28570,7098,"6645 Highway 70, Newport, NC 28570",Carteret,rural,3.98,3.98,3.98,3.98,2.6,85.0,7.0,73008.0,21518,6.0
NC,28574,7009,"349 Kinston Hwy, Richlands, NC 28574",Duplin,rural,3.48,3.48,3.48,3.48,8.9,79.2,7.0,61312.0,19987,5.8
NC,28584,7179,"1109 W Corbett Ave, Swansboro, NC 28584",Carteret,rural,3.98,,,,2.2,87.5,5.1,74698.0,14197,6.0
NC,28590,7235,"3801 S Memorial Dr, Winterville, NC 28590",Pitt,rural,2.52,2.52,2.52,2.52,30.3,59.2,3.6,81951.0,26154,5.8
NC,28601,3504,2415 Springs Road Ne,Alexander,urban,3.52,3.52,3.52,3.52,7.8,74.1,9.3,65158.0,53172,5.6
NC,28602,7315|948,483 Hwy 70 Sw,Burke,rural,3.52,3.52,3.52,3.52,12.1,69.2,9.1,53180.0,29298,5.6
NC,28607,2496,"200 Watauga Village Dr, Boone, NC 28607",Watauga,rural,3.98,3.98,3.98,3.98,2.1,90.2,4.1,45476.0,35423,5.4
NC,28613,4224,"201 Zelkova Ct Nw, Conover, NC 28613",Catawba,rural,3.52,3.52,3.52,3.52,3.0,69.4,16.2,55261.0,23916,5.6
NC,28621,1337,"548 Cc Camp Rd, Elkin, NC 28621",Surry,rural,3.98,3.98,3.98,3.98,2.2,82.2,13.3,54493.0,9751,5.4
NC,28625,1662,"1116 Crossroads Dr, Statesville, NC 28625",Alexander,rural,3.67,3.67,3.67,3.67,12.5,72.0,10.3,60569.0,38125,5.6
NC,28630,4410,"4780 Hickory Blvd, Granite Falls, NC 28630",Alexander,rural,3.52,3.52,3.52,3.52,1.8,87.0,6.3,61924.0,20715,5.6
NC,28638,7296,"2794 Hickory Blvd, Hudson, NC 28638",Caldwell,rural,3.52,3.52,3.52,3.52,1.1,91.4,5.3,49489.0,11630,5.6
NC,28645,1064,"935 Blowing Rock Blvd, Lenoir, NC 28645",Burke,rural,3.52,3.52,3.52,3.52,6.3,83.8,6.6,49136.0,46424,5.6
NC,28655,7304|1060,1001 N Green Street,Burke,rural,3.68,3.68,3.68,3.68,8.2,77.1,8.4,51689.0,56692,5.6
NC,28658,4432,"1818 Northwest Blvd, Newton, NC 28658",Catawba,rural,3.52,3.52,3.52,3.52,8.6,70.0,12.0,62265.0,25561,5.6
NC,28681,1131,"901 Nc Highway 16 S, Taylorsville, NC 28681",Alexander,rural,3.98,3.98,3.98,3.98,5.4,87.0,3.9,59309.0,25825,5.6
NC,28694,3289,"1489 Mount Jefferson Rd, West Jefferson, NC 28694",Ashe,rural,3.98,3.98,3.98,3.98,2.1,86.4,9.2,49154.0,6809,5.4
NC,28697,1290,"1801 Us Highway 421, Wilkesboro, NC 28697",Wilkes,rural,3.42,3.42,3.42,3.42,4.5,82.2,9.6,47340.0,13751,5.4
NC,28704,1179,"60 Airport Rd, Arden, NC 28704",Buncombe,rural,2.52,2.52,2.52,2.52,8.4,73.9,10.2,75969.0,22399,5.4
NC,28734,1217,"273 Commons Dr, Franklin, NC 28734",Clay,rural,3.78,3.78,3.78,3.86,1.0,86.6,8.9,48428.0,29040,5.6
NC,28752,1694,"2875 Sugar Hill Rd, Marion, NC 28752",McDowell,rural,3.98,3.98,3.98,3.98,4.5,83.7,7.9,53910.0,30472,5.6
NC,28768,1795,"177 Forest Gate Dr, Pisgah Forest, NC 28768",Transylvania,rural,3.28,3.28,3.28,3.28,1.0,90.7,6.5,63542.0,6720,5.6
NC,28777,2749,"2514 Halltown Rd, Spruce Pine, NC 28777",Avery,rural,3.86,3.86,3.86,3.86,4.9,81.8,9.2,57154.0,10723,5.4
NC,28779,2440,"210 Walmart Plz, Sylva, NC 28779",Jackson,rural,3.86,3.86,3.86,3.86,0.8,87.9,4.0,53470.0,18421,5.6
NC,28786,1663,"135 Town Center Loop, Waynesville, NC 28786",Haywood,rural,3.86,3.86,3.86,3.86,1.3,92.2,4.2,54008.0,21927,5.4
NC,28787,4334,"25 Northridge Commons Pkwy, Weaverville, NC 28787",Buncombe,rural,2.82,2.82,2.82,2.82,1.4,88.8,7.0,67833.0,23208,5.4
NC,28792,1242,"250 Highlands Square Dr, Hendersonville, NC 28792",Buncombe,rural,3.32,3.32,3.32,3.32,4.0,75.4,17.2,52327.0,35885,5.4
NC,28803,4428,1636 Hendersonville Rd,Buncombe,rural,2.52,,,,9.0,79.5,7.3,65642.0,34577,5.4
NC,28805,1317,125 Bleachery Blvd,Buncombe,rural,2.52,2.52,2.52,2.52,9.7,81.0,5.4,61404.0,20017,5.4
NC,28906,515,"2330 Us 19, Murphy, NC 28906",Cherokee,rural,3.96,3.96,3.96,3.96,1.0,92.1,3.1,49426.0,19586,5.4
ND,58075,3875,"1625 Commerce Dr, Wahpeton, ND 58075",Richland,rural,3.95,3.83,3.81,3.69,1.1,89.5,3.2,60451.0,8955,2.6
ND,58103,1581,4731 13th Ave S,Cass,urban,3.95,3.83,3.81,3.69,12.7,73.1,3.3,56786.0,48577,2.8
ND,58104,4352,3757 55th Ave S,Cass,urban,3.95,3.83,3.81,3.69,7.8,84.3,2.0,85919.0,46165,2.8
