state,zip,store_id,store_address,county,geo,whole_milk,milk_2pct,milk_1pct,milk_fatfree,pct_black,pct_white,pct_hisp,median_income,population,class_I_diff_cwt
,28563,7218,2915 Neuse Blvd,,,3.02,,,,,,,,,
AK,99503,2070,3101 A St,Anchorage Municipality,rural,4.98,4.98,4.98,4.98,10.0,46.0,6.9,72958.0,12620,
AK,99504,4359,7405 Debarr Road,Anchorage Municipality,urban,4.98,4.98,4.98,4.98,10.0,44.7,9.1,80267.0,40938,
AK,99515,2071,8900 Old Seward Hwy,Anchorage Municipality,urban,4.98,4.98,4.98,4.98,1.9,59.2,10.0,110613.0,21629,
AK,99577,2188,"18600 Eagle River Rd, Eagle River, AK 99577",Anchorage Municipality,rural,4.98,4.98,4.98,4.98,2.7,76.0,8.2,131993.0,28124,
AK,99611,4474,"10096 Kenai Spur Hwy, Kenai, AK 99611",Kenai Peninsula Borough,rural,4.98,4.98,4.98,4.98,0.6,69.9,6.5,72608.0,15188,
AK,99654,2074,"1350 S Seward Meridian Pkwy, Wasilla, AK 99654",Matanuska-Susitna Borough,rural,4.98,4.98,4.98,4.98,1.4,76.4,6.0,88875.0,43606,
AK,99701,2722,"537 Johansen Expy, Fairbanks, AK 99701",Fairbanks North Star Borough,rural,4.98,4.98,4.98,4.98,4.9,58.4,6.8,69534.0,18295,
AL,30165,658,2510 Redmond Cir Nw,Cherokee,rural,3.52,3.52,3.52,3.52,11.6,62.7,20.9,58553.0,42146,5.4
AL,35007,4756|423,9085 Hwy 119,Shelby,rural,3.06,3.06,3.06,3.06,14.6,70.9,10.4,81351.0,27052,5.6
AL,35010,726,"2643 Highway 280, Alexander City, AL 35010",Coosa,rural,4.0,4.0,4.0,4.0,31.5,61.9,4.4,46730.0,20406,5.6
AL,35016,306,"1450 No. Brindlee Mt, Arab, AL 35016",Blount,rural,4.02,4.02,4.02,4.02,0.5,90.0,5.0,55440.0,17532,5.4
AL,35022,764,"750 Academy Dr, Bessemer, AL 35022",Jefferson,rural,3.06,3.06,3.06,3.12,54.2,40.7,2.3,74951.0,23237,5.6
AL,35023,4497,"1007 Red Farmer Dr, Hueytown, AL 35023",Jefferson,rural,3.06,3.06,3.06,3.06,30.7,61.3,4.1,67141.0,25335,5.6
AL,35034,425,"10675 Highway 5, Brent, AL 35034",Bibb,rural,4.46,4.46,4.46,4.46,47.3,49.7,2.5,39474.0,5327,5.6
AL,35040,3271,"5100 Highway 31, Calera, AL 35040",Chilton,rural,3.12,3.12,3.12,3.12,26.9,61.5,9.6,72474.0,18464,5.6
AL,35043,4330,"16077 Highway 280, Chelsea, AL 35043",Shelby,rural,3.06,3.06,3.06,3.06,7.0,87.5,3.6,106660.0,14564,5.6
AL,35045,424,"1415 7th St S, Clanton, AL 35045",Chilton,rural,4.0,4.0,4.0,4.0,11.5,77.3,6.4,61822.0,14496,5.6
AL,35055,670,626 Olive St Sw,Cullman,rural,3.37,3.37,3.37,3.37,1.3,91.2,3.6,56769.0,22521,5.4
AL,35058,7280,5601 Highway 157,Cullman,rural,3.37,,,,0.6,84.3,10.6,58631.0,10555,5.4
AL,35071,1201,"890 Odum Rd, Gardendale, AL 35071",Jefferson,rural,3.06,3.06,3.06,3.06,10.9,78.8,1.0,78914.0,17459,5.6
AL,35080,4189,"335 Helena Marketplace, Helena, AL 35080",Jefferson,rural,3.06,3.06,3.06,3.06,13.9,76.1,2.8,106660.0,19561,5.6
AL,35094,562,"8551 Whitfield Ave, Leeds, AL 35094",Jefferson,rural,4.0,4.0,4.0,4.0,12.1,80.8,4.4,69548.0,15406,5.6
AL,35121,315,"2453 2nd Ave E, Oneonta, AL 35121",Blount,rural,4.02,4.02,4.02,4.02,2.0,81.1,14.5,51098.0,16591,5.4
AL,35124,5262,"2181 Pelham Pkwy, Pelham, AL 35124",Shelby,rural,3.06,3.06,3.06,3.06,10.8,71.3,11.3,91836.0,24408,5.6
AL,35125,5113,"165 Vaughan Ln, Pell City, AL 35125",St. Clair,rural,4.0,4.0,4.0,4.0,9.1,84.3,1.6,61865.0,10759,5.6
AL,35146,3386,"160 Springville Station Blvd, Springville, AL 35146",Blount,rural,4.0,4.0,4.0,4.0,11.4,81.8,2.0,79200.0,12908,5.4
AL,35148,2723,"690 Highway 78, Sumiton, AL 35148",Jefferson,rural,4.32,4.32,4.32,4.32,5.2,92.1,0.6,52991.0,2418,5.6
AL,35150,730,"41301 Us Highway 280, Sylacauga, AL 35150",Clay,rural,4.0,4.0,4.0,4.0,33.0,61.6,1.8,41240.0,17283,5.6
AL,35160,432,"214 Haynes St, Talladega, AL 35160",Clay,rural,4.0,4.0,4.0,4.0,42.8,50.0,3.9,44852.0,26649,5.6
AL,35206,762,9248 Parkway E,Jefferson,urban,3.06,3.06,3.06,3.12,71.0,22.1,5.0,38671.0,16477,5.6
AL,35209,4504|1481,312 Palisades Blvd,Jefferson,urban,3.12,3.12,3.12,3.12,22.5,65.6,6.4,74742.0,29884,5.6
AL,35210,1711,1600 Montclair Rd,Jefferson,rural,3.12,3.12,3.12,3.12,28.6,62.4,6.0,70902.0,13230,5.6
AL,35214,1158,"2473 Hackworth Rd, Adamsville, AL 35214",Jefferson,rural,4.32,4.32,4.32,4.32,74.1,18.3,1.3,55703.0,17507,5.6
AL,35215,5100,1916 Center Point Pkwy,Jefferson,urban,3.06,3.06,3.06,3.06,76.2,16.0,6.1,47975.0,46738,5.6
AL,35216,3184|4580,3320 Lorna Rd,Jefferson,urban,3.12,3.12,3.12,3.12,24.5,62.9,6.9,68237.0,38352,5.6
AL,35235,2713,"5919 Trussville Crossings Pkwy, Trussville, AL 35235",Jefferson,urban,3.12,3.12,3.12,3.12,64.0,30.0,2.4,59476.0,20043,5.6
AL,35242,2111,5335 Highway 280,Jefferson,urban,3.12,3.12,3.12,3.12,10.3,79.7,3.2,115541.0,56466,5.6
AL,35244,3424|1229,2653 Valleydale Road,Jefferson,urban,3.06,3.06,3.06,3.06,18.1,67.8,4.7,106338.0,36783,5.6
AL,35405,5256|715,4201 Hargrove Rd E,Tuscaloosa,urban,3.52,3.52,3.52,3.52,54.4,38.7,3.1,60210.0,49196,5.6
AL,35476,5248|2306,1660 Mcfarland Boulevard,Tuscaloosa,urban,3.52,3.52,3.52,3.52,53.5,39.5,5.0,60347.0,8240,5.6
AL,35501,287,"1801 Highway 78 E, Jasper, AL 35501",Walker,rural,3.14,3.14,3.32,3.32,12.6,75.8,7.2,52927.0,10126,5.4
AL,35555,1052,"3186 Highway 171 N, Fayette, AL 35555",Fayette,rural,4.66,4.66,4.66,4.66,19.7,77.2,0.1,45787.0,9953,5.4
AL,35565,409,"42466 Highway 195, Haleyville, AL 35565",Franklin,rural,4.5,4.5,4.5,4.5,1.7,90.1,6.0,48558.0,10966,5.2
AL,35570,1100,"1706 Military St S, Hamilton, AL 35570",Lamar,rural,4.5,4.5,4.5,4.5,5.4,88.5,1.3,52454.0,10775,5.4
AL,35594,362,"2575 Us Highway 43, Winfield, AL 35594",Fayette,rural,4.67,4.67,4.67,4.67,3.7,93.8,0.8,53651.0,7094,5.4
AL,35601,2488,1203 6th Ave Se,Morgan,urban,3.42,3.42,3.42,3.42,26.8,49.7,19.9,46276.0,34817,5.4
AL,35603,662,2800 Spring Avn. S.w,Lawrence,rural,3.42,3.42,3.42,3.42,13.2,75.8,6.7,71453.0,32372,5.2
AL,35611,661,"1011 Us Highway 72 E, Athens, AL 35611",Limestone,rural,2.74,2.74,2.74,2.74,17.0,69.0,8.1,54094.0,28375,5.2
AL,35630,4188|766,1410 Florence Blvd,Lauderdale,urban,3.67,3.67,3.67,3.67,19.9,69.7,5.4,41174.0,33252,4.9
AL,35633,4187,2701 Cloverdale Road,Lauderdale,rural,3.67,3.67,3.67,3.67,5.5,88.7,1.4,65385.0,20720,4.9
AL,35640,1124,"1201 Highway 31 Nw, Hartselle, AL 35640",Morgan,rural,4.02,4.02,4.02,4.02,5.9,88.6,1.9,69233.0,26909,5.4
AL,35650,394,"15445 Highway 24, Moulton, AL 35650",Lawrence,rural,4.02,4.02,4.02,4.02,5.6,80.2,2.2,54230.0,13101,5.2
AL,35653,403,"13675 Highway 43, Russellville, AL 35653",Colbert,rural,4.22,4.22,4.22,4.22,9.7,53.2,35.1,52648.0,10956,4.9
AL,35661,660,"301 Avalon Ave, Muscle Shoals, AL 35661",Colbert,rural,3.67,,,,15.2,76.9,4.9,68659.0,18982,4.9
AL,35750,6878,"14595 Highway 231 431 N, Hazel Green, AL 35750",Madison,rural,2.68,2.68,2.68,2.68,16.4,76.6,0.9,72052.0,14255,5.2
AL,35757,7342,7140 Wall Triana Highway,Limestone,urban,2.68,2.68,2.68,2.68,26.9,62.8,3.2,106897.0,17622,5.2
AL,35758,2690|5703,8650 Madison Blvd,Madison,urban,2.68,2.68,2.68,2.68,14.7,67.7,7.3,103914.0,48043,5.2
AL,35763,5197,"330 Sutton Rd Se, Huntsville, AL 35763",Madison,rural,2.68,2.68,2.68,2.68,3.6,86.8,2.2,122929.0,19203,5.2
AL,35768,712,"24833 John T Reid Pkwy, Scottsboro, AL 35768",Jackson,rural,4.02,4.02,4.02,4.02,3.3,87.8,2.8,46386.0,12328,5.2
AL,35801,375,3031 Memorial Pkwy Sw,Madison,urban,2.68,2.68,2.68,2.68,10.1,79.2,3.9,97643.0,24002,5.2
AL,35802,5716,9020 Bailey Cove Rd Se,Madison,urban,2.68,2.68,2.68,2.68,15.1,74.9,4.2,68352.0,23508,5.2
AL,35803,434,11610 Memorial Pkwy Sw,Madison,rural,2.68,2.68,2.68,2.68,4.2,83.2,4.6,89714.0,28210,5.2
AL,35805,5925,2305 Jordan Ln Sw,Madison,urban,2.68,,,,33.1,42.2,19.6,30365.0,20907,5.2
AL,35806,332,6140a Univ Drive,Madison,urban,2.68,2.68,2.68,2.68,28.1,58.7,5.7,75637.0,27549,5.2
AL,35810,7254|3185|433,1 Cotton Valley Drive Nw,Madison,urban,2.68,2.68,2.68,2.68,69.1,20.2,6.0,46285.0,31668,5.2
AL,35811,7324,2165 Winchester Rd,Madison,rural,2.68,2.68,2.68,2.68,25.5,66.4,3.3,81754.0,28841,5.2
AL,35903,301,"340 E Meighan Blvd, Gadsden, AL 35903",Cherokee,rural,3.96,3.96,3.96,3.96,31.2,62.4,4.4,51119.0,17717,5.4
AL,35954,316,"973 Gilbert Ferry Rd Se, Attalla, AL 35954",DeKalb,rural,4.02,4.02,4.02,4.02,6.9,86.1,3.7,52313.0,12594,5.4
AL,35957,298,"1972 Hwy 431, Boaz, AL 35957",Blount,rural,3.16,3.16,3.16,3.16,3.7,75.5,18.1,46799.0,16269,5.4
AL,35960,5126,"1950 W Main St, Centre, AL 35960",Cherokee,rural,4.02,4.02,4.02,4.02,8.7,86.6,0.8,45925.0,9101,5.4
AL,35968,691,"2001 Glenn Blvd Sw, Fort Payne, AL 35968",DeKalb,rural,4.02,4.02,4.02,4.02,7.8,71.3,17.5,54766.0,4870,5.4
AL,35976,681,"11697 Us Highway 431, Guntersville, AL 35976",Blount,rural,3.22,3.22,3.22,3.22,5.6,83.4,7.2,63551.0,16769,5.4
AL,36027,1638,"3176 S Eufaula Ave, Eufaula, AL 36027",Barbour,rural,4.0,4.0,4.0,4.0,45.4,45.4,4.7,39419.0,14887,5.8
AL,36037,1462,"501 Willow Ln, Greenville, AL 36037",Butler,rural,4.0,4.0,4.0,4.0,50.2,44.7,2.1,47707.0,13177,5.8
AL,36054,4318,"145 Kelley Blvd, Millbrook, AL 36054",Elmore,rural,2.86,2.86,2.86,2.86,24.5,59.5,8.4,53371.0,15233,5.8
AL,36066,483,"1903 Cobbs Ford Rd, Prattville, AL 36066",Autauga,urban,2.86,2.86,2.86,2.86,15.8,74.7,2.9,78271.0,21626,5.8
AL,36078,1057,"2190 Gilmer Avenue, Tallassee, AL 36078",Elmore,rural,4.0,4.0,4.0,4.0,22.7,73.1,1.6,61574.0,13398,5.8
AL,36081,723,"1420 Highway 231 S, Troy, AL 36081",Bullock,rural,4.0,4.0,4.0,4.0,42.5,50.2,0.9,39133.0,16008,5.8
AL,36092,1101,"4538 Us Highway 231, Wetumpka, AL 36092",Elmore,rural,2.92,2.92,2.92,2.92,23.5,70.6,2.5,74719.0,21053,5.8
AL,36107,5348,851 Ann St,Montgomery,urban,2.86,2.86,2.86,2.86,44.1,28.9,20.2,29922.0,7464,5.8
AL,36109,4672,1600 Federal Drive,Montgomery,urban,2.86,,,,36.2,54.9,4.9,58053.0,23935,5.8
AL,36116,4691|930,8035 Vaughn Road,Montgomery,rural,2.86,2.86,2.86,2.86,80.3,12.5,2.5,52015.0,45445,5.8
AL,36117,938|4407,6495 Atlanta Hwy,Montgomery,rural,2.86,2.86,2.86,2.86,51.9,35.5,2.2,73919.0,53559,5.8
AL,36203,809,"92 Plaza Ln, Oxford, AL 36203",Calhoun,rural,3.36,3.36,3.36,3.36,14.4,74.3,8.0,61519.0,18579,5.6
AL,36206,329,"5560 Mcclellan Blvd, Anniston, AL 36206",Calhoun,rural,3.36,3.36,3.36,3.36,36.6,53.1,3.4,53895.0,10730,5.6
AL,36265,300,"1625 Pelham Rd S, Jacksonville, AL 36265",Calhoun,rural,3.36,3.36,3.36,3.36,16.4,76.5,3.1,49924.0,21802,5.6
AL,36274,863,"4180 Us Hwy 431, Roanoke, AL 36274",Chambers,rural,4.0,4.0,4.0,4.0,29.5,67.5,1.0,44100.0,10162,5.6
AL,36301,2534,3300 S Oates St,Geneva,rural,4.0,4.0,4.0,4.0,31.3,60.2,4.5,47414.0,38101,5.8
AL,36303,604,4310 Montgomery Hwy,Dale,rural,4.0,4.0,4.0,4.0,40.0,52.0,3.3,51982.0,30390,5.8
AL,36305,5769,3871 West Main Street,Geneva,rural,4.0,4.0,4.0,4.0,10.6,78.7,4.8,79618.0,17309,5.8
AL,36330,734,"600 Boll Weevil Cir, Enterprise, AL 36330",Coffee,rural,4.0,4.0,4.0,4.0,18.4,62.6,11.6,69544.0,38461,5.8
AL,36340,1063,"1608 W Magnolia Ave, Geneva, AL 36340",Geneva,rural,4.4,4.4,4.4,4.4,10.9,79.9,3.9,45922.0,5235,5.8
AL,36360,740,"1537 S Us Highway 231, Ozark, AL 36360",Coffee,rural,4.0,4.0,4.0,4.0,24.5,65.6,5.6,48654.0,19053,5.8
AL,36420,1091,"1991 M. L. King Jr., Andalusia, AL 36420",Covington,rural,4.0,4.0,4.0,4.0,11.3,82.2,4.1,47935.0,10429,5.8
AL,36426,1620,"2578 Douglas Ave, Brewton, AL 36426",Conecuh,rural,4.0,4.0,4.0,4.0,20.1,69.7,4.6,48314.0,15932,5.8
AL,36460,1493,"3371 S Alabama Ave, Monroeville, AL 36460",Conecuh,rural,4.0,4.0,4.0,4.0,55.3,41.8,0.1,37409.0,9483,5.8
AL,36502,7247,"911 N Main St, Atmore, AL 36502",Baldwin,rural,4.0,4.0,3.86,3.86,40.9,48.7,1.1,35808.0,16132,5.8
AL,36507,2739,"701 Mcmeans Ave, Bay Minette, AL 36507",Baldwin,rural,4.42,4.42,4.42,4.42,22.4,71.8,1.8,50147.0,20603,5.8
AL,36526,934,"27520 Us Highway 98, Daphne, AL 36526",Baldwin,rural,3.97,3.97,3.97,3.97,13.4,77.0,4.6,82573.0,34611,5.8
AL,36532,4333,"10040 County Road 48, Fairhope, AL 36532",Baldwin,rural,3.92,3.92,3.92,3.92,5.0,88.6,4.1,84886.0,35824,5.8
AL,36535,904,"2200 S Mckenzie St, Foley, AL 36535",Baldwin,rural,3.92,3.92,3.92,3.92,6.5,79.3,8.5,61158.0,37703,5.8
AL,36542,2748,"170 E Fort Morgan Rd, Gulf Shores, AL 36542",Baldwin,rural,4.46,4.46,4.46,4.46,2.1,89.1,4.4,63305.0,17089,5.8
AL,36545,2760,"4206 N College Ave, Jackson, AL 36545",Clarke,rural,4.16,4.16,4.16,4.16,50.6,44.7,1.2,52027.0,8818,5.8
AL,36561,5653,"25241 Perdido Beach Blvd Ste W, Orange Beach, AL 36561",Baldwin,rural,4.46,4.46,4.46,4.46,0.1,94.9,0.4,90778.0,8952,5.8
AL,36567,6173,"21141 State Highway 59, Robertsdale, AL 36567",Baldwin,rural,3.97,3.97,3.97,3.97,6.1,87.1,4.8,61678.0,14313,5.8
AL,36571,1212,"1095 Industrial Pkwy, Saraland, AL 36571",Mobile,rural,3.76,3.76,3.76,3.76,14.7,80.3,0.5,63513.0,16497,5.8
AL,36575,5174,"7855 Moffett Rd, Semmes, AL 36575",Mobile,rural,3.82,3.82,3.82,3.82,16.7,76.1,3.6,66830.0,21680,5.8
AL,36582,5744,"7320 Theodore Dawes Rd, Theodore, AL 36582",Mobile,rural,3.76,3.76,3.76,3.76,18.0,72.6,4.3,58333.0,23964,5.8
AL,36606,5740|991,2570 Government Blvd,Mobile,urban,3.76,3.76,3.76,3.76,55.1,38.5,4.5,50748.0,19672,5.8
AL,36608,4648,6575 Airport Blvd,Mobile,rural,3.82,,,,33.5,56.7,3.9,59400.0,36281,5.8
AL,36609,4657|5098,6350 Cottage Hill Rd,Mobile,urban,3.76,3.76,3.76,3.76,42.5,44.6,4.2,46173.0,23552,5.8
AL,36618,4210,1300 North University,Mobile,urban,3.76,3.76,3.76,3.77,64.3,28.5,2.4,52341.0,17386,5.8
AL,36619,866,5245 Rangeline Service Rd S,Mobile,rural,3.82,3.82,3.82,3.82,8.7,76.7,7.4,57545.0,14658,5.8
AL,36695,853|4581,685 Schillinger Rd S,Mobile,urban,3.82,3.82,3.82,3.82,22.1,69.2,4.1,72825.0,51877,5.8
AL,36703,700,"1501 Al Highway 14 E, Selma, AL 36703",Autauga,rural,4.46,4.46,4.46,4.46,68.5,23.2,0.0,28337.0,10883,5.8
AL,36732,731,"969 Us Highway 80 W, Demopolis, AL 36732",Marengo,rural,4.48,4.48,4.48,4.48,49.6,44.2,2.9,52524.0,7985,5.8
AL,36784,1174,"34301 Highway 43, Thomasville, AL 36784",Clarke,rural,3.8,3.8,3.8,3.8,40.9,57.1,0.9,49186.0,6112,5.8
AL,36801,355,"2900 Pepperell Pkwy, Opelika, AL 36801",Chambers,rural,3.72,3.72,3.72,3.72,36.2,55.3,5.4,55728.0,23479,5.6
AL,36830,5062,2047 E University Dr,Lee,rural,3.72,,,,14.1,71.9,2.8,63292.0,47050,5.8
AL,36832,4673|356,1810 Shug Jordan Parkway,Lee,rural,3.72,3.72,3.72,3.72,23.4,61.8,4.3,32974.0,28917,5.8
AL,36854,733,"3501 20th Ave, Valley, AL 36854",Chambers,rural,4.0,4.0,4.0,4.0,29.1,67.0,1.9,58324.0,15643,5.6
AL,36867,1284,3700 Hwy 280/431 N.,Lee,urban,2.92,2.92,2.92,2.92,34.5,52.8,6.1,46401.0,21700,5.8
AL,36870,5903,3864 Us Highway 80 W,Lee,rural,2.92,2.92,2.92,2.92,17.9,73.0,3.3,69766.0,18812,5.8
AL,38852,274,"1110 Battleground Dr, Iuka, MS 38852",Colbert,rural,5.24,3.7,3.7,3.7,1.7,94.4,1.0,43030.0,8459,4.9
AR,71603,3331,"5501 S Olive St, Pine Bluff, AR 71603",Cleveland,rural,4.42,4.42,4.42,4.42,62.5,33.7,0.8,48180.0,30604,4.6
AR,71635,167,"910 Unity Rd, Crossett, AR 71635",Ashley,rural,4.62,4.62,4.62,4.62,29.1,66.6,2.2,49936.0,10481,4.9
AR,71654,289,"1001 Highway 65 S, Mcgehee, AR 71654",Desha,rural,4.42,4.42,4.42,4.42,40.7,50.9,4.5,41020.0,4459,4.9
AR,71655,348,"427 Highway 425 N, Monticello, AR 71655",Drew,rural,4.42,4.42,4.42,4.42,27.1,64.8,4.2,44767.0,14296,4.6
AR,71701,171,"950 California Ave Sw, Camden, AR 71701",Calhoun,rural,4.42,4.42,4.42,4.42,38.8,55.0,4.2,50341.0,18102,4.6
AR,71730,530,"2730 N West Ave, El Dorado, AR 71730",Union,rural,4.42,4.42,4.42,4.42,32.2,59.5,5.0,50745.0,29287,4.6
AR,71742,339,"1123 Highway 79 167 Byp, Fordyce, AR 71742",Calhoun,rural,4.02,4.02,4.02,4.02,50.9,44.5,1.8,36900.0,4799,4.6
AR,71753,83,"60 Highway 79 N, Magnolia, AR 71753",Columbia,rural,4.43,4.43,4.43,4.43,35.9,58.2,3.3,45731.0,16388,4.3
AR,71801,1065,"2400 N Hervey St, Hope, AR 71801",Hempstead,rural,4.42,4.42,4.42,4.42,31.8,50.2,15.7,45298.0,15521,4.0
AR,71822,133,"297 Hwy 32 By-pass E, Ashdown, AR 71822",Little River,rural,4.56,4.56,4.56,4.56,18.4,73.5,3.1,64583.0,7629,3.6
AR,71832,279,"926 E Collin Raye Dr, De Queen, AR 71832",Sevier,rural,4.28,4.28,4.28,4.28,4.3,43.9,45.5,54185.0,10586,3.6
AR,71852,33,"1710 S 4th St, Nashville, AR 71852",Hempstead,rural,4.36,4.36,4.36,4.36,18.7,63.1,15.5,51176.0,9688,4.0
AR,71854,468,"133 Arkansas Blvd, Texarkana, AR 71854",Miller,rural,4.42,4.42,4.42,4.42,28.6,63.6,3.8,46207.0,36148,4.0
AR,71901,5790,1544 Malvern Ave,Garland,rural,4.36,4.36,4.36,4.36,12.9,72.7,8.0,51863.0,30023,4.0
AR,71909,5433,"3604 N Highway 7, Hot Springs Village, AR 71909",Garland,rural,4.36,4.36,4.36,4.36,0.7,94.1,1.2,66754.0,18998,4.0
AR,71913,5789|52|261,1640 Airport Road,Garland,rural,4.36,4.36,4.36,4.36,8.5,79.8,6.9,54836.0,46227,4.0
AR,71923,318,"109 Wp Malone Dr, Arkadelphia, AR 71923",Clark,rural,4.36,4.36,4.36,4.36,26.4,66.2,4.3,48602.0,14400,4.0
AR,71953,67,"600 Highway 71 N, Mena, AR 71953",Polk,rural,4.26,4.26,4.26,4.26,0.1,91.3,3.2,51642.0,13159,3.6
AR,72012,4168,"2003 W Center St, Beebe, AR 72012",White,rural,4.36,4.36,4.36,4.36,1.5,91.0,3.2,59120.0,13133,4.3
AR,72015,85,"17309 Interstate 30 S, Benton, AR 72015",Grant,rural,4.36,4.36,4.36,4.36,10.0,81.9,3.6,63825.0,27298,4.3
AR,72022,3230,"400 Bryant Ave, Bryant, AR 72022",Saline,urban,4.36,4.36,4.36,4.36,15.6,76.2,2.1,77033.0,18153,4.3
AR,72023,6975|2587,1203 S. Pine St,Faulkner,rural,4.36,4.36,4.36,4.36,3.0,86.3,4.4,72637.0,36042,4.0
AR,72031,788,"1966 Highway 65 S, Clinton, AR 72031",Conway,rural,4.27,4.27,4.27,4.27,0.5,92.3,4.5,45556.0,7097,4.0
AR,72032,5,1155 Hwy 65 North,Faulkner,rural,4.26,4.26,4.26,4.26,14.5,74.1,6.6,59410.0,34900,4.0
AR,72034,3168|2575,2550 Prince St,Faulkner,rural,4.26,4.26,4.26,4.26,16.5,73.7,3.4,57081.0,48286,4.0
AR,72058,7317,"75 South Broadview, Greenbrier, AR 72058",Faulkner,rural,4.26,4.26,4.26,4.26,0.4,91.1,5.0,79985.0,18083,4.0
AR,72076,24,"2000 John Harden Dr, Jacksonville, AR 72076",Faulkner,rural,4.36,4.36,4.36,4.36,36.0,51.3,5.6,51560.0,39284,4.0
AR,72086,169,"322 Brownsville Loop, Lonoke, AR 72086",Lonoke,rural,4.36,4.36,4.36,4.36,10.2,77.6,6.6,54258.0,11761,4.3
AR,72104,127,"1910 Martin Luther King Blvd, Malvern, AR 72104",Garland,rural,4.36,4.36,4.36,4.36,15.5,76.5,4.7,50787.0,23494,4.0
AR,72110,8,"1621 North Business 9, Morrilton, AR 72110",Conway,rural,4.32,4.32,4.32,4.32,13.1,77.4,5.7,46720.0,11250,4.0
AR,72112,18,"1211 Highway 367 N, Newport, AR 72112",Independence,rural,4.42,4.42,4.42,4.42,18.5,68.0,4.4,40096.0,10864,4.0
AR,72113,4460,12001 Maumelle Blvd,Pulaski,urban,4.36,4.36,4.36,4.36,25.4,61.5,4.7,71351.0,26322,4.3
AR,72117,1105,4450 E Mccain Blvd,Pulaski,rural,4.36,4.36,4.36,4.36,68.0,24.6,1.7,38438.0,14452,4.3
AR,72120,2743|7,8801 Highway 107,Faulkner,rural,4.36,4.36,4.36,4.36,25.2,67.5,2.3,73224.0,32815,4.0
AR,72143,2431|157,1330 W Beebe Capps Expy,Cleburne,rural,4.36,4.36,4.36,4.36,7.5,82.9,4.9,49402.0,34692,4.0
AR,72150,336,"1308 S Rock St, Sheridan, AR 72150",Grant,rural,4.36,4.36,4.36,4.36,2.4,90.9,3.0,71395.0,12370,4.3
AR,72160,102,"406 E 22nd St, Stuttgart, AR 72160",Arkansas,rural,4.42,4.42,4.42,4.42,38.0,57.1,2.1,58865.0,9055,4.6
AR,72205,126,2700 S Shackleford Rd,Pulaski,urban,4.36,4.36,4.36,4.36,26.0,65.3,2.3,61959.0,21794,4.3
AR,72209,124,8801 Baseline Rd,Pulaski,urban,4.36,4.36,4.36,4.36,62.6,10.2,25.5,40161.0,32095,4.3
AR,72211,5706,700 Bowman Rd,Pulaski,urban,3.96,3.96,3.96,4.36,24.1,60.3,4.2,76503.0,23832,4.3
AR,72223,5244,19301 Cantrell Rd,Pulaski,rural,4.36,4.36,4.36,4.36,19.0,65.7,2.7,99646.0,26558,4.3
AR,72301,70,"798 W Service Rd, West Memphis, AR 72301",Crittenden,urban,4.36,4.36,4.36,4.36,62.2,31.9,2.1,41022.0,24404,4.6
AR,72315,62,"3700 E Highway 18, Blytheville, AR 72315",Mississippi,rural,4.42,4.42,4.42,4.42,43.5,49.2,3.9,47305.0,20255,4.3
AR,72335,91,"205 Deadrick Rd, Forrest City, AR 72335",Lee,rural,4.62,4.62,4.62,4.62,61.0,31.9,4.9,40237.0,16320,4.6
AR,72364,4654,"2100 State Highway 77, Marion, AR 72364",Crittenden,rural,4.36,,,,35.4,50.3,4.5,73762.0,16314,4.6
AR,72370,74,"2720 W Keiser Ave, Osceola, AR 72370",Mississippi,rural,4.42,4.42,4.42,4.42,51.7,37.0,6.5,43949.0,7265,4.3
AR,72390,714,"602 Shelia Street, Helena-west Helena, AR 72390",Phillips,rural,4.44,4.44,4.44,4.44,71.7,26.1,0.8,31731.0,6973,4.6
AR,72396,68,"800 Highway 64 E, Wynne, AR 72396",Cross,rural,4.42,4.42,4.42,4.58,21.9,70.6,2.7,51644.0,12771,4.3
AR,72401,6943|45,2811 Creek Dr,Craighead,rural,3.06,3.06,3.06,3.06,25.5,61.3,8.8,42460.0,42159,4.3
AR,72404,6876|128,3319 Harrisburg Road,Craighead,rural,3.12,3.12,3.12,3.12,17.1,73.9,4.1,64545.0,29571,4.3
AR,72450,5780|36,2600 Linwood Dr,Craighead,rural,3.06,3.06,3.06,3.06,2.8,89.5,3.5,54234.0,40251,4.3
AR,72455,71,"1415 Highway 67 S, Pocahontas, AR 72455",Randolph,rural,4.46,4.46,4.46,4.46,1.7,89.0,2.0,47334.0,13557,4.0
AR,72472,229,"512 Industrial Park Dr, Trumann, AR 72472",Poinsett,rural,4.46,4.46,4.46,4.46,4.1,87.3,2.4,38465.0,9032,4.3
AR,72476,57,"1600 W Main St, Walnut Ridge, AR 72476",Craighead,rural,5.24,3.66,3.66,3.66,1.7,90.8,2.3,41762.0,7619,4.3
AR,72501,119,"3150 Harrison St, Batesville, AR 72501",Independence,rural,4.42,4.42,4.42,4.42,2.6,81.2,9.5,52507.0,26604,4.0
AR,72513,160,"219 Highway 412, Ash Flat, AR 72513",Fulton,rural,4.42,4.42,4.42,4.42,0.9,93.7,1.7,39890.0,2630,4.0
AR,72543,281,"1500 Hwy 25b, Heber Spgs, AR 72543",Cleburne,rural,4.36,4.36,4.36,4.36,0.6,93.6,2.8,58182.0,12773,4.0
