date,series,value
1890-03-28,russia,4.2328
1890-04-04,dutch,3.0864
1890-04-04,france,3.3889
1890-04-04,russia,4.2328
1890-04-11,dutch,3.0864
1890-04-11,france,3.3736
1890-04-11,russia,4.2216
1890-04-18,dutch,3.0864
1890-04-18,france,3.3651
1890-04-18,russia,4.1721
1890-04-25,dutch,3.0864
1890-04-25,france,3.3689
1890-04-25,russia,4.1721
1890-05-02,dutch,3.0864
1890-05-02,france,3.3557
1890-05-02,russia,4.1237
1890-05-09,dutch,3.0488
1890-05-09,france,3.3623
1890-05-09,russia,4.0712
1890-05-16,dutch,3.0488
1890-05-16,france,3.351
1890-05-16,russia,4.0302
1890-05-23,dutch,3.0488
1890-05-23,france,3.3315
1890-05-23,russia,4.0404
1890-05-30,dutch,3.0488
1890-05-30,france,3.3067
1890-05-30,russia,4.0201
1890-06-06,dutch,3.0488
1890-06-06,france,3.2582
1890-06-06,russia,4.0302
1890-06-13,dutch,3.0488
1890-06-13,france,3.2415
1890-06-13,russia,4.0404
1890-06-20,dutch,3.0488
1890-06-20,france,3.268
1890-06-20,russia,4.0712
1890-06-27,dutch,3.0488
1890-06-27,france,3.2671
1890-06-27,russia,4.0712
1890-07-04,dutch,3.0864
1890-07-04,france,3.294
1890-07-04,russia,4.1131
1890-07-11,dutch,3.125
1890-07-11,france,3.2931
1890-07-11,russia,4.1344
1890-07-18,dutch,3.1646
1890-07-18,france,3.2698
1890-07-18,russia,4.1026
1890-07-25,dutch,3.1646
1890-07-25,france,3.2354
1890-07-25,russia,4.0816
1890-08-01,dutch,3.1646
1890-08-01,france,3.2415
1890-08-01,russia,4.1026
1890-08-08,dutch,3.1646
1890-08-08,france,3.194
1890-08-08,russia,4.0816
1890-08-15,dutch,3.1646
1890-08-15,france,3.1729
1890-08-15,russia,4.0506
1890-08-22,dutch,3.1646
1890-08-22,france,3.1671
1890-08-22,russia,4.0302
1890-08-29,dutch,3.1646
1890-08-29,france,3.1687
1890-08-29,russia,4.0201
1890-09-05,dutch,3.1646
1890-09-05,france,3.1234
1890-09-05,russia,4.0201
1890-09-12,dutch,3.1646
1890-09-12,france,3.1381
1890-09-12,russia,4.0201
1890-09-19,dutch,3.1646
1890-09-19,france,3.1654
1890-09-19,russia,4.01
1890-09-26,dutch,3.2051
1890-09-26,france,3.1364
1890-09-26,russia,4.0201
1890-10-03,dutch,3.1646
1890-10-03,france,3.1654
1890-10-03,russia,4.0609
1890-10-10,dutch,3.1646
1890-10-10,france,3.1637
1890-10-10,russia,4.0609
1890-10-17,dutch,3.2051
1890-10-17,france,3.2077
1890-10-17,russia,4.0921
1890-10-24,dutch,3.2051
1890-10-24,france,3.1754
1890-10-24,russia,4.0921
1890-10-31,dutch,3.2051
1890-10-31,france,3.1906
1890-10-31,russia,4.0816
1890-11-07,dutch,3.1646
1890-11-07,france,3.1646
1890-11-07,russia,4.0921
1890-11-14,dutch,3.2051
1890-11-14,france,3.1537
1890-11-14,russia,4.0921
1890-11-21,dutch,3.2468
1890-11-21,france,3.1704
1890-11-21,russia,4.0816
1890-11-28,dutch,3.2051
1890-11-28,france,3.1529
1890-11-28,russia,4.0816
1890-12-05,dutch,3.2051
1890-12-05,france,3.1414
1890-12-05,russia,4.0506
1890-12-12,dutch,3.2051
1890-12-12,france,3.1226
1890-12-12,russia,4.0506
1890-12-19,dutch,3.2051
1890-12-19,france,3.1546
1890-12-19,russia,4.0302
1890-12-26,dutch,3.2051
1890-12-26,france,3.1654
1890-12-26,russia,4.0816
1891-01-02,dutch,3.2051
1891-01-02,france,3.1562
1891-01-02,russia,4.0609
1891-01-09,dutch,3.2051
1891-01-09,france,3.148
1891-01-09,russia,4.0712
1891-01-16,dutch,3.2051
1891-01-16,france,3.1463
1891-01-16,russia,4.0609
1891-01-23,dutch,3.2051
1891-01-23,france,3.1397
1891-01-23,russia,4.0506
1891-01-30,dutch,3.2051
1891-01-30,france,3.1397
1891-01-30,russia,4.0302
1891-02-06,dutch,3.2051
1891-02-06,france,3.143
1891-02-06,russia,4.0201
1891-02-13,dutch,3.2051
1891-02-13,france,3.134
1891-02-13,russia,4.01
1891-02-20,dutch,3.2051
1891-02-20,france,3.1315
1891-02-20,russia,4.0
1891-02-27,dutch,3.1646
1891-02-27,france,3.1521
1891-02-27,russia,4.01
1891-03-06,dutch,3.1646
1891-03-06,france,3.1389
1891-03-06,russia,4.0
1891-03-13,dutch,3.1646
1891-03-13,france,3.1488
1891-03-13,russia,4.0
1891-03-20,dutch,3.2051
1891-03-20,france,3.1621
1891-03-20,russia,3.99
1891-03-27,dutch,3.2051
1891-03-27,france,3.1596
1891-03-27,russia,3.99
1891-04-03,dutch,3.2051
1891-04-03,france,3.1546
1891-04-03,russia,4.0404
1891-04-10,dutch,3.2051
1891-04-10,france,3.1596
1891-04-10,russia,4.0404
1891-04-17,dutch,3.2051
1891-04-17,france,3.1612
1891-04-17,russia,4.0302
1891-04-24,dutch,3.2051
1891-04-24,france,3.1654
1891-04-24,russia,4.0404
1891-05-01,dutch,3.2468
1891-05-01,france,3.1654
1891-05-01,russia,4.0404
1891-05-08,dutch,3.2468
1891-05-08,france,3.1983
1891-05-08,russia,4.1558
1891-05-15,dutch,3.2468
1891-05-15,france,3.2216
1891-05-15,russia,4.1558
1891-05-22,dutch,3.2468
1891-05-22,france,3.2086
1891-05-22,russia,4.1451
1891-05-29,dutch,3.2468
1891-05-29,france,3.183
1891-05-29,russia,4.1026
1891-06-05,dutch,3.2051
1891-06-05,france,3.143
1891-06-05,russia,4.0609
1891-06-12,dutch,3.2051
1891-06-12,france,3.1307
1891-06-12,russia,4.0302
1891-06-19,dutch,3.2051
1891-06-19,france,3.1529
1891-06-19,russia,4.0302
1891-06-26,dutch,3.1646
1891-06-26,france,3.1546
1891-06-26,russia,4.0302
1891-07-03,dutch,3.2051
1891-07-03,france,3.1562
1891-07-03,russia,4.1131
1891-07-10,dutch,3.2051
1891-07-10,france,3.148
1891-07-10,russia,4.1026
1891-07-17,dutch,3.2051
1891-07-17,france,3.1513
1891-07-17,russia,4.1026
1891-07-24,dutch,3.2051
1891-07-24,france,3.1447
1891-07-24,russia,4.1131
1891-07-31,dutch,3.2051
1891-07-31,france,3.1539
1891-07-31,russia,4.1451
1891-08-07,dutch,3.2051
1891-08-07,france,3.1488
1891-08-07,russia,4.1131
1891-08-14,dutch,3.2468
1891-08-14,france,3.1513
1891-08-14,russia,4.1667
1891-08-21,dutch,3.2468
1891-08-21,france,3.1471
1891-08-21,russia,4.1451
1891-08-28,dutch,3.2468
1891-08-28,france,3.143
1891-08-28,russia,4.1451
1891-09-04,dutch,3.2051
1891-09-04,france,3.1242
1891-09-04,russia,4.1026
1891-09-11,dutch,3.2051
1891-09-11,france,3.1104
1891-09-11,russia,4.0609
1891-09-18,dutch,3.2051
1891-09-18,france,3.1391
1891-09-18,russia,4.0816
1891-09-25,dutch,3.2468
1891-09-25,france,3.1193
1891-09-25,russia,4.0712
1891-10-02,dutch,3.2468
1891-10-02,france,3.1258
1891-10-02,russia,4.1237
1891-10-09,dutch,3.2468
1891-10-09,france,3.1266
1891-10-09,russia,4.1451
1891-10-16,dutch,3.2468
1891-10-16,france,3.1193
1891-10-16,russia,4.1237
1891-10-23,dutch,3.2468
1891-10-23,france,3.1307
1891-10-23,russia,4.1885
1891-10-30,dutch,3.2051
1891-10-30,france,3.1242
1891-10-30,russia,4.2328
1891-11-06,dutch,3.2051
1891-11-06,france,3.1529
1891-11-06,russia,4.336
1891-11-13,dutch,3.2051
1891-11-13,france,3.1612
1891-11-13,russia,4.4444
1891-11-20,dutch,3.2895
1891-11-20,france,3.1839
1891-11-20,russia,4.4017
1891-11-27,dutch,3.2895
1891-11-27,france,3.148
1891-11-27,russia,4.336
1891-12-04,dutch,3.2468
1891-12-04,france,3.134
1891-12-04,russia,4.261
1891-12-11,dutch,3.2468
1891-12-11,france,3.1307
1891-12-11,russia,4.2384
1891-12-18,dutch,3.2468
1891-12-18,france,3.1496
1891-12-18,russia,4.2161
1891-12-25,dutch,3.2468
1891-12-25,france,3.1513
1891-12-25,russia,4.1995
1892-01-01,dutch,3.2051
1892-01-01,france,3.1604
1892-01-01,russia,4.2328
1892-01-08,dutch,3.2468
1892-01-08,france,3.1496
1892-01-08,russia,4.2667
1892-01-15,dutch,3.2468
1892-01-15,france,3.1529
1892-01-15,russia,4.3069
1892-01-22,dutch,3.2468
1892-01-22,france,3.1471
1892-01-22,russia,4.2838
1892-01-29,dutch,3.2468
1892-01-29,france,3.1471
1892-01-29,russia,4.2724
1892-02-05,dutch,3.2468
1892-02-05,france,3.1414
1892-02-05,russia,4.2553
1892-02-12,dutch,3.2468
1892-02-12,france,3.134
1892-02-12,russia,4.3069
1892-02-19,dutch,3.2468
1892-02-19,france,3.1291
1892-02-19,russia,4.3011
1892-02-26,dutch,3.2468
1892-02-26,france,3.1234
1892-02-26,russia,4.3243
1892-03-04,dutch,3.2468
1892-03-04,france,3.1096
1892-03-04,russia,4.2724
1892-03-11,dutch,3.2468
1892-03-11,france,3.0992
1892-03-11,russia,4.261
1892-03-18,dutch,3.2468
1892-03-18,france,3.1201
1892-03-18,russia,4.3243
1892-03-25,dutch,3.2051
1892-03-25,france,3.1088
1892-03-25,russia,4.2781
1892-04-01,dutch,3.2051
1892-04-01,france,3.0992
1892-04-01,russia,4.3069
1892-04-08,dutch,3.2051
1892-04-08,france,3.0976
1892-04-08,russia,4.2895
1892-04-15,dutch,3.2051
1892-04-15,france,3.0976
1892-04-15,russia,4.3127
1892-04-22,dutch,3.2051
1892-04-22,france,3.1016
1892-04-22,russia,4.2838
1892-04-29,dutch,3.2051
1892-04-29,france,3.0984
1892-04-29,russia,4.2553
1892-05-06,dutch,3.2051
1892-05-06,france,3.088
1892-05-06,russia,4.1995
1892-05-13,dutch,3.2051
1892-05-13,france,3.0698
1892-05-13,russia,4.1775
1892-05-20,dutch,3.2051
1892-05-20,france,3.0667
1892-05-20,russia,4.1505
1892-05-27,dutch,3.2051
1892-05-27,france,3.0565
1892-05-27,russia,4.1237
1892-06-03,dutch,3.2051
1892-06-03,france,3.0519
1892-06-03,russia,4.1237
1892-06-10,dutch,3.2051
1892-06-10,france,3.0242
1892-06-10,russia,4.1237
1892-06-17,dutch,3.2051
1892-06-17,france,3.003
1892-06-17,russia,4.1026
1892-06-24,dutch,3.2051
1892-06-24,france,3.0166
1892-06-24,russia,4.129
1892-07-01,dutch,3.2051
1892-07-01,france,3.0349
1892-07-01,russia,4.1775
1892-07-08,dutch,3.2051
1892-07-08,france,3.0364
1892-07-08,russia,4.2272
1892-07-15,dutch,3.2051
1892-07-15,france,3.0558
1892-07-15,russia,4.2161
1892-07-22,dutch,3.2051
1892-07-22,france,3.0503
1892-07-22,russia,4.1775
1892-07-29,dutch,3.2051
1892-07-29,france,3.0503
1892-07-29,russia,4.1885
1892-08-05,dutch,3.2051
1892-08-05,france,3.0257
1892-08-05,russia,4.1721
1892-08-12,dutch,3.2051
1892-08-12,france,3.0151
1892-08-12,russia,4.1612
1892-08-19,dutch,3.2051
1892-08-19,france,3.006
1892-08-19,russia,4.1397
1892-08-26,dutch,3.2051
1892-08-26,france,3.006
1892-08-26,russia,4.1505
1892-09-02,dutch,3.2051
1892-09-02,france,2.994
1892-09-02,russia,4.129
1892-09-09,dutch,3.2051
1892-09-09,france,2.9828
1892-09-09,russia,4.1078
1892-09-23,dutch,3.1646
1892-09-23,france,3.003
1892-09-23,russia,4.0764
1892-09-30,dutch,3.1646
1892-09-30,france,3.0038
1892-09-30,russia,4.0661
1892-10-07,dutch,3.1646
1892-10-07,france,3.0151
1892-10-07,russia,4.1078
1892-10-14,dutch,3.1646
1892-10-14,france,3.0219
1892-10-14,russia,4.1026
1892-10-21,dutch,3.1646
1892-10-21,france,3.0257
1892-10-21,russia,4.1078
1892-10-28,dutch,3.1646
1892-10-28,france,3.0242
1892-10-28,russia,4.1451
1892-11-04,dutch,3.1646
1892-11-04,france,3.0311
1892-11-04,russia,4.1344
1892-11-11,dutch,3.1646
1892-11-11,france,3.0136
1892-11-11,russia,4.1184
1892-11-18,dutch,3.1646
1892-11-18,france,3.0181
1892-11-18,russia,4.1026
1892-11-25,dutch,3.1646
1892-11-25,france,3.0105
1892-11-25,russia,4.0921
1892-12-02,dutch,3.1646
1892-12-02,france,3.0311
1892-12-02,russia,4.1078
1892-12-09,dutch,3.1646
1892-12-09,france,2.9993
1892-12-09,russia,4.0506
1892-12-16,dutch,3.0488
1892-12-16,france,3.0128
1892-12-16,russia,4.0558
1892-12-23,dutch,3.0488
1892-12-23,france,3.0488
1892-12-23,russia,4.0455
1892-12-30,dutch,3.0488
1892-12-30,france,3.1072
1892-12-30,russia,4.0921
1893-01-06,dutch,3.0864
1893-01-06,france,3.1788
1893-01-06,russia,4.1451
1893-01-13,dutch,3.0864
1893-01-13,france,3.1579
1893-01-13,russia,4.1184
1893-01-20,dutch,3.0864
1893-01-20,france,3.1177
1893-01-20,russia,4.0868
1893-01-27,dutch,3.0864
1893-01-27,france,3.0984
1893-01-27,russia,4.0816
1893-02-03,dutch,3.0864
1893-02-03,france,3.0612
1893-02-03,russia,4.0661
1893-02-10,dutch,3.0864
1893-02-10,france,3.0612
1893-02-10,russia,4.0455
1893-02-17,dutch,3.0864
1893-02-17,france,3.0449
1893-02-17,russia,4.0201
1893-02-24,dutch,3.012
1893-02-24,france,3.0573
1893-02-24,russia,4.0252
1893-03-03,dutch,3.012
1893-03-03,france,3.0589
1893-03-03,russia,4.0252
1893-03-10,dutch,3.012
1893-03-10,france,3.0659
1893-03-10,russia,4.0201
1893-03-17,dutch,3.012
1893-03-17,france,3.0944
1893-03-17,russia,4.0302
1893-03-24,dutch,3.012
1893-03-24,france,3.0825
1893-03-24,russia,4.0151
1893-03-31,dutch,3.012
1893-03-31,france,3.0984
1893-03-31,russia,4.005
1893-04-07,dutch,3.012
1893-04-07,france,3.092
1893-04-07,russia,4.0609
1893-04-14,dutch,3.012
1893-04-14,france,3.1299
1893-04-14,russia,4.0609
1893-04-21,dutch,3.012
1893-04-21,france,3.1104
1893-04-21,russia,4.0455
1893-04-28,dutch,2.9762
1893-04-28,france,3.1201
1893-04-28,russia,4.0404
1893-05-05,dutch,2.9762
1893-05-05,france,3.0872
1893-05-05,russia,4.0404
1893-05-12,dutch,2.9762
1893-05-12,france,3.1008
1893-05-12,russia,4.0404
1893-05-19,dutch,2.9762
1893-05-19,france,3.088
1893-05-19,russia,4.0455
1893-05-26,dutch,2.9762
1893-05-26,france,3.0769
1893-05-26,russia,4.0404
1893-06-02,dutch,3.0488
1893-06-02,france,3.0542
1893-06-02,russia,4.005
1893-06-09,dutch,3.0488
1893-06-09,france,3.0472
1893-06-09,russia,3.9851
1893-06-16,dutch,3.0488
1893-06-16,france,3.038
1893-06-16,russia,3.9851
1893-06-23,dutch,3.0488
1893-06-23,france,3.0769
1893-06-23,russia,3.9851
1893-06-30,dutch,3.0488
1893-06-30,france,3.0769
1893-06-30,russia,3.99
1893-07-07,dutch,3.0864
1893-07-07,france,3.0667
1893-07-07,russia,4.0302
1893-07-14,dutch,3.0864
1893-07-14,france,3.0698
1893-07-14,russia,4.0252
1893-07-21,dutch,3.125
1893-07-21,france,3.0597
1893-07-21,russia,4.0353
1893-07-28,dutch,3.0864
1893-07-28,france,3.073
1893-07-28,russia,4.0302
1893-08-04,dutch,3.0864
1893-08-04,france,3.0387
1893-08-04,russia,4.0404
1893-08-11,dutch,3.0864
1893-08-11,france,3.0295
1893-08-11,russia,4.01
1893-08-18,dutch,3.0864
1893-08-18,france,3.0173
1893-08-18,russia,4.01
1893-08-25,dutch,3.125
1893-08-25,france,3.0257
1893-08-25,russia,4.0201
1893-09-01,dutch,3.125
1893-09-01,france,3.0204
1893-09-01,russia,3.9702
1893-09-08,dutch,3.0864
1893-09-08,france,3.0128
1893-09-08,russia,3.9702
1893-09-15,dutch,3.0864
1893-09-15,france,3.0227
1893-09-15,russia,3.9702
1893-09-22,dutch,3.0864
1893-09-22,france,3.048
1893-09-22,russia,3.99
1893-09-29,dutch,3.0864
1893-09-29,france,3.0457
1893-09-29,russia,3.99
1893-10-06,dutch,3.0864
1893-10-06,france,3.0589
1893-10-06,russia,4.0404
1893-10-13,dutch,3.0864
1893-10-13,france,3.0472
1893-10-13,russia,4.01
1893-10-20,dutch,3.0864
1893-10-20,france,3.0511
1893-10-20,russia,4.0201
1893-10-27,dutch,3.0864
1893-10-27,france,3.0511
1893-10-27,russia,4.01
1893-11-03,dutch,3.0864
1893-11-03,france,3.0534
1893-11-03,russia,4.0201
1893-11-10,dutch,3.0864
1893-11-10,france,3.0257
1893-11-10,russia,3.99
1893-11-17,dutch,3.0864
1893-11-17,france,3.0272
1893-11-17,russia,3.9702
1893-11-24,dutch,2.9762
1893-11-24,france,3.0311
1893-11-24,russia,3.9604
1893-12-01,dutch,3.0488
1893-12-01,france,3.0242
1893-12-01,russia,3.9604
1893-12-08,dutch,3.0864
1893-12-08,france,3.0242
1893-12-08,russia,3.9604
1893-12-15,dutch,3.0488
1893-12-15,france,3.0303
1893-12-15,russia,3.99
1893-12-22,dutch,3.0488
1893-12-22,france,3.0497
1893-12-22,russia,3.9801
1893-12-29,dutch,3.0488
1893-12-29,france,3.0575
1893-12-29,russia,3.9801
1894-01-05,dutch,3.012
1894-01-05,france,3.0558
1894-01-05,russia,4.0
1894-01-12,dutch,3.012
1894-01-12,france,3.0581
1894-01-12,russia,4.0
1894-01-19,dutch,2.9762
1894-01-19,france,3.0542
1894-01-19,russia,3.9801
1894-01-26,dutch,2.9762
1894-01-26,france,3.0872
1894-01-26,russia,3.9801
1894-02-02,dutch,2.9762
1894-02-02,france,3.0801
1894-02-02,russia,3.9801
1894-02-09,dutch,2.9762
1894-02-09,france,3.0597
1894-02-09,russia,3.9702
1894-02-16,dutch,2.9762
1894-02-16,france,3.0441
1894-02-16,russia,3.9604
1894-02-23,dutch,2.9412
1894-02-23,france,3.0349
1894-02-23,russia,3.9604
1894-03-02,dutch,2.8409
1894-03-02,france,3.0151
1894-03-02,russia,3.9506
1894-03-09,dutch,2.8409
1894-03-09,france,3.0364
1894-03-09,russia,3.9409
1894-03-16,dutch,2.8409
1894-03-16,france,3.0166
1894-03-16,russia,3.9604
1894-03-23,dutch,2.8736
1894-03-23,france,3.0211
1894-03-23,russia,3.9506
1894-03-30,dutch,2.8736
1894-03-30,france,3.0196
1894-03-30,russia,3.9409
1894-04-06,dutch,2.8736
1894-04-06,france,3.0272
1894-04-06,russia,3.9801
1894-04-13,dutch,2.8736
1894-04-13,france,3.0234
1894-04-13,russia,3.9801
1894-04-20,dutch,2.8736
1894-04-20,france,3.012
1894-04-20,russia,3.9801
1894-04-27,dutch,2.8409
1894-04-27,france,3.006
1894-04-27,russia,3.9604
1894-05-04,dutch,2.8409
1894-05-04,france,2.994
1894-05-04,russia,3.9604
1894-05-11,dutch,2.8409
1894-05-11,france,2.9836
1894-05-11,russia,3.9409
1894-05-18,dutch,2.8409
1894-05-18,france,2.9718
1894-05-18,russia,3.9312
1894-05-25,dutch,2.8409
1894-05-25,france,2.9755
1894-05-25,russia,3.9216
1894-06-01,dutch,2.8409
1894-06-01,france,2.9806
1894-06-01,russia,3.9312
1894-06-08,dutch,2.8409
1894-06-08,france,2.9777
1894-06-08,russia,3.9216
1894-06-15,dutch,2.809
1894-06-15,france,2.9777
1894-06-15,russia,3.9216
1894-06-22,dutch,2.809
1894-06-22,france,2.9873
1894-06-22,russia,3.9216
1894-06-29,dutch,2.809
1894-06-29,france,2.9873
1894-06-29,russia,3.912
1894-07-06,dutch,2.8409
1894-07-06,france,2.9762
1894-07-06,russia,3.9409
1894-07-13,dutch,2.8409
1894-07-13,france,2.9747
1894-07-13,russia,3.9409
1894-07-20,dutch,2.8409
1894-07-20,france,2.9637
1894-07-20,russia,3.9312
1894-07-27,dutch,2.809
1894-07-27,france,2.9542
1894-07-27,russia,3.9506
1894-08-03,dutch,2.809
1894-08-03,france,2.9376
1894-08-03,russia,3.9506
1894-08-10,dutch,2.7473
1894-08-10,france,2.9338
1894-08-10,russia,3.9409
1894-08-24,dutch,2.7473
1894-08-24,france,2.9049
1894-08-24,germany,3.2258
1894-08-24,russia,3.9312
1894-08-31,dutch,2.7473
1894-08-31,france,2.8881
1894-08-31,germany,3.1579
1894-08-31,russia,3.9216
1894-09-07,dutch,2.7473
1894-09-07,france,2.8777
1894-09-07,germany,3.1579
1894-09-07,russia,3.8929
1894-09-14,dutch,2.7174
1894-09-14,france,2.8681
1894-09-14,germany,3.125
1894-09-14,russia,3.8647
1894-09-21,dutch,2.7174
1894-09-21,france,2.9056
1894-09-21,germany,3.1414
1894-09-21,russia,3.8835
1894-09-28,dutch,2.7473
1894-09-28,france,2.9211
1894-09-28,germany,3.1414
1894-09-28,russia,3.9216
1894-10-05,dutch,2.7473
1894-10-05,france,2.9304
1894-10-05,germany,3.2258
1894-10-05,russia,4.0506
1894-10-12,dutch,2.7473
1894-10-12,france,2.9441
1894-10-12,germany,3.2086
1894-10-12,russia,4.01
1894-10-19,dutch,2.7473
1894-10-19,france,2.9637
1894-10-19,germany,3.2258
1894-10-19,russia,4.0609
1894-10-26,dutch,2.7473
1894-10-26,france,2.96
1894-10-26,germany,3.2258
1894-10-26,russia,4.0201
1894-11-02,dutch,2.7473
1894-11-02,france,2.9528
1894-11-02,germany,3.1915
1894-11-02,russia,3.99
1894-11-09,dutch,2.7174
1894-11-09,france,2.9204
1894-11-09,germany,3.1915
1894-11-09,russia,3.9506
1894-11-16,dutch,2.7174
1894-11-16,france,2.9254
1894-11-16,germany,3.1915
1894-11-16,russia,3.912
1894-11-23,dutch,2.7174
1894-11-23,france,2.9455
1894-11-23,germany,3.1915
1894-11-23,russia,3.9024
1894-11-30,dutch,2.7174
1894-11-30,france,2.9426
1894-11-30,germany,3.1579
1894-11-30,russia,3.8647
1894-12-07,dutch,2.7174
1894-12-07,france,2.9318
1894-12-07,germany,3.1579
1894-12-07,russia,3.8647
1894-12-14,dutch,2.7174
1894-12-14,france,2.9326
1894-12-14,germany,3.1746
1894-12-14,russia,3.8741
1894-12-21,dutch,2.6882
1894-12-21,france,2.9542
1894-12-21,germany,3.1746
1894-12-21,russia,3.8741
1894-12-28,dutch,2.6882
1894-12-28,france,2.9491
1894-12-28,germany,3.1662
1894-12-28,russia,3.8647
1895-01-04,dutch,2.7473
1895-01-04,france,2.952
1895-01-04,germany,3.125
1895-01-04,russia,3.9024
1895-01-11,dutch,2.7174
1895-01-11,france,2.9354
1895-01-11,germany,3.125
1895-01-11,russia,3.9024
1895-01-18,dutch,2.7174
1895-01-18,france,2.9369
1895-01-18,germany,3.1088
1895-01-18,russia,3.8835
1895-01-25,dutch,2.7174
1895-01-25,france,2.9304
1895-01-25,germany,3.1008
1895-01-25,russia,3.8741
1895-02-01,dutch,2.7174
1895-02-01,france,2.9247
1895-02-01,germany,3.0928
1895-02-01,russia,3.8741
1895-02-08,dutch,2.7174
1895-02-08,france,2.9049
1895-02-08,germany,3.0928
1895-02-08,russia,3.8554
1895-02-15,dutch,2.7174
1895-02-15,france,2.8993
1895-02-15,germany,3.0928
1895-02-15,russia,3.8554
1895-02-22,dutch,2.7174
1895-02-22,france,2.9056
1895-02-22,germany,3.0691
1895-02-22,russia,3.8462
1895-03-01,dutch,2.7174
1895-03-01,france,2.9098
1895-03-01,germany,3.0612
1895-03-01,russia,3.8462
1895-03-08,dutch,2.7174
1895-03-08,france,2.893
1895-03-08,germany,3.0612
1895-03-08,russia,3.8554
1895-03-15,dutch,2.6596
1895-03-15,france,2.9049
1895-03-15,germany,3.0612
1895-03-15,russia,3.8554
1895-03-22,dutch,2.6596
1895-03-22,france,2.9105
1895-03-22,germany,3.0612
1895-03-22,russia,3.8647
1895-03-29,dutch,2.6596
1895-03-29,france,2.9197
1895-03-29,germany,3.0691
1895-03-29,russia,3.8741
1895-04-05,dutch,2.6596
1895-04-05,france,2.9105
1895-04-05,germany,3.1088
1895-04-05,russia,3.912
1895-04-12,dutch,2.6596
1895-04-12,france,2.914
1895-04-12,germany,3.1088
1895-04-12,russia,3.912
1895-04-19,dutch,2.6596
1895-04-19,france,2.9183
1895-04-19,germany,3.1088
1895-04-19,russia,3.912
1895-04-26,dutch,2.6596
1895-04-26,france,2.9326
1895-04-26,germany,3.1088
1895-04-26,russia,3.9312
1895-05-03,dutch,2.6596
1895-05-03,france,2.934
1895-05-03,germany,3.1088
1895-05-03,russia,3.9216
1895-05-10,dutch,2.6596
1895-05-10,france,2.9183
1895-05-10,germany,3.0928
1895-05-10,russia,3.8835
1895-05-17,dutch,2.6596
1895-05-17,france,2.929
1895-05-17,germany,3.0928
1895-05-17,russia,3.8929
1895-05-24,dutch,2.6882
1895-05-24,france,2.9326
1895-05-24,germany,3.0769
1895-05-24,russia,3.8835
1895-05-31,dutch,2.6882
1895-05-31,france,2.9275
1895-05-31,germany,3.0769
1895-05-31,russia,3.8741
1895-06-07,dutch,2.6882
1895-06-07,france,2.9247
1895-06-07,germany,3.0769
1895-06-07,russia,3.8647
1895-06-14,dutch,2.6882
1895-06-14,france,2.9204
1895-06-14,germany,3.0457
1895-06-14,russia,3.8741
1895-06-21,dutch,2.6882
1895-06-21,france,2.9354
1895-06-21,germany,3.0457
1895-06-21,russia,3.8554
1895-06-28,dutch,2.6882
1895-06-28,france,2.9513
1895-06-28,germany,3.0303
1895-06-28,russia,3.8554
1895-07-05,dutch,2.7174
1895-07-05,france,2.9326
1895-07-05,germany,3.0303
1895-07-05,russia,3.8835
1895-07-12,dutch,2.7174
1895-07-12,france,2.9347
1895-07-12,germany,3.0151
1895-07-12,russia,3.8929
1895-07-19,dutch,2.7174
1895-07-19,france,2.9354
1895-07-19,germany,3.0151
1895-07-19,russia,3.9024
1895-07-26,dutch,2.7174
1895-07-26,france,2.9397
1895-07-26,germany,3.0303
1895-07-26,russia,3.912
1895-08-02,dutch,2.7174
1895-08-02,france,2.9376
1895-08-02,germany,3.0151
1895-08-02,russia,3.9024
1895-08-09,dutch,2.7174
1895-08-09,france,2.9333
1895-08-09,germany,3.0151
1895-08-09,russia,3.912
1895-08-16,dutch,2.7174
1895-08-16,france,2.9311
1895-08-16,germany,3.0151
1895-08-16,russia,3.912
1895-08-23,dutch,2.7174
1895-08-23,france,2.9369
1895-08-23,germany,3.0151
1895-08-23,russia,3.9024
1895-08-30,dutch,2.7174
1895-08-30,france,2.9376
1895-08-30,germany,3.0
1895-08-30,russia,3.9024
1895-09-06,dutch,2.7174
1895-09-06,france,2.9405
1895-09-06,germany,3.0
1895-09-06,russia,3.9024
1895-09-13,dutch,2.6882
1895-09-13,france,2.9383
1895-09-13,germany,3.0
1895-09-13,russia,3.8929
1895-09-20,dutch,2.6882
1895-09-20,france,2.9725
1895-09-20,germany,3.0
1895-09-20,russia,3.8929
1895-09-27,dutch,2.6882
1895-09-27,france,2.9791
1895-09-27,germany,3.0151
1895-09-27,russia,3.8929
1895-10-04,dutch,2.6882
1895-10-04,france,2.9858
1895-10-04,germany,3.0457
1895-10-04,russia,3.9409
1895-10-11,dutch,2.6882
1895-10-11,france,2.9799
1895-10-11,germany,3.0457
1895-10-11,russia,3.9506
1895-10-18,dutch,2.6882
1895-10-18,france,2.9888
1895-10-18,germany,3.0769
1895-10-18,russia,3.9702
1895-10-25,dutch,2.6882
1895-10-25,france,2.9836
1895-10-25,germany,3.0769
1895-10-25,russia,3.9506
1895-11-01,dutch,2.6882
1895-11-01,france,3.0105
1895-11-01,germany,3.0769
1895-11-01,russia,3.99
1895-11-08,dutch,2.6882
1895-11-08,france,2.9948
1895-11-08,germany,3.0769
1895-11-08,russia,3.99
1895-11-15,dutch,2.7174
