date,series,value,unit,source,status,issuer_yield,benchmark_yield,fred_id,benchmark_id
1888-03-01,germany,95.00,bp,fred_nber,ok,3.6800,2.7300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1888-04-01,germany,92.00,bp,fred_nber,ok,3.6700,2.7500,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1888-05-01,germany,89.00,bp,fred_nber,ok,3.6600,2.7700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1888-06-01,germany,88.00,bp,fred_nber,ok,3.6400,2.7600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1888-07-01,germany,86.00,bp,fred_nber,ok,3.6200,2.7600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1888-08-01,germany,84.00,bp,fred_nber,ok,3.6100,2.7700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1888-09-01,germany,81.00,bp,fred_nber,ok,3.6200,2.8100,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1888-10-01,germany,79.00,bp,fred_nber,ok,3.6200,2.8300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1888-11-01,germany,79.00,bp,fred_nber,ok,3.6300,2.8400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1888-12-01,germany,78.00,bp,fred_nber,ok,3.6300,2.8500,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1889-01-01,germany,83.00,bp,fred_nber,ok,3.6100,2.7800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1889-02-01,germany,82.00,bp,fred_nber,ok,3.6000,2.7800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1889-03-01,germany,78.00,bp,fred_nber,ok,3.5900,2.8100,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1889-04-01,germany,81.00,bp,fred_nber,ok,3.6000,2.7900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1889-05-01,germany,82.00,bp,fred_nber,ok,3.6000,2.7800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1889-06-01,germany,80.00,bp,fred_nber,ok,3.6000,2.8000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1889-07-01,germany,81.00,bp,fred_nber,ok,3.6000,2.7900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1889-08-01,germany,79.00,bp,fred_nber,ok,3.5900,2.8000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1889-09-01,germany,77.00,bp,fred_nber,ok,3.6100,2.8400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1889-10-01,germany,78.00,bp,fred_nber,ok,3.6200,2.8400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1889-11-01,germany,81.00,bp,fred_nber,ok,3.6500,2.8400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1889-12-01,germany,80.00,bp,fred_nber,ok,3.6300,2.8300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1890-01-01,germany,79.00,bp,fred_nber,ok,3.6200,2.8300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1890-02-01,germany,81.00,bp,fred_nber,ok,3.6300,2.8200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1890-03-01,germany,83.00,bp,fred_nber,ok,3.6600,2.8300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1890-04-01,germany,84.00,bp,fred_nber,ok,3.6500,2.8100,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1890-05-01,germany,85.00,bp,fred_nber,ok,3.6500,2.8000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1890-06-01,germany,84.00,bp,fred_nber,ok,3.6700,2.8300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1890-07-01,germany,81.00,bp,fred_nber,ok,3.6700,2.8600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1890-08-01,germany,82.00,bp,fred_nber,ok,3.6800,2.8600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1890-09-01,germany,80.00,bp,fred_nber,ok,3.6800,2.8800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1890-10-01,germany,79.00,bp,fred_nber,ok,3.7000,2.9100,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1890-11-01,germany,80.00,bp,fred_nber,ok,3.7100,2.9100,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1890-12-01,germany,84.00,bp,fred_nber,ok,3.7200,2.8800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1891-01-01,germany,82.00,bp,fred_nber,ok,3.6600,2.8400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1891-02-01,germany,85.00,bp,fred_nber,ok,3.6800,2.8300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1891-03-01,germany,85.00,bp,fred_nber,ok,3.6700,2.8200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1891-04-01,germany,82.00,bp,fred_nber,ok,3.6800,2.8600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1891-05-01,germany,82.00,bp,fred_nber,ok,3.7100,2.8900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1891-06-01,germany,80.00,bp,fred_nber,ok,3.6900,2.8900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1891-07-01,germany,84.00,bp,fred_nber,ok,3.7100,2.8700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1891-08-01,germany,89.00,bp,fred_nber,ok,3.7500,2.8600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1891-09-01,germany,84.00,bp,fred_nber,ok,3.7400,2.9000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1891-10-01,germany,84.00,bp,fred_nber,ok,3.7400,2.9000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1891-11-01,germany,84.00,bp,fred_nber,ok,3.7400,2.9000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1891-12-01,germany,84.00,bp,fred_nber,ok,3.7300,2.8900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1892-01-01,germany,85.00,bp,fred_nber,ok,3.7200,2.8700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1892-02-01,germany,85.00,bp,fred_nber,ok,3.7200,2.8700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1892-03-01,germany,83.00,bp,fred_nber,ok,3.7000,2.8700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1892-04-01,germany,82.00,bp,fred_nber,ok,3.6800,2.8600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1892-05-01,germany,85.00,bp,fred_nber,ok,3.6700,2.8200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1892-06-01,germany,81.00,bp,fred_nber,ok,3.6500,2.8400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1892-07-01,germany,80.00,bp,fred_nber,ok,3.6400,2.8400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1892-08-01,germany,81.00,bp,fred_nber,ok,3.6400,2.8300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1892-09-01,germany,81.00,bp,fred_nber,ok,3.6500,2.8400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1892-10-01,germany,80.00,bp,fred_nber,ok,3.6400,2.8400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1892-11-01,germany,84.00,bp,fred_nber,ok,3.6700,2.8300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1892-12-01,germany,85.00,bp,fred_nber,ok,3.6700,2.8200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1893-01-01,germany,85.00,bp,fred_nber,ok,3.6500,2.8000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1893-02-01,germany,84.00,bp,fred_nber,ok,3.6200,2.7800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1893-03-01,germany,82.00,bp,fred_nber,ok,3.6200,2.8000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1893-04-01,germany,85.00,bp,fred_nber,ok,3.6300,2.7800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1893-05-01,germany,85.00,bp,fred_nber,ok,3.6400,2.7900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1893-06-01,germany,86.00,bp,fred_nber,ok,3.6400,2.7800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1893-07-01,germany,87.00,bp,fred_nber,ok,3.6500,2.7800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1893-08-01,germany,87.00,bp,fred_nber,ok,3.6800,2.8100,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1893-09-01,germany,91.00,bp,fred_nber,ok,3.6900,2.7800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1893-10-01,germany,89.00,bp,fred_nber,ok,3.6900,2.8000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1893-11-01,germany,90.00,bp,fred_nber,ok,3.7000,2.8000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1893-12-01,germany,88.00,bp,fred_nber,ok,3.6800,2.8000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1894-01-01,germany,89.00,bp,fred_nber,ok,3.6700,2.7800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1894-02-01,germany,88.00,bp,fred_nber,ok,3.6400,2.7600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1894-03-01,germany,87.00,bp,fred_nber,ok,3.6300,2.7600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1894-04-01,germany,86.00,bp,fred_nber,ok,3.6100,2.7500,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1894-05-01,germany,86.00,bp,fred_nber,ok,3.6000,2.7400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1894-06-01,germany,84.00,bp,fred_nber,ok,3.5600,2.7200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1894-07-01,germany,82.00,bp,fred_nber,ok,3.5300,2.7100,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1894-08-01,germany,84.00,bp,fred_nber,ok,3.5300,2.6900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1894-09-01,germany,78.00,bp,fred_nber,ok,3.4700,2.6900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1894-10-01,germany,77.00,bp,fred_nber,ok,3.4800,2.7100,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1894-11-01,germany,79.00,bp,fred_nber,ok,3.4700,2.6800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1894-12-01,germany,79.00,bp,fred_nber,ok,3.4600,2.6700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1895-01-01,germany,78.00,bp,fred_nber,ok,3.4100,2.6300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1895-02-01,germany,75.00,bp,fred_nber,ok,3.3900,2.6400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1895-03-01,germany,75.00,bp,fred_nber,ok,3.3800,2.6300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1895-04-01,germany,76.00,bp,fred_nber,ok,3.3800,2.6200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1895-05-01,germany,77.00,bp,fred_nber,ok,3.3700,2.6000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1895-06-01,germany,77.00,bp,fred_nber,ok,3.3500,2.5800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1895-07-01,germany,79.00,bp,fred_nber,ok,3.3500,2.5600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1895-08-01,germany,78.00,bp,fred_nber,ok,3.3400,2.5600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1895-09-01,germany,80.00,bp,fred_nber,ok,3.3500,2.5500,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1895-10-01,germany,80.00,bp,fred_nber,ok,3.3600,2.5600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1895-11-01,germany,78.00,bp,fred_nber,ok,3.3600,2.5800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1895-12-01,germany,77.00,bp,fred_nber,ok,3.3500,2.5800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1896-01-01,germany,78.00,bp,fred_nber,ok,3.3500,2.5700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1896-02-01,germany,81.00,bp,fred_nber,ok,3.3400,2.5300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1896-03-01,germany,83.00,bp,fred_nber,ok,3.3400,2.5100,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1896-04-01,germany,87.00,bp,fred_nber,ok,3.3400,2.4700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1896-05-01,germany,89.00,bp,fred_nber,ok,3.3400,2.4500,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1896-06-01,germany,91.00,bp,fred_nber,ok,3.3400,2.4300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1896-07-01,germany,91.00,bp,fred_nber,ok,3.3300,2.4200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1896-08-01,germany,90.00,bp,fred_nber,ok,3.3300,2.4300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1896-09-01,germany,86.00,bp,fred_nber,ok,3.3400,2.4800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1896-10-01,germany,82.00,bp,fred_nber,ok,3.3500,2.5300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1896-11-01,germany,87.00,bp,fred_nber,ok,3.3600,2.4900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1896-12-01,germany,88.00,bp,fred_nber,ok,3.3500,2.4700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1897-01-01,germany,89.00,bp,fred_nber,ok,3.3500,2.4600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1897-02-01,germany,92.00,bp,fred_nber,ok,3.3600,2.4400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1897-03-01,germany,90.00,bp,fred_nber,ok,3.3600,2.4600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1897-04-01,germany,89.00,bp,fred_nber,ok,3.3500,2.4600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1897-05-01,germany,92.00,bp,fred_nber,ok,3.3500,2.4300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1897-06-01,germany,91.00,bp,fred_nber,ok,3.3500,2.4400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1897-07-01,germany,91.00,bp,fred_nber,ok,3.3500,2.4400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1897-08-01,germany,91.00,bp,fred_nber,ok,3.3500,2.4400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1897-09-01,germany,90.00,bp,fred_nber,ok,3.3700,2.4700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1897-10-01,germany,92.00,bp,fred_nber,ok,3.3800,2.4600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1897-11-01,germany,94.00,bp,fred_nber,ok,3.3800,2.4400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1897-12-01,germany,94.00,bp,fred_nber,ok,3.3800,2.4400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1898-01-01,france,134.00,bp,fred_nber,ok,3.7800,2.4400,M13027FRM156NNBR,M1341CGB40000M156NNBR
1898-01-01,germany,93.00,bp,fred_nber,ok,3.3700,2.4400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1898-02-01,france,134.00,bp,fred_nber,ok,3.7800,2.4400,M13027FRM156NNBR,M1341CGB40000M156NNBR
1898-02-01,germany,93.00,bp,fred_nber,ok,3.3700,2.4400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1898-03-01,france,132.00,bp,fred_nber,ok,3.7800,2.4600,M13027FRM156NNBR,M1341CGB40000M156NNBR
1898-03-01,germany,91.00,bp,fred_nber,ok,3.3700,2.4600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1898-04-01,france,135.00,bp,fred_nber,ok,3.8300,2.4800,M13027FRM156NNBR,M1341CGB40000M156NNBR
1898-04-01,germany,91.00,bp,fred_nber,ok,3.3900,2.4800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1898-05-01,france,135.00,bp,fred_nber,ok,3.8300,2.4800,M13027FRM156NNBR,M1341CGB40000M156NNBR
1898-05-01,germany,92.00,bp,fred_nber,ok,3.4000,2.4800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1898-06-01,france,136.00,bp,fred_nber,ok,3.8300,2.4700,M13027FRM156NNBR,M1341CGB40000M156NNBR
1898-06-01,germany,94.00,bp,fred_nber,ok,3.4100,2.4700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1898-07-01,france,121.00,bp,fred_nber,ok,3.6800,2.4700,M13027FRM156NNBR,M1341CGB40000M156NNBR
1898-07-01,germany,95.00,bp,fred_nber,ok,3.4200,2.4700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1898-08-01,france,120.00,bp,fred_nber,ok,3.6800,2.4800,M13027FRM156NNBR,M1341CGB40000M156NNBR
1898-08-01,germany,95.00,bp,fred_nber,ok,3.4300,2.4800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1898-09-01,france,118.00,bp,fred_nber,ok,3.6800,2.5000,M13027FRM156NNBR,M1341CGB40000M156NNBR
1898-09-01,germany,95.00,bp,fred_nber,ok,3.4500,2.5000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1898-10-01,france,116.00,bp,fred_nber,ok,3.6800,2.5200,M13027FRM156NNBR,M1341CGB40000M156NNBR
1898-10-01,germany,93.00,bp,fred_nber,ok,3.4500,2.5200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1898-11-01,france,118.00,bp,fred_nber,ok,3.6800,2.5000,M13027FRM156NNBR,M1341CGB40000M156NNBR
1898-11-01,germany,95.00,bp,fred_nber,ok,3.4500,2.5000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1898-12-01,france,119.00,bp,fred_nber,ok,3.6800,2.4900,M13027FRM156NNBR,M1341CGB40000M156NNBR
1898-12-01,germany,96.00,bp,fred_nber,ok,3.4500,2.4900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1899-01-01,france,130.00,bp,fred_nber,ok,3.7800,2.4800,M13027FRM156NNBR,M1341CGB40000M156NNBR
1899-01-01,germany,100.00,bp,fred_nber,ok,3.4800,2.4800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1899-02-01,france,118.00,bp,fred_nber,ok,3.6500,2.4700,M13027FRM156NNBR,M1341CGB40000M156NNBR
1899-02-01,germany,101.00,bp,fred_nber,ok,3.4800,2.4700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1899-03-01,france,116.00,bp,fred_nber,ok,3.6500,2.4900,M13027FRM156NNBR,M1341CGB40000M156NNBR
1899-03-01,germany,100.00,bp,fred_nber,ok,3.4900,2.4900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1899-04-01,france,111.00,bp,fred_nber,ok,3.6000,2.4900,M13027FRM156NNBR,M1341CGB40000M156NNBR
1899-04-01,germany,101.00,bp,fred_nber,ok,3.5000,2.4900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1899-05-01,france,119.00,bp,fred_nber,ok,3.6900,2.5000,M13027FRM156NNBR,M1341CGB40000M156NNBR
1899-05-01,germany,100.00,bp,fred_nber,ok,3.5000,2.5000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1899-06-01,france,130.00,bp,fred_nber,ok,3.8400,2.5400,M13027FRM156NNBR,M1341CGB40000M156NNBR
1899-06-01,germany,100.00,bp,fred_nber,ok,3.5400,2.5400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1899-07-01,france,130.00,bp,fred_nber,ok,3.8800,2.5800,M13027FRM156NNBR,M1341CGB40000M156NNBR
1899-07-01,germany,97.00,bp,fred_nber,ok,3.5500,2.5800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1899-08-01,france,128.00,bp,fred_nber,ok,3.8800,2.6000,M13027FRM156NNBR,M1341CGB40000M156NNBR
1899-08-01,germany,98.00,bp,fred_nber,ok,3.5800,2.6000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1899-09-01,france,120.00,bp,fred_nber,ok,3.8300,2.6300,M13027FRM156NNBR,M1341CGB40000M156NNBR
1899-09-01,germany,98.00,bp,fred_nber,ok,3.6100,2.6300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1899-10-01,france,109.00,bp,fred_nber,ok,3.7400,2.6500,M13027FRM156NNBR,M1341CGB40000M156NNBR
1899-10-01,germany,93.00,bp,fred_nber,ok,3.5800,2.6500,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1899-11-01,france,101.00,bp,fred_nber,ok,3.7800,2.7700,M13027FRM156NNBR,M1341CGB40000M156NNBR
1899-11-01,germany,82.00,bp,fred_nber,ok,3.5900,2.7700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1899-12-01,france,114.00,bp,fred_nber,ok,3.8800,2.7400,M13027FRM156NNBR,M1341CGB40000M156NNBR
1899-12-01,germany,87.00,bp,fred_nber,ok,3.6100,2.7400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1900-01-01,france,108.00,bp,fred_nber,ok,3.8300,2.7500,M13027FRM156NNBR,M1341CGB40000M156NNBR
1900-01-01,germany,87.00,bp,fred_nber,ok,3.6200,2.7500,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1900-02-01,france,98.00,bp,fred_nber,ok,3.7000,2.7200,M13027FRM156NNBR,M1341CGB40000M156NNBR
1900-02-01,germany,93.00,bp,fred_nber,ok,3.6500,2.7200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1900-03-01,france,102.00,bp,fred_nber,ok,3.7400,2.7200,M13027FRM156NNBR,M1341CGB40000M156NNBR
1900-03-01,germany,95.00,bp,fred_nber,ok,3.6700,2.7200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1900-04-01,france,98.00,bp,fred_nber,ok,3.7000,2.7200,M13027FRM156NNBR,M1341CGB40000M156NNBR
1900-04-01,germany,97.00,bp,fred_nber,ok,3.6900,2.7200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1900-05-01,france,106.00,bp,fred_nber,ok,3.7800,2.7200,M13027FRM156NNBR,M1341CGB40000M156NNBR
1900-05-01,germany,95.00,bp,fred_nber,ok,3.6700,2.7200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1900-06-01,france,118.00,bp,fred_nber,ok,3.8900,2.7100,M13027FRM156NNBR,M1341CGB40000M156NNBR
1900-06-01,germany,96.00,bp,fred_nber,ok,3.6700,2.7100,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1900-07-01,france,119.00,bp,fred_nber,ok,3.9800,2.7900,M13027FRM156NNBR,M1341CGB40000M156NNBR
1900-07-01,germany,92.00,bp,fred_nber,ok,3.7100,2.7900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1900-08-01,france,108.00,bp,fred_nber,ok,3.8800,2.8000,M13027FRM156NNBR,M1341CGB40000M156NNBR
1900-08-01,germany,90.00,bp,fred_nber,ok,3.7000,2.8000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1900-09-01,france,114.00,bp,fred_nber,ok,3.9300,2.7900,M13027FRM156NNBR,M1341CGB40000M156NNBR
1900-09-01,germany,94.00,bp,fred_nber,ok,3.7300,2.7900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1900-10-01,france,125.00,bp,fred_nber,ok,4.0400,2.7900,M13027FRM156NNBR,M1341CGB40000M156NNBR
1900-10-01,germany,89.00,bp,fred_nber,ok,3.6800,2.7900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1900-11-01,france,119.00,bp,fred_nber,ok,3.9800,2.7900,M13027FRM156NNBR,M1341CGB40000M156NNBR
1900-11-01,germany,90.00,bp,fred_nber,ok,3.6900,2.7900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1900-12-01,france,101.00,bp,fred_nber,ok,3.8300,2.8200,M13027FRM156NNBR,M1341CGB40000M156NNBR
1900-12-01,germany,88.00,bp,fred_nber,ok,3.7000,2.8200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1901-01-01,france,89.00,bp,fred_nber,ok,3.7300,2.8400,M13027FRM156NNBR,M1341CGB40000M156NNBR
1901-01-01,germany,86.00,bp,fred_nber,ok,3.7000,2.8400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1901-02-01,france,85.00,bp,fred_nber,ok,3.6800,2.8300,M13027FRM156NNBR,M1341CGB40000M156NNBR
1901-02-01,germany,85.00,bp,fred_nber,ok,3.6800,2.8300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1901-03-01,france,82.00,bp,fred_nber,ok,3.6800,2.8600,M13027FRM156NNBR,M1341CGB40000M156NNBR
1901-03-01,germany,81.00,bp,fred_nber,ok,3.6700,2.8600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1901-04-01,france,74.00,bp,fred_nber,ok,3.6300,2.8900,M13027FRM156NNBR,M1341CGB40000M156NNBR
1901-04-01,germany,79.00,bp,fred_nber,ok,3.6800,2.8900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1901-05-01,france,71.00,bp,fred_nber,ok,3.6300,2.9200,M13027FRM156NNBR,M1341CGB40000M156NNBR
1901-05-01,germany,76.00,bp,fred_nber,ok,3.6800,2.9200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1901-06-01,france,79.00,bp,fred_nber,ok,3.7300,2.9400,M13027FRM156NNBR,M1341CGB40000M156NNBR
1901-06-01,germany,69.00,bp,fred_nber,ok,3.6300,2.9400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1901-07-01,france,82.00,bp,fred_nber,ok,3.7800,2.9600,M13027FRM156NNBR,M1341CGB40000M156NNBR
1901-07-01,germany,65.00,bp,fred_nber,ok,3.6100,2.9600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1901-08-01,france,86.00,bp,fred_nber,ok,3.7800,2.9200,M13027FRM156NNBR,M1341CGB40000M156NNBR
1901-08-01,germany,69.00,bp,fred_nber,ok,3.6100,2.9200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1901-09-01,france,89.00,bp,fred_nber,ok,3.8300,2.9400,M13027FRM156NNBR,M1341CGB40000M156NNBR
1901-09-01,germany,69.00,bp,fred_nber,ok,3.6300,2.9400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1901-10-01,france,94.00,bp,fred_nber,ok,3.9000,2.9600,M13027FRM156NNBR,M1341CGB40000M156NNBR
1901-10-01,germany,68.00,bp,fred_nber,ok,3.6400,2.9600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1901-11-01,france,90.00,bp,fred_nber,ok,3.9000,3.0000,M13027FRM156NNBR,M1341CGB40000M156NNBR
1901-11-01,germany,63.00,bp,fred_nber,ok,3.6300,3.0000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1901-12-01,france,94.00,bp,fred_nber,ok,3.9000,2.9600,M13027FRM156NNBR,M1341CGB40000M156NNBR
1901-12-01,germany,66.00,bp,fred_nber,ok,3.6200,2.9600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1902-01-01,france,80.00,bp,fred_nber,ok,3.7300,2.9300,M13027FRM156NNBR,M1341CGB40000M156NNBR
1902-01-01,germany,64.00,bp,fred_nber,ok,3.5700,2.9300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1902-02-01,france,82.00,bp,fred_nber,ok,3.7300,2.9100,M13027FRM156NNBR,M1341CGB40000M156NNBR
1902-02-01,germany,61.00,bp,fred_nber,ok,3.5200,2.9100,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1902-03-01,france,74.00,bp,fred_nber,ok,3.6700,2.9300,M13027FRM156NNBR,M1341CGB40000M156NNBR
