date,series,value,unit,source,status,issuer_yield,benchmark_yield,fred_id,benchmark_id
1902-03-01,germany,58.00,bp,fred_nber,ok,3.5100,2.9300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1902-04-01,france,81.00,bp,fred_nber,ok,3.7300,2.9200,M13027FRM156NNBR,M1341CGB40000M156NNBR
1902-04-01,germany,60.00,bp,fred_nber,ok,3.5200,2.9200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1902-05-01,france,90.00,bp,fred_nber,ok,3.7800,2.8800,M13027FRM156NNBR,M1341CGB40000M156NNBR
1902-05-01,germany,63.00,bp,fred_nber,ok,3.5100,2.8800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1902-06-01,france,99.00,bp,fred_nber,ok,3.8300,2.8400,M13027FRM156NNBR,M1341CGB40000M156NNBR
1902-06-01,germany,68.00,bp,fred_nber,ok,3.5200,2.8400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1902-07-01,france,100.00,bp,fred_nber,ok,3.9000,2.9000,M13027FRM156NNBR,M1341CGB40000M156NNBR
1902-07-01,germany,60.00,bp,fred_nber,ok,3.5000,2.9000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1902-08-01,france,106.00,bp,fred_nber,ok,3.9600,2.9000,M13027FRM156NNBR,M1341CGB40000M156NNBR
1902-08-01,germany,61.00,bp,fred_nber,ok,3.5100,2.9000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1902-09-01,france,100.00,bp,fred_nber,ok,3.9600,2.9600,M13027FRM156NNBR,M1341CGB40000M156NNBR
1902-09-01,germany,56.00,bp,fred_nber,ok,3.5200,2.9600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1902-10-01,france,100.00,bp,fred_nber,ok,3.9600,2.9600,M13027FRM156NNBR,M1341CGB40000M156NNBR
1902-10-01,germany,57.00,bp,fred_nber,ok,3.5300,2.9600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1902-11-01,france,100.00,bp,fred_nber,ok,3.9600,2.9600,M13027FRM156NNBR,M1341CGB40000M156NNBR
1902-11-01,germany,58.00,bp,fred_nber,ok,3.5400,2.9600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1902-12-01,france,99.00,bp,fred_nber,ok,3.9600,2.9700,M13027FRM156NNBR,M1341CGB40000M156NNBR
1902-12-01,germany,56.00,bp,fred_nber,ok,3.5300,2.9700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1903-01-01,france,101.00,bp,fred_nber,ok,3.9600,2.9500,M13027FRM156NNBR,M1341CGB40000M156NNBR
1903-01-01,germany,56.00,bp,fred_nber,ok,3.5100,2.9500,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1903-02-01,france,94.00,bp,fred_nber,ok,3.9000,2.9600,M13027FRM156NNBR,M1341CGB40000M156NNBR
1903-02-01,germany,54.00,bp,fred_nber,ok,3.5000,2.9600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1903-03-01,france,88.00,bp,fred_nber,ok,3.9000,3.0200,M13027FRM156NNBR,M1341CGB40000M156NNBR
1903-03-01,germany,48.00,bp,fred_nber,ok,3.5000,3.0200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1903-04-01,france,128.00,bp,fred_nber,ok,4.0700,2.7900,M13027FRM156NNBR,M1341CGB40000M156NNBR
1903-04-01,germany,71.00,bp,fred_nber,ok,3.5000,2.7900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1903-05-01,france,135.00,bp,fred_nber,ok,4.0700,2.7200,M13027FRM156NNBR,M1341CGB40000M156NNBR
1903-05-01,germany,80.00,bp,fred_nber,ok,3.5200,2.7200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1903-06-01,france,139.00,bp,fred_nber,ok,4.1300,2.7400,M13027FRM156NNBR,M1341CGB40000M156NNBR
1903-06-01,germany,78.00,bp,fred_nber,ok,3.5200,2.7400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1903-07-01,france,142.00,bp,fred_nber,ok,4.1300,2.7100,M13027FRM156NNBR,M1341CGB40000M156NNBR
1903-07-01,germany,82.00,bp,fred_nber,ok,3.5300,2.7100,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1903-08-01,france,132.00,bp,fred_nber,ok,4.0700,2.7500,M13027FRM156NNBR,M1341CGB40000M156NNBR
1903-08-01,germany,81.00,bp,fred_nber,ok,3.5600,2.7500,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1903-09-01,france,126.00,bp,fred_nber,ok,4.0700,2.8100,M13027FRM156NNBR,M1341CGB40000M156NNBR
1903-09-01,germany,75.00,bp,fred_nber,ok,3.5600,2.8100,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1903-10-01,france,118.00,bp,fred_nber,ok,4.0000,2.8200,M13027FRM156NNBR,M1341CGB40000M156NNBR
1903-10-01,germany,72.00,bp,fred_nber,ok,3.5400,2.8200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1903-11-01,france,124.00,bp,fred_nber,ok,4.0700,2.8300,M13027FRM156NNBR,M1341CGB40000M156NNBR
1903-11-01,germany,71.00,bp,fred_nber,ok,3.5400,2.8300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1903-12-01,france,136.00,bp,fred_nber,ok,4.1800,2.8200,M13027FRM156NNBR,M1341CGB40000M156NNBR
1903-12-01,germany,71.00,bp,fred_nber,ok,3.5300,2.8200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1904-01-01,france,146.00,bp,fred_nber,ok,4.3100,2.8500,M13027FRM156NNBR,M1341CGB40000M156NNBR
1904-01-01,germany,67.00,bp,fred_nber,ok,3.5200,2.8500,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1904-02-01,france,150.00,bp,fred_nber,ok,4.3800,2.8800,M13027FRM156NNBR,M1341CGB40000M156NNBR
1904-02-01,germany,69.00,bp,fred_nber,ok,3.5700,2.8800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1904-03-01,france,139.00,bp,fred_nber,ok,4.3000,2.9100,M13027FRM156NNBR,M1341CGB40000M156NNBR
1904-03-01,germany,64.00,bp,fred_nber,ok,3.5500,2.9100,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1904-04-01,france,141.00,bp,fred_nber,ok,4.2500,2.8400,M13027FRM156NNBR,M1341CGB40000M156NNBR
1904-04-01,germany,72.00,bp,fred_nber,ok,3.5600,2.8400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1904-05-01,france,165.00,bp,fred_nber,ok,4.4300,2.7800,M13027FRM156NNBR,M1341CGB40000M156NNBR
1904-05-01,germany,79.00,bp,fred_nber,ok,3.5700,2.7800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1904-06-01,france,159.00,bp,fred_nber,ok,4.3600,2.7700,M13027FRM156NNBR,M1341CGB40000M156NNBR
1904-06-01,germany,79.00,bp,fred_nber,ok,3.5600,2.7700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1904-07-01,france,156.00,bp,fred_nber,ok,4.3600,2.8000,M13027FRM156NNBR,M1341CGB40000M156NNBR
1904-07-01,germany,77.00,bp,fred_nber,ok,3.5700,2.8000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1904-08-01,france,146.00,bp,fred_nber,ok,4.3000,2.8400,M13027FRM156NNBR,M1341CGB40000M156NNBR
1904-08-01,germany,73.00,bp,fred_nber,ok,3.5700,2.8400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1904-09-01,france,134.00,bp,fred_nber,ok,4.1700,2.8300,M13027FRM156NNBR,M1341CGB40000M156NNBR
1904-09-01,germany,74.00,bp,fred_nber,ok,3.5700,2.8300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1904-10-01,france,117.00,bp,fred_nber,ok,4.0000,2.8300,M13027FRM156NNBR,M1341CGB40000M156NNBR
1904-10-01,germany,76.00,bp,fred_nber,ok,3.5900,2.8300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1904-11-01,france,116.00,bp,fred_nber,ok,4.0000,2.8400,M13027FRM156NNBR,M1341CGB40000M156NNBR
1904-11-01,germany,74.00,bp,fred_nber,ok,3.5800,2.8400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1904-12-01,france,116.00,bp,fred_nber,ok,4.0000,2.8400,M13027FRM156NNBR,M1341CGB40000M156NNBR
1904-12-01,germany,74.00,bp,fred_nber,ok,3.5800,2.8400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1905-01-01,france,116.00,bp,fred_nber,ok,3.9900,2.8300,M13027FRM156NNBR,M1341CGB40000M156NNBR
1905-01-01,germany,74.00,bp,fred_nber,ok,3.5700,2.8300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1905-02-01,france,110.00,bp,fred_nber,ok,3.8800,2.7800,M13027FRM156NNBR,M1341CGB40000M156NNBR
1905-02-01,germany,76.00,bp,fred_nber,ok,3.5400,2.7800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1905-03-01,france,120.00,bp,fred_nber,ok,3.9400,2.7400,M13027FRM156NNBR,M1341CGB40000M156NNBR
1905-03-01,germany,81.00,bp,fred_nber,ok,3.5500,2.7400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1905-04-01,france,123.00,bp,fred_nber,ok,3.9800,2.7500,M13027FRM156NNBR,M1341CGB40000M156NNBR
1905-04-01,germany,81.00,bp,fred_nber,ok,3.5600,2.7500,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1905-05-01,france,116.00,bp,fred_nber,ok,3.9300,2.7700,M13027FRM156NNBR,M1341CGB40000M156NNBR
1905-05-01,germany,78.00,bp,fred_nber,ok,3.5500,2.7700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1905-06-01,france,121.00,bp,fred_nber,ok,3.9800,2.7700,M13027FRM156NNBR,M1341CGB40000M156NNBR
1905-06-01,germany,80.00,bp,fred_nber,ok,3.5700,2.7700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1905-07-01,france,116.00,bp,fred_nber,ok,3.9300,2.7700,M13027FRM156NNBR,M1341CGB40000M156NNBR
1905-07-01,germany,79.00,bp,fred_nber,ok,3.5600,2.7700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1905-08-01,france,107.00,bp,fred_nber,ok,3.8300,2.7600,M13027FRM156NNBR,M1341CGB40000M156NNBR
1905-08-01,germany,81.00,bp,fred_nber,ok,3.5700,2.7600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1905-09-01,france,105.00,bp,fred_nber,ok,3.8300,2.7800,M13027FRM156NNBR,M1341CGB40000M156NNBR
1905-09-01,germany,80.00,bp,fred_nber,ok,3.5800,2.7800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1905-10-01,france,101.00,bp,fred_nber,ok,3.8300,2.8200,M13027FRM156NNBR,M1341CGB40000M156NNBR
1905-10-01,germany,73.00,bp,fred_nber,ok,3.5500,2.8200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1905-11-01,france,111.00,bp,fred_nber,ok,3.9300,2.8200,M13027FRM156NNBR,M1341CGB40000M156NNBR
1905-11-01,germany,76.00,bp,fred_nber,ok,3.5800,2.8200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1905-12-01,france,134.00,bp,fred_nber,ok,4.1400,2.8000,M13027FRM156NNBR,M1341CGB40000M156NNBR
1905-12-01,germany,80.00,bp,fred_nber,ok,3.6000,2.8000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1906-01-01,france,139.00,bp,fred_nber,ok,4.1800,2.7900,M13027FRM156NNBR,M1341CGB40000M156NNBR
1906-01-01,germany,80.00,bp,fred_nber,ok,3.5900,2.7900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1906-02-01,france,131.00,bp,fred_nber,ok,4.0700,2.7600,M13027FRM156NNBR,M1341CGB40000M156NNBR
1906-02-01,germany,84.00,bp,fred_nber,ok,3.6000,2.7600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1906-03-01,france,130.00,bp,fred_nber,ok,4.0700,2.7700,M13027FRM156NNBR,M1341CGB40000M156NNBR
1906-03-01,germany,82.00,bp,fred_nber,ok,3.5900,2.7700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1906-04-01,france,137.00,bp,fred_nber,ok,4.1300,2.7600,M13027FRM156NNBR,M1341CGB40000M156NNBR
1906-04-01,germany,85.00,bp,fred_nber,ok,3.6100,2.7600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1906-05-01,france,134.00,bp,fred_nber,ok,4.1300,2.7900,M13027FRM156NNBR,M1341CGB40000M156NNBR
1906-05-01,germany,83.00,bp,fred_nber,ok,3.6200,2.7900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1906-06-01,france,135.00,bp,fred_nber,ok,4.1700,2.8200,M13027FRM156NNBR,M1341CGB40000M156NNBR
1906-06-01,germany,80.00,bp,fred_nber,ok,3.6200,2.8200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1906-07-01,france,143.00,bp,fred_nber,ok,4.2800,2.8500,M13027FRM156NNBR,M1341CGB40000M156NNBR
1906-07-01,germany,78.00,bp,fred_nber,ok,3.6300,2.8500,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1906-08-01,france,122.00,bp,fred_nber,ok,4.0700,2.8500,M13027FRM156NNBR,M1341CGB40000M156NNBR
1906-08-01,germany,79.00,bp,fred_nber,ok,3.6400,2.8500,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1906-09-01,france,123.00,bp,fred_nber,ok,4.1200,2.8900,M13027FRM156NNBR,M1341CGB40000M156NNBR
1906-09-01,germany,77.00,bp,fred_nber,ok,3.6600,2.8900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1906-10-01,france,116.00,bp,fred_nber,ok,4.0600,2.9000,M13027FRM156NNBR,M1341CGB40000M156NNBR
1906-10-01,germany,77.00,bp,fred_nber,ok,3.6700,2.9000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1906-11-01,france,112.00,bp,fred_nber,ok,4.0100,2.8900,M13027FRM156NNBR,M1341CGB40000M156NNBR
1906-11-01,germany,78.00,bp,fred_nber,ok,3.6700,2.8900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1906-12-01,france,121.00,bp,fred_nber,ok,4.1100,2.9000,M13027FRM156NNBR,M1341CGB40000M156NNBR
1906-12-01,germany,75.00,bp,fred_nber,ok,3.6500,2.9000,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1907-01-01,france,113.00,bp,fred_nber,ok,4.0100,2.8800,M13027FRM156NNBR,M1341CGB40000M156NNBR
1907-01-01,germany,77.00,bp,fred_nber,ok,3.6500,2.8800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1907-02-01,france,109.00,bp,fred_nber,ok,3.9700,2.8800,M13027FRM156NNBR,M1341CGB40000M156NNBR
1907-02-01,germany,80.00,bp,fred_nber,ok,3.6800,2.8800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1907-03-01,france,124.00,bp,fred_nber,ok,4.1600,2.9200,M13027FRM156NNBR,M1341CGB40000M156NNBR
1907-03-01,germany,77.00,bp,fred_nber,ok,3.6900,2.9200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1907-04-01,france,125.00,bp,fred_nber,ok,4.1600,2.9100,M13027FRM156NNBR,M1341CGB40000M156NNBR
1907-04-01,germany,82.00,bp,fred_nber,ok,3.7300,2.9100,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1907-05-01,france,131.00,bp,fred_nber,ok,4.2600,2.9500,M13027FRM156NNBR,M1341CGB40000M156NNBR
1907-05-01,germany,80.00,bp,fred_nber,ok,3.7500,2.9500,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1907-06-01,france,139.00,bp,fred_nber,ok,4.3700,2.9800,M13027FRM156NNBR,M1341CGB40000M156NNBR
1907-06-01,germany,77.00,bp,fred_nber,ok,3.7500,2.9800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1907-07-01,france,133.00,bp,fred_nber,ok,4.3200,2.9900,M13027FRM156NNBR,M1341CGB40000M156NNBR
1907-07-01,germany,79.00,bp,fred_nber,ok,3.7800,2.9900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1907-08-01,france,128.00,bp,fred_nber,ok,4.3200,3.0400,M13027FRM156NNBR,M1341CGB40000M156NNBR
1907-08-01,germany,77.00,bp,fred_nber,ok,3.8100,3.0400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1907-09-01,france,127.00,bp,fred_nber,ok,4.3200,3.0500,M13027FRM156NNBR,M1341CGB40000M156NNBR
1907-09-01,germany,72.00,bp,fred_nber,ok,3.7700,3.0500,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1907-10-01,france,136.00,bp,fred_nber,ok,4.3800,3.0200,M13027FRM156NNBR,M1341CGB40000M156NNBR
1907-10-01,germany,77.00,bp,fred_nber,ok,3.7900,3.0200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1907-11-01,france,133.00,bp,fred_nber,ok,4.3800,3.0500,M13027FRM156NNBR,M1341CGB40000M156NNBR
1907-11-01,germany,77.00,bp,fred_nber,ok,3.8200,3.0500,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1907-12-01,france,130.00,bp,fred_nber,ok,4.3200,3.0200,M13027FRM156NNBR,M1341CGB40000M156NNBR
1907-12-01,germany,80.00,bp,fred_nber,ok,3.8200,3.0200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1908-01-01,france,126.00,bp,fred_nber,ok,4.2200,2.9600,M13027FRM156NNBR,M1341CGB40000M156NNBR
1908-01-01,germany,85.00,bp,fred_nber,ok,3.8100,2.9600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1908-02-01,france,129.00,bp,fred_nber,ok,4.1600,2.8700,M13027FRM156NNBR,M1341CGB40000M156NNBR
1908-02-01,germany,95.00,bp,fred_nber,ok,3.8200,2.8700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1908-03-01,france,130.00,bp,fred_nber,ok,4.1600,2.8600,M13027FRM156NNBR,M1341CGB40000M156NNBR
1908-03-01,germany,97.00,bp,fred_nber,ok,3.8300,2.8600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1908-04-01,france,129.00,bp,fred_nber,ok,4.1600,2.8700,M13027FRM156NNBR,M1341CGB40000M156NNBR
1908-04-01,germany,98.00,bp,fred_nber,ok,3.8500,2.8700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1908-05-01,france,133.00,bp,fred_nber,ok,4.2200,2.8900,M13027FRM156NNBR,M1341CGB40000M156NNBR
1908-05-01,germany,93.00,bp,fred_nber,ok,3.8200,2.8900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1908-06-01,france,130.00,bp,fred_nber,ok,4.1500,2.8500,M13027FRM156NNBR,M1341CGB40000M156NNBR
1908-06-01,germany,99.00,bp,fred_nber,ok,3.8400,2.8500,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1908-07-01,france,129.00,bp,fred_nber,ok,4.1500,2.8600,M13027FRM156NNBR,M1341CGB40000M156NNBR
1908-07-01,germany,96.00,bp,fred_nber,ok,3.8200,2.8600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1908-08-01,france,116.00,bp,fred_nber,ok,4.0500,2.8900,M13027FRM156NNBR,M1341CGB40000M156NNBR
1908-08-01,germany,91.00,bp,fred_nber,ok,3.8000,2.8900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1908-09-01,france,114.00,bp,fred_nber,ok,4.0500,2.9100,M13027FRM156NNBR,M1341CGB40000M156NNBR
1908-09-01,germany,89.00,bp,fred_nber,ok,3.8000,2.9100,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1908-10-01,france,107.00,bp,fred_nber,ok,4.0200,2.9500,M13027FRM156NNBR,M1341CGB40000M156NNBR
1908-10-01,germany,83.00,bp,fred_nber,ok,3.7800,2.9500,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1908-11-01,france,101.00,bp,fred_nber,ok,3.9700,2.9600,M13027FRM156NNBR,M1341CGB40000M156NNBR
1908-11-01,germany,79.00,bp,fred_nber,ok,3.7500,2.9600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1908-12-01,france,103.00,bp,fred_nber,ok,4.0200,2.9900,M13027FRM156NNBR,M1341CGB40000M156NNBR
1908-12-01,germany,74.00,bp,fred_nber,ok,3.7300,2.9900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1909-01-01,france,98.00,bp,fred_nber,ok,3.9700,2.9900,M13027FRM156NNBR,M1341CGB40000M156NNBR
1909-01-01,germany,70.00,bp,fred_nber,ok,3.6900,2.9900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1909-02-01,france,95.00,bp,fred_nber,ok,3.9200,2.9700,M13027FRM156NNBR,M1341CGB40000M156NNBR
1909-02-01,germany,70.00,bp,fred_nber,ok,3.6700,2.9700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1909-03-01,france,89.00,bp,fred_nber,ok,3.8700,2.9800,M13027FRM156NNBR,M1341CGB40000M156NNBR
1909-03-01,germany,69.00,bp,fred_nber,ok,3.6700,2.9800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1909-04-01,france,93.00,bp,fred_nber,ok,3.8700,2.9400,M13027FRM156NNBR,M1341CGB40000M156NNBR
1909-04-01,germany,73.00,bp,fred_nber,ok,3.6700,2.9400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1909-05-01,france,88.00,bp,fred_nber,ok,3.8200,2.9400,M13027FRM156NNBR,M1341CGB40000M156NNBR
1909-05-01,germany,74.00,bp,fred_nber,ok,3.6800,2.9400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1909-06-01,france,85.00,bp,fred_nber,ok,3.8200,2.9700,M13027FRM156NNBR,M1341CGB40000M156NNBR
1909-06-01,germany,73.00,bp,fred_nber,ok,3.7000,2.9700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1909-07-01,france,90.00,bp,fred_nber,ok,3.8700,2.9700,M13027FRM156NNBR,M1341CGB40000M156NNBR
1909-07-01,germany,71.00,bp,fred_nber,ok,3.6800,2.9700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1909-08-01,france,85.00,bp,fred_nber,ok,3.8200,2.9700,M13027FRM156NNBR,M1341CGB40000M156NNBR
1909-08-01,germany,73.00,bp,fred_nber,ok,3.7000,2.9700,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1909-09-01,france,75.00,bp,fred_nber,ok,3.7400,2.9900,M13027FRM156NNBR,M1341CGB40000M156NNBR
1909-09-01,germany,73.00,bp,fred_nber,ok,3.7200,2.9900,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1909-10-01,france,68.00,bp,fred_nber,ok,3.7000,3.0200,M13027FRM156NNBR,M1341CGB40000M156NNBR
1909-10-01,germany,73.00,bp,fred_nber,ok,3.7500,3.0200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1909-11-01,france,71.00,bp,fred_nber,ok,3.7400,3.0300,M13027FRM156NNBR,M1341CGB40000M156NNBR
1909-11-01,germany,70.00,bp,fred_nber,ok,3.7300,3.0300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1909-12-01,france,72.00,bp,fred_nber,ok,3.7400,3.0200,M13027FRM156NNBR,M1341CGB40000M156NNBR
1909-12-01,germany,71.00,bp,fred_nber,ok,3.7300,3.0200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1910-01-01,france,67.00,bp,fred_nber,ok,3.7000,3.0300,M13027FRM156NNBR,M1341CGB40000M156NNBR
1910-01-01,germany,69.00,bp,fred_nber,ok,3.7200,3.0300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1910-02-01,france,61.00,bp,fred_nber,ok,3.6600,3.0500,M13027FRM156NNBR,M1341CGB40000M156NNBR
1910-02-01,germany,68.00,bp,fred_nber,ok,3.7300,3.0500,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1910-03-01,france,62.00,bp,fred_nber,ok,3.7000,3.0800,M13027FRM156NNBR,M1341CGB40000M156NNBR
1910-03-01,germany,65.00,bp,fred_nber,ok,3.7300,3.0800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1910-04-01,france,62.00,bp,fred_nber,ok,3.7000,3.0800,M13027FRM156NNBR,M1341CGB40000M156NNBR
1910-04-01,germany,67.00,bp,fred_nber,ok,3.7500,3.0800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1910-05-01,france,73.00,bp,fred_nber,ok,3.7800,3.0500,M13027FRM156NNBR,M1341CGB40000M156NNBR
1910-05-01,germany,70.00,bp,fred_nber,ok,3.7500,3.0500,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1910-06-01,france,78.00,bp,fred_nber,ok,3.8200,3.0400,M13027FRM156NNBR,M1341CGB40000M156NNBR
1910-06-01,germany,71.00,bp,fred_nber,ok,3.7500,3.0400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1910-07-01,france,78.00,bp,fred_nber,ok,3.8300,3.0500,M13027FRM156NNBR,M1341CGB40000M156NNBR
1910-07-01,germany,71.00,bp,fred_nber,ok,3.7600,3.0500,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1910-08-01,france,66.00,bp,fred_nber,ok,3.7400,3.0800,M13027FRM156NNBR,M1341CGB40000M156NNBR
1910-08-01,germany,69.00,bp,fred_nber,ok,3.7700,3.0800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1910-09-01,france,59.00,bp,fred_nber,ok,3.7000,3.1100,M13027FRM156NNBR,M1341CGB40000M156NNBR
1910-09-01,germany,69.00,bp,fred_nber,ok,3.8000,3.1100,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1910-10-01,france,57.00,bp,fred_nber,ok,3.7000,3.1300,M13027FRM156NNBR,M1341CGB40000M156NNBR
1910-10-01,germany,64.00,bp,fred_nber,ok,3.7700,3.1300,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1910-11-01,france,58.00,bp,fred_nber,ok,3.7400,3.1600,M13027FRM156NNBR,M1341CGB40000M156NNBR
1910-11-01,germany,62.00,bp,fred_nber,ok,3.7800,3.1600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1910-12-01,france,59.00,bp,fred_nber,ok,3.7400,3.1500,M13027FRM156NNBR,M1341CGB40000M156NNBR
1910-12-01,germany,60.00,bp,fred_nber,ok,3.7500,3.1500,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1911-01-01,france,56.00,bp,fred_nber,ok,3.7000,3.1400,M13027FRM156NNBR,M1341CGB40000M156NNBR
1911-01-01,germany,61.00,bp,fred_nber,ok,3.7500,3.1400,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1911-02-01,france,58.00,bp,fred_nber,ok,3.7000,3.1200,M13027FRM156NNBR,M1341CGB40000M156NNBR
1911-02-01,germany,64.00,bp,fred_nber,ok,3.7600,3.1200,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1911-03-01,france,66.00,bp,fred_nber,ok,3.7400,3.0800,M13027FRM156NNBR,M1341CGB40000M156NNBR
1911-03-01,germany,68.00,bp,fred_nber,ok,3.7600,3.0800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1911-04-01,france,64.00,bp,fred_nber,ok,3.7000,3.0600,M13027FRM156NNBR,M1341CGB40000M156NNBR
1911-04-01,germany,72.00,bp,fred_nber,ok,3.7800,3.0600,M1328ADEM193NNBR,M1341CGB40000M156NNBR
1911-05-01,france,62.00,bp,fred_nber,ok,3.7000,3.0800,M13027FRM156NNBR,M1341CGB40000M156NNBR
1911-05-01,germany,70.00,bp,fred_nber,ok,3.7800,3.0800,M1328ADEM193NNBR,M1341CGB40000M156NNBR
